zeo,Si/Al_ae,Si/Al_pred_mean,Si/Al_true_mean,Al/P_ae,Al/P_pred_mean,Al/P_true_mean,Si/Ge_ae,Si/Ge_pred_mean,Si/Ge_true_mean,Si/B_ae,Si/B_pred_mean,Si/B_true_mean,Na/T_ae,Na/T_pred_mean,Na/T_true_mean,K/T_ae,K/T_pred_mean,K/T_true_mean,OH/T_ae,OH/T_pred_mean,OH/T_true_mean,F/T_ae,F/T_pred_mean,F/T_true_mean,H2O/T_ae,H2O/T_pred_mean,H2O/T_true_mean,sda1/T_ae,sda1/T_pred_mean,sda1/T_true_mean,cryst_temp_ae,cryst_temp_pred_mean,cryst_temp_true_mean,cryst_time_ae,cryst_time_pred_mean,cryst_time_true_mean
CHA,0.8538948130462849,11.590915100588969,12.444809913635254,0.1810717793667087,0.8527029963695774,0.6716312170028687,0.5512559266615494,0.5512559266615494,0.0,0.5739137041497876,0.894426863186424,0.32051315903663635,0.07864285125642856,0.1845353530278786,0.10589250177145004,0.10415465384721756,0.0,0.10415465384721756,0.11438049738796087,0.08936588103382258,0.20374637842178345,0.055719711664322984,0.0548837847679814,0.11060349643230438,21.57602559386806,9.217868220218856,30.793893814086914,0.23639418912978932,0.3034057991400166,0.5397999882698059,20.312440813906335,143.37072568999992,163.68316650390625,9.751271957596359,96.82275175495964,87.07147979736328
AEL,0.019657680057221003,0.075126035846538,0.094783715903759,0.08359029849508026,0.8645969335224368,0.9481872320175171,0.10915903809883788,0.10915903809883788,0.0,0.21815362163624438,0.21815362163624438,0.0,0.0005452509503811598,0.0,0.0005452509503811598,0.0,0.0,0.0,0.0,0.0,0.0,0.030090479694097123,0.005738144226581969,0.03582862392067909,7.254126409381797,21.121050974041054,28.37517738342285,0.11493036465328577,0.5223871798960531,0.40745681524276733,2.282329461664375,182.8214760803278,185.1038055419922,27.028553168420494,49.491397698278725,76.51995086669922
MFI,11.011287461796101,61.67358757165938,50.66230010986328,0.0688952904137931,0.0688952904137931,0.0,1.9361790138977053,2.6361793000000002,0.7000002861022949,19.790915694599235,0.49523428403846154,20.286149978637695,0.024438386176205695,0.23317899801912206,0.25761738419532776,0.033986128399688446,0.052865178788620674,0.018879050388932228,0.08787875443589205,0.19537709087241178,0.28325584530830383,0.019506179965845874,0.014243821375258632,0.03375000134110451,4.177378459319094,32.62279625381567,36.800174713134766,0.06969707321830071,0.25096137213997566,0.32065844535827637,17.063175626010292,151.45644717672408,168.51962280273438,2.982385974133365,113.98692546387946,111.0045394897461
LTA,1.4074746721306859,2.994696771434885,1.5872220993041992,0.1700225504359858,0.7000482114276545,0.5300256609916687,1.1600019823404344,0.11438513886012716,1.2743871212005615,0.15085617291970804,0.15085617291970804,0.0,0.03384805708643726,0.21059331804993817,0.24444137513637543,0.0,0.0,0.0,0.22172031318872837,0.30201336229116055,0.5237336754798889,0.035139433588878534,0.058745764646633246,0.09388519823551178,16.2916082241359,38.707743277328944,54.999351501464844,0.2289450350111315,1.375593561202843,1.1466485261917114,6.308396392721789,141.63543801869835,135.32704162597656,40.50567636421711,82.8883208281657,123.39399719238281
AFI,0.31848751486767796,0.40967161475192043,0.7281591296195984,0.03389010910840817,0.6794751476779383,0.7133652567863464,0.05430052977724604,0.05430052977724604,0.0,1.8315672146090447,0.24290044438753736,2.074467658996582,0.002208593030455532,0.004226959581491527,0.00643555261194706,0.004661021754145622,0.0,0.004661021754145622,0.004849075279046877,0.016710902624915258,0.021559977903962135,0.0030569850259133946,0.041293288881271206,0.0443502739071846,9.354468947387787,29.007084244750885,38.36155319213867,0.05660339149696847,0.38165203777091483,0.4382554292678833,0.652997263787654,169.80981183898297,169.1568145751953,37.10621189013132,64.26927639111868,101.37548828125
IWR,12.357108147057062,37.152607948692804,24.795499801635742,0.012202450301239277,0.012202450301239277,0.0,1.9945287330358177,6.835894622066721,8.830423355102539,5.3145111717643125,31.27086912769693,25.956357955932617,0.0,0.0,0.0,0.0,0.0,0.0,0.1234628393596166,0.2637807115262502,0.1403178721666336,0.2206246105549547,0.07003505550644668,0.29065966606140137,7.6192385820732,15.098294940410602,7.479056358337402,0.06888390438974068,0.3109322722476737,0.24204836785793304,10.513671983203153,164.44168079999997,174.95535278320312,0.7919232417855824,330.7919232417856,330.0
BEA,5.2697667220015205,25.508891020097224,20.239124298095703,0.03663746156150413,0.03663746156150413,0.0,2.28786495527797,3.2392499128860925,5.5271148681640625,1.622199096881964,19.12338920573034,20.745588302612305,0.041910570265254306,0.0364217421398551,0.0783323124051094,0.010121804976699168,0.026812617981669718,0.01669081300497055,0.01608030264234092,0.17672249908590767,0.1928028017282486,0.013691844590375035,0.1741330752294568,0.18782491981983185,1.7950273289260004,13.657193587822047,15.452220916748047,0.04274887716648679,0.3088902024018536,0.2661413252353668,0.19228740987674087,156.83181377706424,156.6395263671875,79.062322606017,217.02334023577987,296.0856628417969
MTW,5.208054958851406,57.27887970301383,62.486934661865234,0.024445123216023962,0.024445123216023962,0.0,1.076109923076923,1.076109923076923,0.0,42.14928233288213,6.03940403796748,48.18868637084961,0.011700385888338646,0.10435886524128858,0.11605925112962723,0.0,0.0,0.0,0.01843641824783382,0.14822955555976924,0.12979313731193542,0.011381997267453578,0.07277817418173084,0.08416017144918442,5.738624440921306,35.28025449584627,41.01887893676758,0.2844444431997608,0.6158158995844196,0.3313714563846588,1.991746661283031,157.4215714903846,155.42982482910156,246.75160288436805,192.2006065882882,438.95220947265625
MEL,11.799633272769661,42.31218362677357,30.512550354003906,0.02631031054389839,0.02631031054389839,0.0,0.5588644968560605,0.5588644968560605,0.0,6.568686776711914,1.2151972717499997,7.783884048461914,0.08382212691718602,0.041317333050427195,0.12513945996761322,0.0012022065930068493,0.0,0.0012022065930068493,0.08932176214047258,0.14879402536563094,0.23811578750610352,0.012863736060874417,0.02111684584854369,0.033980581909418106,3.861384244049894,46.18079647549521,42.31941223144531,0.032854734787949924,0.2633068550920576,0.23045212030410767,7.824197076181321,154.7119381650485,146.8877410888672,47.57637382734612,136.14051460038826,183.71688842773438
LEV,3.406566742503653,12.435183402454843,15.841750144958496,0.04526147228232025,0.3215719161604941,0.27631044387817383,0.21860439568621334,0.11472894758122745,0.3333333432674408,0.24445178174300697,2.382956484324498,2.627408266067505,0.03349528573582605,0.2100099388497071,0.24350522458553314,0.0,0.0,0.0,0.02670795332124823,0.2347007333166302,0.2614086866378784,0.0002320255895301715,0.016411799546067418,0.016179773956537247,3.3097247558418843,11.718071989458409,15.027796745300293,0.062044848849568845,0.3078911352656226,0.24584628641605377,2.0889620646307776,159.37171603595516,161.46067810058594,55.56257957967995,173.263088755281,228.82566833496094
