zeo,MMD
CHA,0.10939216613769531
AEL,0.7760171890258789
MFI,0.04792213439941406
LTA,0.2057499885559082
AFI,0.13378238677978516
IWR,0.4790167808532715
BEA,0.06183815002441406
MTW,0.07118797302246094
MEL,0.0872201919555664
LEV,0.2229633331298828
FAU,0.3455820083618164
BEC,0.09895133972167969
FER,0.30558204650878906
ATO,1.3856639862060547
MWW,0.7594728469848633
IMF,1.4738149642944336
AEN,0.5259237289428711
STF,0.7866330146789551
MAZ,0.6711006164550781
AEI,0.8261499404907227
GIS,1.228470802307129
TON,0.5150899887084961
ITE,0.9382123947143555
NON,0.8403377532958984
MOR,0.03947257995605469
AST,0.6591191291809082
PHI,1.182271957397461
SAV,1.2767901420593262
UOV,0.8492546081542969
ITT,1.5229005813598633
MTT,0.11120033264160156
ITG,1.5095787048339844
CON,0.9429488182067871
NSI,1.0805740356445312
ERI,0.2537956237792969
MTN,0.5441651344299316
MRE,1.1599550247192383
AFR,0.5799980163574219
SWY,1.6617517471313477
LAU,1.4774532318115234
DDR,0.7164950370788574
AFX,1.2724385261535645
UFI,2.781726837158203
ISV,1.5224075317382812
ANA,0.10532283782958984
CLO,1.5435380935668945
OFF,1.5448894500732422
STI,3.836332321166992
CTH,1.1242046356201172
SFS,2.771636486053467
AWO,0.44095516204833984
DOH,2.260225772857666
SOD,0.18826627731323242
STW,0.05054283142089844
UOZ,1.8917937278747559
MEI,1.9956035614013672
ETL,0.4638519287109375
AVE,2.134490966796875
SZR,0.22834014892578125
JST,1.3348054885864258
IFR,3.0417537689208984
IFW,3.1339454650878906
CGS,2.098226547241211
PWN,1.2189226150512695
ATS,1.4994831085205078
RTH,1.1817731857299805
EUO,-0.0342559814453125
EMT,0.771665096282959
BPH,0.6682577133178711
AWW,2.7327632904052734
ASV,0.13513898849487305
IHW,2.1694602966308594
RWY,3.9469614028930664
LTJ,3.0597429275512695
SFH,2.0814032554626465
NES,-0.6831150054931641
IRR,2.013416290283203
TUN,1.6429548263549805
IWV,1.5426578521728516
EON,0.5192327499389648
STO,0.8301143646240234
ITW,-0.41344642639160156
SFW,3.2727460861206055
IFU,1.7573308944702148
VFI,0.7980976104736328
EEI,5.242161750793457
SFG,4.749063491821289
LOS,3.653353691101074
SFV,4.723474502563477
IFO,2.414975166320801
RTE,4.380914688110352
MER,4.1780104637146
AFN,2.073690414428711
APC,5.095896244049072
SFN,3.9449543952941895
SSY,2.703754425048828
PUN,4.217395782470703
LTL,2.9661827087402344
UOS,2.493716239929199
CGF,3.8341193199157715
AHT,1.5413188934326172
VET,2.1434125900268555
ABW,2.23288631439209
PWW,4.857043743133545
