zeo,WSD
CHA,0.2118076176186276
AEL,0.3556750159778447
MFI,0.09297286712817435
LTA,0.5401346992760809
AFI,0.14409105636971614
IWR,0.8721028904903905
BEA,0.2690122864625334
MTW,0.12794699958224337
MEL,0.46999850283310274
LEV,0.22503151541875166
FAU,0.10907976820017802
BEC,0.5764899366878502
FER,0.14033935908949152
ATO,0.29049758616845434
MWW,0.6767937536728663
IMF,0.49322903045479993
AEN,0.14014807447771166
STF,0.5801594914953947
MAZ,0.4967366403467542
AEI,0.0418432851546291
GIS,0.6174270885643988
TON,0.17782017329973188
ITE,0.795636835482761
NON,0.5706910754023788
MOR,0.2120770355119005
AST,0.2741288442386498
PHI,0.10181569071441887
SAV,0.24199856110514112
UOV,0.496476253822486
ITT,1.0993198279045013
ITG,1.144353301512016
MTT,0.652545786243977
NSI,1.186444584299621
CON,0.7828185464119433
ERI,0.2842353753798783
MTN,0.2728751770809127
AFR,0.7034273095102128
MRE,0.23724880495470313
DDR,0.5025990366710855
LAU,0.2570286247204644
SWY,0.063248103644287
AFX,1.0158276701615852
UFI,0.16413523719245188
ISV,0.213288770748902
CLO,1.8088118026807334
ANA,0.2625963753271123
STI,1.534492275844253
CTH,0.07252410318992267
OFF,0.9485369079806758
AWO,0.2906243812833321
DOH,0.35107915172310783
STW,0.03612520462128384
SOD,0.40287861965078253
ETL,0.008090282982032595
AVE,0.6195215138429624
UOZ,1.3132571843698468
MEI,0.1336026395434377
SZR,0.3661424991276375
IFR,1.0665533112913628
PWN,0.01790973796422711
IFW,0.845376765124686
CGS,0.6975037538517417
JST,1.1271315862293594
BPH,0.6581938340984228
EUO,0.15236661190600428
EMT,1.075891117371594
ATS,0.10904508560543683
RTH,0.8037626700981084
IHW,0.08650346968102193
AWW,1.6095981026005037
SFH,1.5514369530406324
ASV,0.9632825945797995
LTJ,0.7692790680279573
RWY,0.3641634640492748
TUN,0.9281085394875115
VFI,1.3479147308387196
IRR,0.0010212931716036366
ITW,1.003298211332178
IWV,0.009415841739449905
IFU,0.0024749216087923526
SFW,0.04277259925973995
EON,0.2520262040291178
STO,0.43045926872682994
NES,0.19483389573848686
APC,1.0012786193348204
IFO,0.08084687964361038
SSY,0.41698317403577084
SFV,0.9930703479349441
PUN,1.1093399231129113
LTL,1.0492775267142336
ABW,0.06811705034613603
EEI,1.7481727508396507
SFN,0.0070163030220617975
VET,0.18022658182136375
AHT,0.006158285764986282
CGF,1.5063166124485323
UOS,0.05906331267063303
AFN,1.1336286647159657
MER,2.4877130638227056
RTE,1.8796645813461905
LOS,0.8440594417196068
SFG,1.6287912621349196
PWW,0.2781893727094671
