,0
Si/Al,0.58495292188755
Al/P,0.748353899712429
Si/Ge,0.8194518974797771
Si/B,0.8366104187336758
Na/T,0.7796065510062066
K/T,0.9185875325862314
OH/T,0.7086751808720794
F/T,0.8249107273347334
H2O/T,0.597061364591837
sda1/T,0.5600624371969035
cryst_temp,0.500007542687376
cryst_time,0.41864160801543365
