,0
Si/Al,0.6786546814559543
Al/P,0.8285949763966205
Si/Ge,0.868180898636921
Si/B,0.8680679508330517
Na/T,0.8058117174970387
K/T,0.9364958095884925
OH/T,0.7674192927406233
F/T,0.8645045721066856
H2O/T,0.6682222404560321
sda1/T,0.6093871782386369
cryst_temp,0.5873478606894678
cryst_time,0.46935789085571533
