,0
Si/Al,0.6052179477418188
Al/P,0.7624349745257696
Si/Ge,0.8349327928594321
Si/B,0.8477801413335833
Na/T,0.7966744121716826
K/T,0.9268034594821815
OH/T,0.7302198406135469
F/T,0.8412188924379623
H2O/T,0.6140647131620693
sda1/T,0.5683652116587797
cryst_temp,0.5080848702191874
cryst_time,0.4239251835899997
