,0
Si/Al,0.5535532578801596
Al/P,0.690103468742265
Si/Ge,0.7722485579659091
Si/B,0.7925078999507021
Na/T,0.7253028617816248
K/T,0.8542369637695144
OH/T,0.6555806298158088
F/T,0.7675628369626327
H2O/T,0.5885820913151877
sda1/T,0.5431384713227333
cryst_temp,0.4799773970497041
cryst_time,0.39511808721089703
