,0
Si/Al_prec,0.3227097285430621
Al/P_prec,0.485204333201645
Si/Ge_prec,0.6302418280644084
Si/B_prec,0.6768889901416792
Na/T_prec,0.5849729820159916
K/T_prec,0.8112230073789234
OH/T_prec,0.424866747649005
F/T_prec,0.6412023445491184
H2O/T_prec,0.25667427653986835
sda1/T_prec,0.20539561245206464
cryst_temp_prec,0.13481395844299138
cryst_time_prec,0.13087009167654368
