,0
Si/Al_prec,0.3485271110808745
Al/P_prec,0.5190104509190525
Si/Ge_prec,0.6855040986492613
Si/B_prec,0.7273071283555164
Na/T_prec,0.6363467889139932
K/T_prec,0.8796301005844026
OH/T_prec,0.4752012130641158
F/T_prec,0.7143349576548516
H2O/T_prec,0.2780243929706297
sda1/T_prec,0.2189733618631474
cryst_temp_prec,0.1487073514896101
cryst_time_prec,0.13497114295501447
