,0
Si/Al_prec,0.38887211951728085
Al/P_prec,0.5873609096996192
Si/Ge_prec,0.7465796588914876
Si/B_prec,0.7749248590915261
Na/T_prec,0.6807074819843641
K/T_prec,0.9214938953917453
OH/T_prec,0.5365258740661971
F/T_prec,0.770184450157569
H2O/T_prec,0.3020222683529137
sda1/T_prec,0.23737765768679783
cryst_temp_prec,0.17575751458816039
cryst_time_prec,0.1533953690674125
