zeo,WSD
CHA,0.18479636623632714
AEL,0.1598950223909632
MFI,0.062439539717286094
LTA,0.4355611351311165
AFI,0.08366464411905042
IWR,0.6547406512105236
BEA,0.07232201344421621
MTW,0.09378123807116863
MEL,0.108490892995353
LEV,0.15894242874083675
FAU,0.13291237708709394
BEC,0.646119545075022
FER,0.451496843179508
ATO,0.14351020918379784
MWW,0.4203628535853624
IMF,0.7377521776546023
AEN,0.7240064480351726
STF,0.16677612907628966
MAZ,0.06355022973541828
AEI,0.5682528863046072
GIS,0.26835841347288364
TON,0.16645128359229713
ITE,0.48290393932619996
NON,0.9252291311582093
MOR,0.4951931691665899
AST,0.7645936404812621
PHI,0.1383830027872351
SAV,0.2925271830497178
UOV,0.9562226979103716
ITT,0.7236965326690115
MTT,0.26962765435058345
ITG,0.6351698915237023
CON,0.5628366746591091
NSI,0.790689548046176
ERI,0.39712345208082384
MTN,0.5691702256714968
MRE,0.2741169360254956
AFR,0.8642643938674024
SWY,0.4457456754237421
LAU,0.9338868471759236
DDR,0.21273228053500395
AFX,0.9382739980226736
UFI,0.8761185350199573
ISV,0.44965413627346723
ANA,0.2777753495162954
CLO,1.2258250519778406
OFF,0.6518588904874679
STI,1.156237067704089
CTH,0.6545173186035623
SFS,0.9584513630990332
AWO,0.4139271647386271
DOH,0.816456652098082
SOD,0.701268972067058
STW,0.9131536947354971
UOZ,0.6678851336838629
MEI,1.0101693443303397
ETL,0.5924832123004795
AVE,0.513851685737611
SZR,0.430339382781863
JST,1.1779363232390812
IFR,0.5897040095840353
IFW,1.0298578247849197
CGS,0.7598029868506841
PWN,0.41925904923829144
ATS,0.4152349202918303
RTH,0.880403119755327
EUO,0.5396056198899426
EMT,1.0706486351249456
BPH,0.5326746931979669
AWW,1.037244624649142
ASV,0.6710181089049125
IHW,0.7462483291061298
RWY,0.849907689014888
LTJ,0.9470636141483957
SFH,1.2529859526555827
NES,0.2680513569702015
IRR,0.8829652803667724
TUN,0.7922415298794716
IWV,0.5542341051498321
EON,0.4808597383714583
STO,0.38875264302983337
ITW,0.722308596152279
SFW,0.8548094496838574
IFU,0.9613728355741977
VFI,0.6533939546542251
EEI,0.6307265091114773
SFG,1.7884051664863758
LOS,0.9223212376065186
SFV,0.5833681829185275
IFO,0.5007063064852864
RTE,1.2948759959940785
MER,1.809641603070971
AFN,1.2697034365040554
APC,1.0276234086326665
SFN,0.7762311635223689
SSY,0.8070797046724905
PUN,1.273391976104679
LTL,0.9786697078000006
UOS,1.02126723869309
CGF,0.8679675342846083
AHT,0.6393144446257808
VET,0.5189505957779632
ABW,0.6684919412339893
PWW,0.8865523088614601
