zeo,MMD
CHA,0.31940698623657227
AEL,0.6033086776733398
MFI,0.18507099151611328
LTA,0.5757770538330078
AFI,0.5944151878356934
IWR,1.0580716133117676
BEA,0.14896678924560547
MTW,0.17366981506347656
MEL,0.1313333511352539
LEV,0.34839439392089844
FAU,0.4442892074584961
BEC,0.8802633285522461
FER,0.4623384475708008
ATO,1.8341059684753418
MWW,0.9008522033691406
IMF,1.7696208953857422
AEN,1.6923818588256836
STF,0.5694055557250977
MAZ,0.7242317199707031
AEI,0.7165107727050781
GIS,1.2916932106018066
TON,0.4324164390563965
ITE,1.1192131042480469
NON,1.4390721321105957
MOR,0.4475440979003906
AST,1.0606780052185059
PHI,0.43009281158447266
SAV,0.6865339279174805
UOV,2.7246460914611816
ITT,1.6119027137756348
MTT,0.3094639778137207
ITG,1.4901747703552246
CON,1.0518174171447754
NSI,1.2551794052124023
ERI,0.4879331588745117
MTN,0.5105118751525879
MRE,0.8708305358886719
AFR,1.6391019821166992
SWY,2.1686859130859375
LAU,1.051656723022461
DDR,0.6424169540405273
AFX,1.252906322479248
UFI,3.3453149795532227
ISV,1.2616548538208008
ANA,0.43277978897094727
CLO,3.1764960289001465
OFF,2.6180381774902344
STI,3.9273524284362793
CTH,2.6839094161987305
SFS,3.1739840507507324
AWO,0.8563790321350098
DOH,2.489370346069336
SOD,0.633448600769043
STW,1.162200927734375
UOZ,1.794731616973877
MEI,3.2878055572509766
ETL,0.7316455841064453
AVE,1.9246935844421387
SZR,0.26212501525878906
JST,1.955801010131836
IFR,2.353205680847168
IFW,3.468134880065918
CGS,2.2139511108398438
PWN,2.81461238861084
ATS,2.3460073471069336
RTH,1.486706256866455
EUO,0.08846473693847656
EMT,0.8510613441467285
BPH,0.6698074340820312
AWW,2.9566903114318848
ASV,0.33660125732421875
IHW,2.588085174560547
RWY,2.9368438720703125
LTJ,3.3196091651916504
SFH,1.5792765617370605
NES,-0.4887714385986328
IRR,1.6615705490112305
TUN,2.5689897537231445
IWV,0.7054672241210938
EON,0.010249137878417969
STO,0.763880729675293
ITW,-0.44274234771728516
SFW,3.074314594268799
IFU,2.1620121002197266
VFI,2.5838675498962402
EEI,3.5189218521118164
SFG,4.049461364746094
LOS,4.349546909332275
SFV,4.479612350463867
IFO,2.7470226287841797
RTE,3.8426523208618164
MER,3.78031063079834
AFN,4.613107204437256
APC,2.9658641815185547
SFN,3.9337973594665527
SSY,3.819215774536133
PUN,4.477055549621582
LTL,3.4768667221069336
UOS,2.531726837158203
CGF,3.5431466102600098
AHT,3.190579414367676
VET,2.405763626098633
ABW,3.8683409690856934
PWW,3.353724479675293
