zeo,osda,Si/Al_prec,Al/P_prec,Si/Ge_prec,Si/B_prec,Na/T_prec,K/T_prec,OH/T_prec,F/T_prec,H2O/T_prec,sda1/T_prec,cryst_temp_prec,cryst_time_prec
ITG,C[N+]1(C)CCC([N+]2(C)CCCC2)CC1,0.69,0.995,0.23,0.915,0.93,1.0,0.345,0.5,0.735,0.985,0.435,0.265
BEA,C(CCCC[N+]12CCC(CC1)CC2)CCC[N+]12CCC(CC1)CC2,0.625,0.585,0.9,0.995,0.84,0.935,0.635,0.26,0.955,0.525,0.59,0.42
SAV,C1CNCCCNCCNCCNC1,0.525,0.655,0.72,0.795,0.5,0.92,0.64,0.9,0.365,0.69,0.0,0.12
AEI,CC[P+](CC)(CC)CC,0.045,0.54,0.875,0.915,0.945,0.805,0.675,0.815,0.375,0.315,0.135,0.275
AFI,C[N+]12CCCC[C@@H]1[C@H]1C[C@@H](C2)[C@@H]2CCCCN2C1,0.685,0.6,0.915,0.995,0.94,0.895,1.0,0.98,0.535,0.685,0.56,0.755
NSI,c1cc(-c2ccncc2)ccn1,0.875,0.81,0.965,1.0,0.955,1.0,0.96,0.71,0.475,0.01,0.105,0.455
CON,CC1(C)[C@H]2CC[C@@H](C[N+](C)(C)C)[C@@H]1C2,0.835,0.975,0.85,0.05,0.955,0.97,0.755,0.59,0.185,0.17,0.43,0.375
FER,C1CNCCN1,0.41,0.645,0.8,0.8,0.89,0.94,0.995,0.855,0.705,0.445,0.495,0.59
MTW,C[N+]1(Cc2ccccc2)CCC(CCCCCC2CC[N+](C)(Cc3ccccc3)CC2)CC1,0.485,0.5,0.945,0.985,0.625,0.955,0.585,0.945,0.035,1.0,0.13,0.21
BEA,C(CC[N+]12CCN(CC1)CC2)C[N+]12CCN(CC1)CC2,0.67,0.99,0.915,0.985,0.96,0.93,0.825,0.885,0.825,0.99,0.965,0.54
MWW,CCCCCCC[N+](C)(C)C,0.505,0.405,0.9,0.0,0.685,0.855,0.925,0.835,0.23,0.365,0.34,0.38
MFI,CCN,0.515,1.0,0.91,0.925,0.91,1.0,0.84,0.915,0.595,0.405,0.49,0.455
TON,NCCCCCCCCN,0.575,0.875,0.99,1.0,0.82,0.79,0.785,0.86,0.45,0.41,0.495,0.405
AFR,CCC[N+](CCC)(CCC)CCC,0.405,0.515,1.0,1.0,0.85,0.89,0.41,0.85,0.53,0.44,0.315,0.2
AST,c1ccncc1,0.295,0.015,0.32,0.3,0.74,0.945,0.835,0.84,0.44,0.685,0.755,0.025
AEI,C[C@H]1C[C@@H](C)C[N+](C)(C)C1,0.25,0.605,0.855,0.915,0.2,1.0,0.325,0.825,0.25,0.55,0.375,0.195
MTT,C[N+](C)(C)CCCCCCC[N+](C)(C)C,0.55,0.98,0.96,0.99,0.86,0.84,0.825,0.815,0.635,0.65,0.4,0.615
LTA,Cc1ccc(C[n+]2ccn(C)c2C)cc1,0.575,0.96,0.775,0.95,0.81,0.875,0.635,0.845,0.425,0.39,0.54,0.49
SWY,C1CCCC(CCCCCCC2(N3CCCCCCN3)CCCCCCC2)(N2CCCCCCN2)CCC1,0.255,0.005,0.84,0.845,0.39,0.94,0.465,1.0,0.035,0.385,0.235,0.19
STF,CCC1CCCC[N+]12CCCCC2,0.785,1.0,0.16,0.95,0.96,0.945,0.095,0.745,0.155,0.185,0.36,0.655
BEA,CC[N+]1(CC)CC2C3C=CC(C2C1)C1C[N+](CC)(CC)CC31,0.455,0.995,0.895,0.985,0.72,0.935,0.8,0.725,0.715,0.565,0.77,0.665
CHA,CC(C)NC(C)C,0.765,0.01,0.62,0.605,0.945,1.0,0.895,1.0,0.115,0.06,0.605,0.355
MFI,CCCN(CCC)CCCCCN(CCC)CCC,0.775,0.995,0.935,0.96,0.615,0.915,0.57,0.915,0.825,0.52,0.145,0.2
ITE,NCCNCCNCCNCCNCCN,0.005,0.595,0.745,0.79,0.315,0.94,0.0,0.885,0.375,0.585,0.0,0.02
ISV,CC1(C)CC2CC(C)(C1)C[N+]21CCCCC1,0.785,0.73,0.61,1.0,0.95,0.995,0.915,0.85,0.84,0.755,0.635,0.085
UFI,CC[N+](CC)(CC)CC,0.01,0.405,0.85,0.92,0.93,0.955,0.0,0.71,0.33,0.005,0.585,0.48
MTW,C(CC[N+]12CCC(CC1)CC2)C[N+]12CCC(CC1)CC2,0.425,0.44,0.915,0.975,0.69,0.9,0.38,0.92,0.58,0.555,0.47,0.345
CLO,C1CN2CCC1CC2,0.375,0.47,0.085,0.065,0.56,0.825,0.625,0.02,0.345,0.02,0.745,0.09
MTW,CCC(CC)n1cc[n+](C(CC)CC)c1,0.43,0.945,0.89,0.93,0.885,0.905,0.81,0.77,0.965,0.595,0.305,0.285
AFI,[CH]1C=CC=C1,0.355,0.16,0.325,0.31,0.815,0.955,0.91,0.835,0.005,0.91,0.145,0.275
MFI,CC[N+](CC)(CC)CCC[N+](CC)(CC)CC,0.09,0.7,0.97,0.99,0.75,0.89,0.36,0.94,0.415,0.23,0.255,0.455
LAU,c1c[nH]cn1,0.705,0.255,0.995,1.0,0.815,1.0,0.995,0.805,0.26,0.125,0.49,0.275
LEV,CC[N+](C)(C)CC,0.25,0.69,0.995,1.0,0.575,0.835,0.605,0.95,0.915,0.65,0.565,0.4
OFF,C[N+](C)(C)Cc1ccccc1,0.085,0.37,0.755,0.925,0.91,0.955,0.07,0.49,0.345,0.105,0.0,0.165
FER,NCCCCN,0.115,0.44,0.59,0.58,0.0,0.935,0.99,0.865,0.14,0.31,0.07,0.12
DDR,C[N+]1(C)C2CCC1CC(O)C2,0.76,1.0,0.865,0.965,0.9,1.0,0.71,0.78,0.32,0.33,0.15,0.605
STI,CC[N+](CC)(CC)CC,0.16,0.27,0.185,0.84,0.775,0.865,0.42,0.05,0.35,0.27,0.215,0.24
AFX,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.05,0.005,0.96,1.0,0.65,0.815,0.47,0.955,0.155,0.195,0.02,0.2
STF,CC1(C)C2CCC[N+](C)(C)C1C2,0.705,1.0,0.9,0.95,0.975,0.95,0.66,0.805,0.41,0.405,0.53,0.25
MTN,C1CCNC1,0.805,0.98,0.89,0.895,0.8,0.925,0.79,0.9,0.39,0.275,0.3,0.25
AFI,CCN(C(C)C)C(C)C,0.51,0.155,0.375,0.385,0.83,1.0,0.87,0.905,0.7,0.495,0.36,0.65
AEN,CC[N+](CC)(CC)CC,0.21,0.97,0.305,0.17,0.975,0.99,0.67,0.775,0.81,0.23,0.39,0.225
BEA,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.57,0.985,0.845,0.975,0.83,0.945,0.05,0.485,0.77,0.485,0.1,0.335
AST,CC(C)[N+](C)(C)C,0.37,0.39,0.985,1.0,0.63,0.85,0.28,0.05,0.19,0.255,0.515,0.07
MTW,C1CN2CCN1CC2,0.325,0.58,0.825,0.81,0.31,0.985,0.11,0.885,0.045,0.115,0.3,0.18
BEC,CCC[N+]1(CCC)CCC([N+]2(CCC)CCCC2)CC1,0.415,0.975,0.02,0.97,0.9,1.0,0.525,0.45,0.955,0.43,0.53,0.26
MTW,C1CCC[N+]2(CC1)CCCCC2,0.745,1.0,0.92,0.955,0.99,0.975,0.07,0.675,0.225,0.235,0.22,0.21
BEC,OCC1CCCN1Cc1cccc(CN2CCCC2CO)c1,0.58,0.58,0.035,0.825,0.885,0.965,0.83,0.4,0.495,0.69,0.415,0.42
ITE,C1CC[N+]23CCCCC2(C1)CCCC3,0.19,0.325,0.905,0.995,0.0,0.985,0.09,0.815,0.005,0.055,0.44,0.025
MFI,C1CCNC1,0.405,0.805,0.93,0.93,0.355,0.89,0.09,0.9,0.49,0.035,0.525,0.195
MTW,CC(C)(C)c1cccc(C(C)(C)C)n1,0.56,0.66,0.59,0.755,0.005,0.975,0.755,1.0,0.0,0.15,0.02,0.0
NON,CC1CCCN1,0.175,0.37,0.17,0.17,0.61,0.965,0.655,0.88,0.035,0.07,0.345,0.34
SFS,CC[N+]1(CC)C(C)CC[C@H]2CCCCC21,0.68,0.69,0.93,0.0,0.09,0.955,0.175,0.705,0.07,0.295,0.43,0.23
MTN,N[C@@H]1C[C@H]2CC[C@@H]1C2,0.585,0.53,0.87,0.87,0.87,1.0,0.845,0.95,0.065,0.225,0.61,0.03
STF,CC12CCC(C[N+](C)(C)C1)C2(C)C,0.67,0.995,0.935,0.985,0.965,0.93,0.765,0.795,0.59,0.69,0.485,0.345
BEC,CC[N+](CC)(CC)Cc1ccccc1,0.625,0.965,0.03,0.9,0.935,0.995,0.7,0.02,0.52,0.63,0.385,0.13
CHA,CN(CCO)CCO,0.895,0.13,0.645,0.64,0.975,1.0,0.91,1.0,0.54,0.175,0.56,0.495
FAU,Cc1cccc(C)[n+]1C,0.205,0.6,0.77,0.84,0.89,1.0,0.12,0.71,0.025,0.305,0.085,0.12
NON,CC1CCCCN1,0.245,0.36,0.22,0.225,0.715,1.0,0.91,0.86,0.04,0.075,0.355,0.27
CHA,CN1CCNCC1,0.79,0.02,0.25,0.25,0.89,1.0,0.885,0.875,0.45,0.465,0.22,0.26
ERI,C[N+]1(C)CCCCC1,0.0,0.615,0.945,0.965,0.485,0.005,0.535,1.0,0.1,0.09,0.355,0.04
AFI,C1CCCNCC1,0.29,0.13,0.995,0.995,0.61,1.0,0.795,0.81,0.51,0.26,0.12,0.1
BEA,CCC[N+]1(CCC)CCC([N+]2(CCC)CCCC2)CC1,0.505,0.99,0.01,0.995,0.845,0.935,0.375,0.65,0.855,0.815,0.235,0.25
ITE,C[N+]1(C)CCCCC2CCCCC21,0.03,0.215,0.895,0.965,0.03,0.98,0.07,0.71,0.09,0.165,0.16,0.42
MFI,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,0.09,0.995,0.995,1.0,0.2,1.0,0.49,0.99,0.155,0.615,0.46,0.135
MFI,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.205,0.995,0.87,0.885,0.0,0.87,0.235,0.9,0.235,0.045,0.035,0.04
AVE,C1CC[N+]2(CC1)CCCC2,0.05,0.005,0.95,1.0,0.525,0.925,0.345,0.86,0.045,0.45,0.165,0.24
MWW,CCCCCC[N+](C)(C)C,0.585,0.465,0.92,0.0,0.705,0.815,0.905,0.81,0.335,0.325,0.385,0.245
STW,CCc1n(C)cc(C)[n+]1C,0.75,0.75,0.705,0.93,0.93,1.0,0.965,0.16,0.66,0.525,0.36,0.41
FER,CCCCN,0.6,0.8,1.0,0.995,0.775,0.93,0.88,0.875,0.22,0.025,0.41,0.01
TON,CC(N)CN,0.42,0.44,0.68,0.68,0.73,0.9,0.685,0.85,0.185,0.315,0.34,0.125
ETL,C[N+](C)(C)CCO,0.165,0.705,0.925,0.935,0.44,0.91,0.18,0.935,0.29,0.085,0.145,0.205
ERI,C[N+]1(CCC[N+]2(C)CCCC2)CCCC1,0.265,0.045,0.975,0.99,0.665,0.79,0.455,0.99,0.27,0.21,0.02,0.175
UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C,0.605,0.99,0.085,1.0,0.83,0.93,0.585,0.215,0.23,0.455,0.76,0.36
SZR,CC[N+](CC)(CC)CCCCC[N+](CC)(CC)CC,0.47,0.98,0.995,1.0,0.495,0.865,0.53,0.9,0.545,0.735,0.44,0.68
MEI,CN(CCO)CCO,0.71,0.02,0.485,0.535,0.905,1.0,0.98,0.905,0.155,0.02,0.125,0.0
AEL,CCNCC,0.41,0.135,1.0,1.0,0.775,1.0,0.985,0.86,0.435,0.205,0.07,0.135
CHA,NCCNCCN,1.0,0.925,1.0,1.0,0.945,1.0,0.925,0.965,0.4,0.225,0.1,0.81
MTW,C[N+]12CCCCC1C[C@H]1C[C@@H]2CC2CCCC[N+]21C,0.645,0.635,0.91,0.955,0.905,0.905,0.58,0.82,0.59,0.225,0.125,0.03
AEL,CCCCNCCCC,0.87,0.11,1.0,1.0,0.81,0.905,0.685,1.0,0.645,0.51,0.41,0.68
MFI,CCCNCCC,0.44,0.925,0.805,0.82,0.795,0.93,1.0,0.9,0.34,0.34,0.51,0.08
GIS,C[N+](C)(C)C,0.575,0.73,1.0,1.0,0.83,0.9,0.255,0.96,0.51,0.335,0.47,0.245
FER,NC1CCCCC1,0.23,0.62,0.74,0.735,0.03,1.0,0.07,0.865,0.145,0.575,0.17,0.3
SOD,C1CCC2(C1)CCC[NH2+]2,0.73,0.74,0.96,0.965,0.2,0.9,0.13,0.84,0.315,0.075,0.285,0.135
DOH,CC1CNCCN1,0.37,0.355,0.315,0.315,0.78,1.0,0.885,0.92,0.065,0.065,0.53,0.315
TON,CCC(C)N,0.215,0.51,0.715,0.715,0.8,0.93,0.92,0.815,0.24,0.08,0.215,0.21
STF,CC1(C)CC2CC(C)(C1)C[N+]2(C)C,0.07,1.0,0.86,0.98,0.985,0.965,0.74,0.745,0.295,0.34,0.575,0.115
MOR,CC[N+](CC)(CC)CCC[N+](CC)(CC)CC,0.055,0.805,0.94,0.94,0.13,0.855,0.025,0.905,0.465,0.54,0.55,0.405
AFI,Fc1cccc(CN2CCCC2)c1,1.0,0.315,0.995,1.0,0.89,1.0,0.97,1.0,0.45,0.225,0.705,0.18
AFI,CN1C2CCC1CC(O)C2,0.19,0.01,0.14,0.155,0.8,0.96,0.83,0.945,0.41,0.34,0.185,0.06
MFI,C(CCC[N+]12CCC(CC1)CC2)CC[N+]12CCC(CC1)CC2,0.53,0.99,0.935,0.995,0.76,0.865,0.685,0.845,0.795,0.685,0.805,0.295
IFW,CN(C)[P+](CCCC[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.305,0.3,0.98,0.0,0.675,0.895,0.2,0.905,0.675,0.395,0.265,0.0
AWO,CNC,0.535,0.01,0.565,0.525,0.91,1.0,0.97,0.82,0.31,0.025,0.545,0.265
JST,NCCN,0.865,0.825,0.345,0.355,0.81,1.0,0.715,1.0,0.35,0.0,0.04,0.07
MFI,CN(C)CC(C)(C)CN(C)C,0.005,0.44,0.815,0.895,0.1,0.93,0.09,0.76,0.605,0.07,0.43,0.13
STF,CC[N+]1(C)C2CCCC1CCC2,0.755,1.0,0.87,0.95,0.9,0.945,0.635,0.79,0.3,0.405,0.515,0.12
PWN,C[N+]12CC[N+](C)(CC1)CC2,0.46,0.84,0.97,0.99,0.28,0.865,0.005,1.0,0.32,0.04,0.17,0.375
MFI,CC[N+](CC)(CC)CCCCCCCCC[N+](CC)(CC)CC,0.105,0.795,0.985,1.0,0.705,0.88,0.55,0.985,0.46,0.82,0.475,0.485
AEN,C[N+](C)(C)C,0.335,0.0,0.155,0.155,0.79,0.92,0.655,1.0,0.0,0.085,0.005,0.385
BEA,C[N+](C)(Cc1ccccc1)Cc1ccccc1,0.505,0.495,0.785,0.94,0.805,0.925,0.565,0.175,0.44,0.03,0.015,0.31
BEA,CC1CC(C)C[N+]2(Cc3ccccc3C2)C1,0.13,0.57,0.09,0.865,0.905,0.98,0.855,0.36,0.72,0.81,0.82,0.625
MFI,CC[N+](CC)(CC)CCCCCCC[N+](CC)(CC)CC,0.095,0.825,0.965,0.99,0.67,0.9,0.475,0.96,0.43,0.565,0.375,0.405
MTW,CC[N+]1(CC)CCCC2CCCCC2C1,0.72,0.295,0.875,0.935,0.095,0.955,0.195,0.655,0.235,0.185,0.265,0.22
MTW,C[N+](C)(C)CCCC[N+](C)(C)C,0.62,0.65,0.855,0.955,0.24,0.855,0.205,0.805,0.36,0.56,0.355,0.32
MOR,CN(C)CCCN(C)C,0.26,0.655,0.57,0.6,0.155,0.915,0.08,1.0,0.515,0.08,0.345,0.085
CTH,Cc1cc(C)cc(Cn2cc[n+](C)c2)c1,0.58,0.565,0.005,0.96,0.9,0.91,0.715,0.285,0.265,0.555,0.325,0.435
CGS,C1CN2CCC1CC2,0.225,0.24,0.86,0.855,0.695,0.895,0.62,0.88,0.095,0.295,0.12,0.12
BEA,CC1CC[N+]2(CCCC3CCCCC32)CC1,0.62,0.985,0.69,0.965,0.995,0.94,0.145,0.33,0.14,0.15,0.655,0.245
MRE,CC[N+](C)(C)CCCCCC[N+](C)(C)CC,0.51,0.365,0.91,0.925,0.64,0.9,0.125,0.73,0.11,0.475,0.075,0.035
LAU,Cn1ccnc1,0.835,0.38,0.95,0.975,0.85,1.0,0.915,0.845,0.365,0.155,0.125,0.135
EMT,CC[N+](CC)(CC)CC,0.26,0.955,0.995,1.0,0.675,0.89,0.365,0.91,0.135,0.355,0.035,0.14
TON,CCn1cc[n+](CC)c1,0.53,0.545,0.625,0.77,0.87,0.935,0.895,0.605,0.82,0.17,0.34,0.335
CTH,Cc1cc(C)cc(Cn2cc[n+](C)c2C)c1,0.575,0.54,0.02,0.98,0.795,0.945,0.7,0.345,0.275,0.52,0.315,0.0
SAV,C1CNCCNCCCNCCNC1,0.355,0.33,0.955,0.995,0.535,0.92,0.66,0.875,0.405,0.715,0.16,0.34
DDR,C1CN2CCC1CC2,0.36,0.38,0.81,0.0,0.9,1.0,0.865,0.865,0.04,0.28,0.265,0.165
BEA,C[N+](C)(C)Cc1ccccc1,0.055,0.385,0.71,0.95,0.87,0.97,0.05,0.395,0.8,0.52,0.0,0.21
MEL,CCCN,0.405,0.35,0.825,0.825,0.845,1.0,0.95,0.95,0.025,0.19,0.15,0.085
MTW,N[C@H]1CC[C@H](N)CC1,0.55,0.315,0.695,0.76,0.165,1.0,0.175,0.925,0.07,0.21,0.135,0.205
ATS,CCCNCCC,0.47,0.0,0.44,0.43,0.835,0.91,0.94,0.87,0.27,0.105,0.165,0.13
MWW,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.25333333333333335,0.5133333333333333,0.9066666666666666,0.9533333333333334,0.82,0.8866666666666667,0.0,0.7533333333333333,0.19333333333333333,0.0,0.34,0.013333333333333334
AFI,C1CN2CCN1CC2,0.5666666666666667,0.36666666666666664,1.0,1.0,0.74,0.94,0.8733333333333333,0.8733333333333333,0.0,0.09333333333333334,0.3,0.08666666666666667
IHW,C[N+]1(C)CC2C(C1)C1C[N+](C)(C)CC21,0.16,0.5,0.94,0.9666666666666667,0.82,0.8866666666666667,0.64,0.0,0.4666666666666667,0.17333333333333334,0.26666666666666666,0.20666666666666667
MTW,C[N+](C)(C)C1CC2CC1C1CCCC21,0.68,0.9866666666666667,0.8466666666666667,0.8933333333333333,0.18,0.9533333333333334,0.04,0.6533333333333333,0.26666666666666666,0.19333333333333333,0.4533333333333333,0.14666666666666667
IFR,OC1C[N+]2(Cc3ccccc3)CCC1CC2,0.0,0.32666666666666666,0.82,0.96,0.8,0.0,0.22666666666666666,0.5333333333333333,0.22,0.2,0.84,0.013333333333333334
MTW,NCC1CCNCC1,0.44,0.8133333333333334,0.66,0.6866666666666666,0.9866666666666667,1.0,0.04666666666666667,0.84,0.2,0.09333333333333334,0.22,0.06666666666666667
FAU,C(CCN1CCOCCOCCOCCOCC1)CN1CCOCCOCCOCCOCC1,0.26,0.8,0.88,0.9133333333333333,0.34,0.88,0.5066666666666667,0.8933333333333333,0.7133333333333334,0.6533333333333333,0.12,0.18666666666666668
FER,Cn1cc[n+](C)c1,0.09333333333333334,0.44,0.7533333333333333,0.7866666666666666,0.8733333333333333,0.9866666666666667,0.86,0.35333333333333333,0.64,0.22666666666666666,0.10666666666666667,0.18
AEL,CCN1C=CN(C)C1C(=O)[O-],0.38,0.4,0.41333333333333333,0.38,0.72,0.9333333333333333,0.74,0.013333333333333334,0.6066666666666667,0.6,0.03333333333333333,0.03333333333333333
AEN,OSDA-free,0.05333333333333334,0.0,0.05333333333333334,0.05333333333333334,0.5133333333333333,0.74,0.4,1.0,0.3466666666666667,1.0,0.0,0.35333333333333333
MTW,C[N+]1(C2CCCCC2)CCCC1,0.8266666666666667,0.7133333333333334,0.8533333333333334,0.98,0.88,0.9266666666666666,0.7066666666666667,0.9266666666666666,0.6066666666666667,0.5333333333333333,0.18666666666666668,0.04
MTW,CN(C)CCCCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCCCCN(C)C)cc1,0.08,0.72,0.96,0.9666666666666667,0.08,0.9066666666666666,0.08,0.9533333333333334,0.0,0.16,0.5,0.1
GIS,NCCN,0.41333333333333333,0.29333333333333333,0.3466666666666667,0.3466666666666667,0.6733333333333333,0.9666666666666667,0.9133333333333333,0.8333333333333334,0.24,0.02666666666666667,0.2733333333333333,0.38666666666666666
MTW,C[N+](C)(C)CCCCC[N+](C)(C)C,0.06666666666666667,0.6533333333333333,0.8,0.9533333333333334,0.7666666666666667,0.88,0.22666666666666666,0.7866666666666666,0.3466666666666667,0.5733333333333334,0.3,0.18666666666666668
EUO,C[N+](C)(C)CCCCC[N+](C)(C)C,0.44,0.68,0.8733333333333333,0.9266666666666666,0.15333333333333332,0.8733333333333333,0.31333333333333335,0.86,0.25333333333333335,0.78,0.1,0.29333333333333333
MFI,CCn1ccc[n+]1CCCCCC[n+]1cccn1CC,0.16,0.6733333333333333,0.92,0.96,0.19333333333333333,0.8866666666666667,0.013333333333333334,0.8666666666666667,0.3,0.5066666666666667,0.16,0.29333333333333333
BEA,CCC[N+]1(C)CCCC1,0.06,0.5733333333333334,0.88,0.98,0.0,0.94,0.08666666666666667,0.6333333333333333,0.17333333333333334,0.08,0.0,0.28
LTJ,OSDA-free,0.16666666666666666,0.94,0.9866666666666667,0.9866666666666667,0.25333333333333335,0.22666666666666666,0.0,1.0,0.5266666666666666,1.0,0.52,0.05333333333333334
MFI,CN(C)CCCCCCN(C)C,0.6266666666666667,0.9933333333333333,0.88,0.92,0.6066666666666667,0.86,0.9,0.8333333333333334,0.32666666666666666,0.25333333333333335,0.38,0.1
MRE,C[N+](C)(C)CCCCCCCC[N+](C)(C)C,0.5333333333333333,1.0,0.8533333333333334,0.9266666666666666,0.68,0.8733333333333333,0.36,0.7333333333333333,0.47333333333333333,0.8266666666666667,0.16,0.3
BEA,C1CC[N+]2(CC1)CCCC1CCCCC12,0.7666666666666667,0.78,0.7666666666666667,0.98,0.8866666666666667,0.9666666666666667,0.19333333333333333,0.5533333333333333,0.09333333333333334,0.19333333333333333,0.4066666666666667,0.14
MEL,CC1CC(C)C[N+](C)(C(C)C)C1,0.6933333333333334,0.7,0.9133333333333333,0.9933333333333333,0.88,0.96,0.6666666666666666,0.3,0.64,0.16666666666666666,0.35333333333333333,0.02666666666666667
MEL,CC1CC(C)C[N+]2(CCCC2C)C1,0.7,0.72,0.8733333333333333,0.9866666666666667,0.9,0.98,0.7533333333333333,0.34,0.6266666666666667,0.21333333333333335,0.3333333333333333,0.02666666666666667
BEC,C[N+]12CCN(CC1)CC2,0.5466666666666666,0.5866666666666667,0.02,0.94,0.9,1.0,0.1,0.78,0.12,0.15333333333333332,0.22,0.09333333333333334
MFI,CCCC[N+]1(C)CCCC1,0.16666666666666666,0.5533333333333333,0.9266666666666666,0.9666666666666667,0.76,0.9266666666666666,0.18666666666666668,0.7066666666666667,0.30666666666666664,0.4533333333333333,0.15333333333333332,0.5733333333333334
BEA,C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1,0.43333333333333335,0.43333333333333335,0.8866666666666667,1.0,0.6866666666666666,0.9266666666666666,0.4,0.74,0.8466666666666667,0.32,0.5933333333333334,0.14666666666666667
BEA,Cc1c(C)[n+](CCCCCC[n+]2c(C)c(C)n(C)c2C)c(C)n1C,0.6266666666666667,0.9933333333333333,0.9066666666666666,0.9933333333333333,0.78,0.96,0.6733333333333333,0.7733333333333333,0.68,0.2,0.6133333333333333,0.02
RTH,CN1CCCCC1,0.15333333333333332,0.8066666666666666,0.7066666666666667,0.006666666666666667,0.19333333333333333,1.0,0.8066666666666666,0.8533333333333334,0.0,0.36,0.14666666666666667,0.2
