zeo,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
CHA,0.9158878504672897,0.9641744548286605,1.0,0.9922118380062306,1.0,0.8691588785046729,0.9766355140186916,0.780373831775701,0.9034267912772586,0.9158878504672897,0.9361370716510904,0.9890965732087228
AEL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9098360655737705,0.8524590163934426,0.9918032786885246,0.9549180327868853,0.9467213114754098
MFI,0.9181034482758621,1.0,0.9913793103448276,0.9698275862068966,1.0,0.9655172413793104,0.9913793103448276,0.9827586206896551,0.9568965517241379,0.9698275862068966,0.9267241379310345,0.8879310344827587
LTA,1.0,1.0,0.9349112426035503,1.0,0.8461538461538461,1.0,0.7514792899408284,0.7396449704142012,0.9585798816568047,0.5266272189349113,0.8461538461538461,0.9408284023668639
AFI,0.9915254237288136,1.0,1.0,0.9576271186440678,1.0,0.9830508474576272,1.0,0.9830508474576272,0.9745762711864406,0.940677966101695,0.9661016949152542,0.9661016949152542
IWR,1.0,1.0,0.5803571428571429,0.4107142857142857,1.0,1.0,1.0,0.9732142857142857,1.0,1.0,1.0,0.9910714285714286
BEA,0.9541284403669725,1.0,0.926605504587156,0.9357798165137615,0.963302752293578,0.9724770642201835,1.0,1.0,0.963302752293578,0.926605504587156,0.8165137614678899,0.8990825688073395
MTW,0.9615384615384616,1.0,1.0,0.9038461538461539,0.9807692307692307,1.0,0.9903846153846154,1.0,1.0,0.9807692307692307,0.9903846153846154,0.8846153846153846
MEL,0.6893203883495146,1.0,1.0,0.9611650485436893,0.9611650485436893,0.9902912621359223,1.0,1.0,0.9611650485436893,0.9805825242718447,0.970873786407767,0.8932038834951457
LEV,0.9550561797752809,0.9213483146067416,1.0,0.8764044943820225,0.9325842696629213,1.0,0.9887640449438202,1.0,0.9662921348314607,0.9887640449438202,0.8651685393258427,0.898876404494382
FAU,0.9594594594594594,0.9864864864864865,1.0,1.0,0.9459459459459459,0.9864864864864865,1.0,1.0,0.972972972972973,1.0,0.9594594594594594,0.9864864864864865
BEC,0.972972972972973,1.0,0.9459459459459459,0.8108108108108109,1.0,1.0,1.0,0.9054054054054054,1.0,1.0,1.0,1.0
FER,0.8695652173913043,1.0,1.0,0.9710144927536232,0.9855072463768116,0.9420289855072463,1.0,0.8985507246376812,0.9420289855072463,0.9565217391304348,0.927536231884058,0.7101449275362319
ATO,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,0.873015873015873,1.0,0.9841269841269841,1.0,0.9682539682539683
MWW,1.0,1.0,1.0,0.6290322580645161,1.0,0.9032258064516129,0.8387096774193549,1.0,1.0,0.9838709677419355,0.9838709677419355,0.9516129032258065
IMF,1.0,1.0,1.0,1.0,0.09259259259259259,1.0,0.9259259259259259,1.0,1.0,1.0,1.0,1.0
AEN,1.0,0.9,1.0,1.0,0.98,1.0,1.0,1.0,0.98,0.66,0.86,0.98
STF,0.8780487804878049,1.0,0.926829268292683,0.8536585365853658,1.0,0.975609756097561,0.975609756097561,0.975609756097561,1.0,0.975609756097561,0.975609756097561,0.926829268292683
MAZ,0.9,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.7
AEI,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0
GIS,1.0,0.9117647058823529,1.0,1.0,1.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.38235294117647056,1.0,0.9117647058823529,0.9411764705882353
TON,0.9090909090909091,1.0,0.9696969696969697,1.0,1.0,0.696969696969697,1.0,1.0,1.0,1.0,1.0,0.9090909090909091
ITE,0.8666666666666667,1.0,1.0,0.9333333333333333,0.5,1.0,0.6333333333333333,1.0,1.0,1.0,0.6,0.9333333333333333
NON,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,1.0,1.0,1.0,0.9655172413793104,0.896551724137931
MOR,0.9642857142857143,1.0,1.0,1.0,0.9642857142857143,0.9642857142857143,0.7142857142857143,1.0,1.0,0.9285714285714286,1.0,1.0
AST,1.0,0.9259259259259259,0.8518518518518519,1.0,1.0,1.0,0.9629629629629629,1.0,0.9629629629629629,1.0,0.8888888888888888,1.0
PHI,0.9629629629629629,1.0,1.0,1.0,1.0,0.5555555555555556,1.0,1.0,1.0,1.0,0.6296296296296297,0.8148148148148148
SAV,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.038461538461538464,1.0
UOV,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.4583333333333333,1.0,1.0,0.9166666666666666,1.0,1.0
