zeo,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
CHA,0.9828660436137072,0.9548286604361371,1.0,0.9922118380062306,1.0,0.8878504672897196,0.9875389408099688,0.9330218068535826,0.8925233644859814,0.9096573208722741,0.9221183800623053,0.9797507788161994
AEL,1.0,0.9262295081967213,1.0,1.0,0.9959016393442623,1.0,1.0,0.9549180327868853,0.8688524590163934,0.9590163934426229,0.9180327868852459,0.9180327868852459
MFI,0.9741379310344828,1.0,0.9913793103448276,0.9698275862068966,1.0,0.978448275862069,0.9913793103448276,0.9827586206896551,0.9913793103448276,0.9741379310344828,0.8620689655172413,0.9224137931034483
LTA,1.0,0.8106508875739645,0.9408284023668639,1.0,0.7988165680473372,1.0,0.7692307692307693,1.0,0.9940828402366864,0.5562130177514792,0.7928994082840237,0.9585798816568047
AFI,0.9915254237288136,0.9322033898305084,1.0,0.9576271186440678,1.0,0.9830508474576272,1.0,1.0,0.9915254237288136,0.9661016949152542,0.9322033898305084,0.9322033898305084
IWR,0.9821428571428571,1.0,0.7946428571428571,0.4732142857142857,1.0,1.0,0.9910714285714286,1.0,0.9821428571428571,0.9910714285714286,0.9910714285714286,0.9910714285714286
BEA,0.926605504587156,1.0,0.926605504587156,0.944954128440367,0.926605504587156,0.9724770642201835,0.963302752293578,1.0,0.963302752293578,0.944954128440367,0.9724770642201835,0.8532110091743119
MTW,0.9711538461538461,1.0,1.0,0.9230769230769231,1.0,1.0,0.9807692307692307,0.9134615384615384,1.0,0.9519230769230769,1.0,0.75
MEL,0.6504854368932039,1.0,1.0,0.9611650485436893,0.9902912621359223,0.9902912621359223,0.9902912621359223,1.0,1.0,0.9514563106796117,0.8058252427184466,0.883495145631068
LEV,0.9662921348314607,1.0,0.9887640449438202,0.9213483146067416,0.9775280898876404,1.0,0.9213483146067416,1.0,1.0,1.0,1.0,0.8426966292134831
FAU,0.9864864864864865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9864864864864865,0.9594594594594594
BEC,0.972972972972973,1.0,0.8918918918918919,0.9054054054054054,1.0,1.0,1.0,0.8648648648648649,1.0,0.9864864864864865,1.0,1.0
FER,0.9565217391304348,1.0,1.0,0.9710144927536232,1.0,0.9420289855072463,1.0,0.9710144927536232,0.927536231884058,0.855072463768116,0.927536231884058,0.7971014492753623
ATO,1.0,0.8412698412698413,1.0,1.0,1.0,1.0,1.0,0.873015873015873,0.3968253968253968,1.0,1.0,0.9841269841269841
MWW,1.0,1.0,1.0,0.9838709677419355,0.967741935483871,1.0,0.9516129032258065,0.9838709677419355,1.0,0.9516129032258065,0.9838709677419355,0.8387096774193549
IMF,1.0,1.0,1.0,1.0,0.9814814814814815,1.0,1.0,1.0,0.9814814814814815,1.0,0.4444444444444444,0.37037037037037035
AEN,1.0,0.82,1.0,1.0,0.98,1.0,1.0,1.0,0.86,0.7,0.98,0.94
STF,0.926829268292683,1.0,0.8536585365853658,0.8780487804878049,1.0,0.975609756097561,0.9512195121951219,0.975609756097561,1.0,0.975609756097561,1.0,0.8780487804878049
MAZ,0.675,1.0,1.0,1.0,0.9,0.825,1.0,1.0,1.0,1.0,1.0,1.0
AEI,0.8055555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,1.0,1.0,1.0,1.0
GIS,1.0,0.3235294117647059,1.0,1.0,1.0,0.9705882352941176,1.0,0.38235294117647056,0.35294117647058826,0.9705882352941176,0.9705882352941176,0.4411764705882353
TON,0.9393939393939394,1.0,0.9696969696969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393939393939394,0.9090909090909091
ITE,0.8666666666666667,1.0,1.0,0.9333333333333333,0.9666666666666667,1.0,0.8666666666666667,1.0,1.0,1.0,0.6,1.0
NON,1.0,1.0,1.0,1.0,1.0,0.9310344827586207,0.9655172413793104,0.9655172413793104,1.0,0.9655172413793104,1.0,0.896551724137931
MOR,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0
AST,1.0,1.0,0.9259259259259259,1.0,1.0,1.0,1.0,1.0,0.9259259259259259,1.0,0.9629629629629629,0.8518518518518519
PHI,1.0,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8518518518518519
SAV,1.0,0.5769230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9230769230769231,0.9230769230769231
