zeo,MMD
CHA,0.3473649024963379
AEL,0.6329045295715332
MFI,0.2900056838989258
LTA,1.0007133483886719
AFI,0.3832244873046875
IWR,1.1761822700500488
BEA,0.7771735191345215
MTW,0.8038239479064941
MEL,0.5949664115905762
LEV,0.9210233688354492
FAU,0.787872314453125
BEC,1.6359648704528809
FER,0.6020126342773438
ATO,1.420118808746338
MWW,1.7848153114318848
IMF,2.358766555786133
AEN,1.1864051818847656
STF,0.5078988075256348
MAZ,0.7050180435180664
AEI,1.3717031478881836
GIS,1.1070008277893066
TON,0.9081354141235352
ITE,0.8933944702148438
NON,1.8229379653930664
MOR,0.7729625701904297
AST,0.8461747169494629
PHI,0.8862495422363281
SAV,1.0055489540100098
UOV,3.2261033058166504
ITT,1.1773500442504883
MTT,0.4540681838989258
ITG,1.2967700958251953
CON,1.183408260345459
NSI,1.2767419815063477
ERI,0.593574047088623
MTN,0.900853157043457
MRE,1.567244052886963
AFR,1.5557732582092285
SWY,2.0019311904907227
LAU,1.347254753112793
DDR,0.6542825698852539
AFX,0.8613829612731934
UFI,3.490474224090576
ISV,2.3468055725097656
ANA,0.8194484710693359
CLO,3.010159492492676
OFF,2.8123159408569336
STI,4.236327648162842
CTH,3.2347559928894043
SFS,3.2416138648986816
AWO,0.8722000122070312
DOH,2.7595162391662598
SOD,1.0999603271484375
STW,2.978477954864502
UOZ,1.2181015014648438
MEI,3.3937783241271973
ETL,1.8402624130249023
AVE,0.9437141418457031
SZR,0.6361913681030273
JST,0.9857096672058105
IFR,2.1441526412963867
IFW,3.440122604370117
CGS,2.6998720169067383
PWN,1.760324478149414
ATS,1.8683147430419922
RTH,1.6355185508728027
EUO,0.4194965362548828
EMT,1.856989860534668
BPH,0.43321752548217773
AWW,2.5023884773254395
ASV,0.4061574935913086
IHW,2.077291488647461
RWY,4.013244152069092
LTJ,2.909738063812256
SFH,1.861504077911377
NES,-0.021492958068847656
IRR,3.9669876098632812
TUN,2.1609582901000977
IWV,0.7069120407104492
EON,0.23215484619140625
STO,2.472090244293213
ITW,0.32879161834716797
SFW,3.051173210144043
IFU,4.207424640655518
VFI,2.2468714714050293
EEI,3.3073887825012207
SFG,4.031654357910156
LOS,5.09602165222168
SFV,2.634171485900879
IFO,4.129393577575684
RTE,4.073486804962158
MER,4.094254016876221
AFN,4.412740230560303
APC,3.0840158462524414
SFN,4.321626663208008
SSY,4.3736419677734375
PUN,3.3758339881896973
LTL,3.959425926208496
UOS,4.338693618774414
CGF,4.28889799118042
AHT,3.1978087425231934
VET,3.6695775985717773
ABW,2.510592460632324
PWW,3.1558971405029297
