zeo,osda,Si/Al_ae,Si/Al_pred_mean,Si/Al_true_mean,Al/P_ae,Al/P_pred_mean,Al/P_true_mean,Si/Ge_ae,Si/Ge_pred_mean,Si/Ge_true_mean,Si/B_ae,Si/B_pred_mean,Si/B_true_mean,Na/T_ae,Na/T_pred_mean,Na/T_true_mean,K/T_ae,K/T_pred_mean,K/T_true_mean,OH/T_ae,OH/T_pred_mean,OH/T_true_mean,F/T_ae,F/T_pred_mean,F/T_true_mean,H2O/T_ae,H2O/T_pred_mean,H2O/T_true_mean,sda1/T_ae,sda1/T_pred_mean,sda1/T_true_mean,cryst_temp_ae,cryst_temp_pred_mean,cryst_temp_true_mean,cryst_time_ae,cryst_time_pred_mean,cryst_time_true_mean
CHA,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,16.690348877895353,14.303499922763825,30.99384880065918,0.05767766517062881,0.05767766517062881,0.0,1.8688293902412674,1.8688293902412674,0.0,4.4705288861006025,4.4705288861006025,0.0,0.012323785960001249,0.11662933641604831,0.10430555045604706,0.020583298906057153,0.02563698907506374,0.005053690169006586,0.04196061923394029,0.2602244393598097,0.30218505859375,0.09855502751313956,0.11763624939478128,0.21619127690792084,5.0104817545063725,19.789090236460424,24.799571990966797,0.2410745382756445,0.2751169442683008,0.5161914825439453,6.509728883174887,147.4693207994423,153.9790496826172,376.1064966514662,494.98975928574356,118.88326263427734
AEL,CCCNCCC,5.226836859360984,5.3190955138958005,0.09225865453481674,0.2103136975116653,0.7501724165134507,0.960486114025116,0.04089206783851041,0.04089206783851041,0.0,0.013655311970588236,0.013655311970588236,0.0,0.023848946783081207,0.024429912848253313,0.000580966065172106,0.0064083043633449835,0.0064083043633449835,0.0,0.021192843707423584,0.021192843707423584,0.0,0.015167300729673504,0.04613754074148476,0.030970240011811256,6.974381769010783,36.49404653341508,29.519664764404297,1.363382253994861,1.7008675674103884,0.33748531341552734,17.645273984515455,203.36722833021858,185.72195434570312,15.360439552590847,90.35985971860647,74.99942016601562
CHA,OSDA-free,5.563277061723339,3.3701211850417976,8.933398246765137,0.1392029739108911,0.1392029739108911,0.0,0.20220104321428573,0.20220104321428573,0.0,2.0564904651846128,0.08026380918367347,2.136754274368286,0.9466831041579751,1.1955693019633797,0.24888619780540466,0.3037914845181868,0.10773144038186812,0.41152292490005493,0.8735339542749725,1.213863720548471,0.34032976627349854,0.05891090837516202,0.0045743787547169795,0.063485287129879,21.211019952172016,36.62136606467369,57.8323860168457,0.00021315956943396226,0.00021315956943396226,0.0,58.3881557920114,94.21571078513703,152.60386657714844,48.4484125390112,108.89020025873776,60.44178771972656
MFI,OSDA-free,25.682147493466456,18.23475314129917,43.916900634765625,0.0,0.0,0.0,4.0887522,4.0887522,0.0,4.203440499824222,25.841168569999997,30.04460906982422,0.20152444431487693,0.5220259208411373,0.3205014765262604,0.06666999375756089,0.06666999375756089,0.0,0.36402909019327256,0.6452347443375597,0.2812056541442871,0.004584458801626017,0.004584458801626017,0.0,4.013240145121216,41.143691347513794,37.13045120239258,0.007871446986088854,1.016739349593496e-05,0.00788161437958479,25.1843840463321,147.1673005239804,172.3516845703125,30.778174569045134,82.65758054438693,51.8794059753418
CHA,CCN(CC)CC,0.12592935508263087,0.08855539614188696,0.21448475122451782,0.06832193139547815,0.8666329502726127,0.9349548816680908,0.0,0.0,0.0,0.0,0.0,0.0,0.000503813202989327,0.0004148491471698114,0.0009186623501591384,0.0,0.0,0.0,7.08282075471698e-05,7.08282075471698e-05,0.0,0.002301578742495588,0.018806805235377363,0.016505226492881775,6.020289033947979,23.826378435193096,17.806089401245117,0.047278292116274434,0.6051496792467932,0.6524279713630676,16.4759089697028,199.85296890622624,183.37705993652344,4.385313243805747,46.02352354043661,41.63821029663086
LTA,C[N+](C)(C)C,1.3747074844005063,4.0366764308574155,2.661968946456909,0.12306325221903022,0.10822008465879265,0.23128333687782288,0.5233716271643565,0.5233716271643565,0.0,1.8932979935672514,1.8932979935672514,0.0,0.024926532072172325,0.4739547260228254,0.4490281939506531,0.05485854429360867,0.05485854429360867,0.0,0.15846736460995436,0.8036085841052556,0.96207594871521,0.0051643783128956545,0.017120900554130434,0.01195652224123478,35.73533294473194,29.049655458588372,64.78498840332031,1.4780499353327534,0.36455851651050825,1.8426084518432617,4.632801006445078,103.19618611513695,107.82898712158203,25.349120923289433,130.9090883052262,156.25820922851562
MEL,CCCC[N+](CCCC)(CCCC)CCCC,18.200434858620298,44.16279142600311,25.962356567382812,0.0,0.0,0.0,2.7619717215189876,2.7619717215189876,0.0,13.538030928631109,21.321914977093023,7.783884048461914,0.006323263110683458,0.1299755275865059,0.12365226447582245,0.015325772859317004,0.016817667804819286,0.0014918949455022812,0.004394649487124536,0.27374088861407175,0.2781355381011963,0.031599617857831316,0.031599617857831316,0.0,3.199574342914552,39.32129205112842,42.52086639404297,0.03589956400701069,0.16559389295271373,0.20149345695972443,12.02625116089132,158.7664550183132,146.74020385742188,15.747095863857453,83.5629527974512,67.81585693359375
CHA,C1COCCN1,0.0400035428842343,0.2640219378312863,0.224018394947052,0.1318945409684631,0.8431283710569886,0.9750229120254517,0.006330804476823709,0.006330804476823709,0.0,0.0015497019487963318,0.0015497019487963318,0.0,0.0057918133475609755,0.0057918133475609755,0.0,0.001179227448780488,0.001179227448780488,0.0,0.0050607958421951225,0.0050607958421951225,0.0,0.017972974971895164,0.032145635290975624,0.05011861026287079,7.697354379733216,26.394440713961732,18.697086334228516,0.07796618674655598,0.7378562953625138,0.8158224821090698,16.845826692863,197.0759750082927,180.2301483154297,47.980142436265176,55.43480507350045,103.41494750976562
ATO,CCCNCCC,0.004246635479416748,0.042730154352698425,0.04697678983211517,0.1688556740611401,0.8329442670017871,1.0017999410629272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01967616930873986,0.00936450071362857,0.02904067002236843,26.69382021574046,21.04633786531423,47.74015808105469,0.18601832804709306,0.5726949375632369,0.3866766095161438,5.701330165353312,197.44928548761894,191.74795532226562,8.293946729051264,44.89131785835108,53.185264587402344
IWR,C[N+](C)(C)CCCCCC[N+](C)(C)C,6.717599913655608,27.390272185384124,20.672672271728516,0.004647552190834903,0.004647552190834903,0.0,4.820193041955111,4.365097294653776,9.185290336608887,9.266088957710114,13.033374314384613,22.299463272094727,0.058976505611000075,0.058976505611000075,0.0,0.022974025535806478,0.022974025535806478,0.0,0.012393818757012148,0.1731112882881615,0.18550510704517365,0.03884126786485112,0.16137206013903224,0.20021332800388336,13.142942337774688,18.36913290479129,5.226190567016602,0.03092938546031654,0.20990876969009697,0.2408381551504135,14.039305300449854,160.88005199935483,174.9193572998047,217.62101220581587,542.7822976062065,325.1612854003906
