,0
Si/Al_rec,0.831240604025287
Al/P_rec,0.9289807581836265
Si/Ge_rec,0.9253867253236571
Si/B_rec,0.9110272815733494
Na/T_rec,0.9142957121687195
K/T_rec,0.9398167890687855
OH/T_rec,0.9186951104902091
F/T_rec,0.9221426670176107
H2O/T_rec,0.8841237860697018
sda1/T_rec,0.8677109026997227
cryst_temp_rec,0.8606799369676784
cryst_time_rec,0.6890681737070269
