,0
Si/Al_rec,0.7982644113215563
Al/P_rec,0.9295916050874657
Si/Ge_rec,0.9337583427671876
Si/B_rec,0.9356468534838106
Na/T_rec,0.9034258602571651
K/T_rec,0.9382218435855075
OH/T_rec,0.8847596220128602
F/T_rec,0.9192462484929713
H2O/T_rec,0.893564054254585
sda1/T_rec,0.9010770569550468
cryst_temp_rec,0.8310297593756563
cryst_time_rec,0.6778393640046629
