,0
Si/Al_rec,0.837015817002086
Al/P_rec,0.9270698203622555
Si/Ge_rec,0.9475343779818284
Si/B_rec,0.9391098438305294
Na/T_rec,0.8920813358524481
K/T_rec,0.9398602146044664
OH/T_rec,0.8852254763553645
F/T_rec,0.9421751341234698
H2O/T_rec,0.9155902609891899
sda1/T_rec,0.8567032991954404
cryst_temp_rec,0.8225397336615766
cryst_time_rec,0.6393054653901892
