,0
Si/Al_rec,0.9026819151080404
Al/P_rec,0.9392022399641767
Si/Ge_rec,0.9455973951506119
Si/B_rec,0.9368155770414075
Na/T_rec,0.94890354222596
K/T_rec,0.9634367251278573
OH/T_rec,0.9432617295373595
F/T_rec,0.9477833143036537
H2O/T_rec,0.8886102695976474
sda1/T_rec,0.8639744418205726
cryst_temp_rec,0.8591722441190217
cryst_time_rec,0.7560194799415588
