,0
Si/Al_prec,0.5421684587813619
Al/P_prec,0.696984767025089
Si/Ge_prec,0.818893369175627
Si/B_prec,0.8213082437275985
Na/T_prec,0.6878181003584226
K/T_prec,0.9267338709677427
OH/T_prec,0.6638888888888891
F/T_prec,0.799811827956989
H2O/T_prec,0.5359587813620076
sda1/T_prec,0.47324372759856675
cryst_temp_prec,0.47791218637992844
cryst_time_prec,0.30767473118279565
