,0
Si/Al,0.7133841562896901
Al/P,0.8079334009202883
Si/Ge,0.8596852679225804
Si/B,0.8583460902800388
Na/T,0.831168883062537
K/T,0.9511671377354673
OH/T,0.7927013872563291
F/T,0.8692939031907907
H2O/T,0.7011500481100799
sda1/T,0.6676880324714597
cryst_temp,0.6453817189996051
cryst_time,0.5106620376267075
