,0
Si/Al_rec,0.8652763770955093
Al/P_rec,0.9203784505860964
Si/Ge_rec,0.92127465770896
Si/B_rec,0.9118086680152743
Na/T_rec,0.9407965474870814
K/T_rec,0.9750582898078517
OH/T_rec,0.9116572547993961
F/T_rec,0.9410519640876747
H2O/T_rec,0.8709470496251779
sda1/T_rec,0.8523429108210553
cryst_temp_rec,0.8140654093253751
cryst_time_rec,0.7122380537480385
