,0
Si/Al_prec,0.5624238351254484
Al/P_prec,0.7044892473118283
Si/Ge_prec,0.7929211469534051
Si/B_prec,0.7790949820788533
Na/T_prec,0.7319354838709675
K/T_prec,0.9234901433691757
OH/T_prec,0.6554256272401433
F/T_prec,0.8183422939068099
H2O/T_prec,0.5534498207885307
sda1/T_prec,0.47280913978494665
cryst_temp_prec,0.4400806451612906
cryst_time_prec,0.27829301075268836
