,0
Si/Al,0.7363505174402296
Al/P,0.8184347186943162
Si/Ge,0.8717062082904955
Si/B,0.8625532346201608
Na/T,0.8449740401761092
K/T,0.9507358492423923
OH/T,0.8060955840323927
F/T,0.8855852914959832
H2O/T,0.7314062634971445
sda1/T,0.6833156628605861
cryst_temp,0.6531258776414852
cryst_time,0.5255766246976598
