zeo,osda,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
MTW,C[N+](C)(C)CCCCC[N+](C)(C)C,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0
EUO,C[N+](C)(C)CCCCC[N+](C)(C)C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MFI,CCn1ccc[n+]1CCCCCC[n+]1cccn1CC,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BEA,CCC[N+]1(C)CCCC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
LTJ,OSDA-free,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.3333333333333333
MFI,CN(C)CCCCCCN(C)C,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
MRE,C[N+](C)(C)CCCCCCCC[N+](C)(C)C,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BEA,C1CC[N+]2(CC1)CCCC1CCCCC12,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0
MEL,CC1CC(C)C[N+](C)(C(C)C)C1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0
MEL,CC1CC(C)C[N+]2(CCCC2C)C1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0
BEC,C[N+]12CCN(CC1)CC2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
MFI,CCCC[N+]1(C)CCCC1,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BEA,C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
BEA,Cc1c(C)[n+](CCCCCC[n+]2c(C)c(C)n(C)c2C)c(C)n1C,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
RTH,CN1CCCCC1,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASV,CC[P+](CC)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
RWY,NCCN(CCN)CCN,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
MFI,CCCCC[N+]12CCC(CC1)CC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333
NON,C[N+](C)(C)C1CCCC1,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666
MOR,C[N+](C)(C)CCCCCCC[N+](C)(C)C,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MOR,C1CCC[N+]2(CC1)CCCCC2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ANA,C[N+](C)(C)CCCC[N+](C)(C)C,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0
NON,CC1CC[N+](C)(C)CC1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LEV,C[N@@+]1(Cc2ccccc2)CCC[C@H]1CO,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
ANA,CCCC[N+](CCCC)(CCCC)CCCC,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0
TON,CCC(N)CCCN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MOR,C[N+](C)(C)CCCCCCCC[N+](C)(C)C,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
LEV,CC1CCCCC1N,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MFI,C1CCNCC1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MTT,CC(C)CNCCCCCCCNCC(C)C,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0
MFI,CCCCO,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
MFI,CC(C)N(C(C)C)C(C)C,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MEL,NCCCCCCCN,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MTT,C[N+](C)(C)CCCCCCCC[N+](C)(C)C,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IWV,Cc1c(C)[n+](CCCCCC[n+]2c(C)c(C)n(C)c2C)c(C)n1C,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0
MEL,CCCC[N+]1(C)CC[N+](CCC)(CCC)CC1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
MEL,CCCCCCCCN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MFI,C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0
MOR,C[N+]1(CCCC[N+]2(C)CCCC2)CCCC1,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MTW,CC1CC(C)C[N+](C)(C)C1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MRE,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MTW,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1ccc([N+](C)(C)CCCCCC[N+](C)(C)Cc2ccc([N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCCCCC)cc2)cc1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MOR,CCC[N+](C)(C)CCC,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
MOR,CC(C)CN(CCCCCN(CC(C)C)CC(C)C)CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
FAU,C1CCC2(C1)CCC[NH2+]2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
IRR,Cc1ccc(Cn2cc[n+](C)c2)cc1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
CON,CC[N+]1(CC)CCCC(C)(C)C1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
PHI,C[N+](C)(C)CCO,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
AST,C[N+](C)(C)C,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0
STF,CC[N+]1(CC)C[C@H](C)CC[C@@H]1C,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0
IFU,c1ccc2c(c1)C[N+](C1CCCCC1)(C1CCCCC1)C2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SAV,CN1CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CC1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MRE,CCCCCCCCC[N+](C)(C)C,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
AWW,C1N2CN3CN1CN(C2)C3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
SFH,C[N+](C)(C)CC1(c2ccc(F)cc2)CCCC1,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0
BEA,C(CCC[N+]12CCN(CC1)CC2)CC[N+]12CCN(CC1)CC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BEA,C(CC[N+]12CCC(CC1)CC2)CC[N+]12CCC(CC1)CC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
BEA,C1CC[N+]2(CC1)CCCC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
BEA,CC(C)Cn1cc[n+](CC(C)C)c1,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0
BEA,C[N+]1(CC2CCCCC2)CCC(CCCC2CC[N+](C)(CC3CCCCC3)CC2)CC1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
BEA,c1ccc(C[N+]23CCN(CC2)CC3)cc1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SFW,CC[N+]1(C2CC(C)CC(C)(C)C2)CCCC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
CHA,C1CCCNCC1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
BEC,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BPH,CC[N+](C)(C)C,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0
IFR,C1CC[N+]23CCCCC2(C1)CCCC3,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0
FER,C[N@@+]1(Cc2ccccc2)CCC[C@H]1CO,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FER,C[N+](C)(C)CCC[N+](C)(C)C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
FER,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MTW,c1c[n+]2cn1CCCCCCn1cc[n+](c1)CCCCCC2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FAU,C[N+]1(C)CCCCC1,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,1.0
FAU,C[N+](C)(CCO)CCO,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5
AFI,C1COCCOCCOCCOCCOCCO1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ERI,CC[N+](C)(C)CCCC[N+](C)(C)CC,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
AFI,C[N+](C)(Cc1ccccc1F)Cc1ccccc1F,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
NON,C1CCC2NCCC2C1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
NON,CC1CCC[N+](C)(C)C1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BPH,CC[N+](CC)(CC)Cc1cc(C[N+](CC)(CC)CC)cc(C[N+](CC)(CC)CC)c1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
AFI,C[N+](CCO)(CCO)CCO,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TUN,BrCCCCBr,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
NON,NCCCCCCN,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AFI,ClCCN1CCC(C2CCN(CCCl)CC2)CC1,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
STO,CCC1CCCC[N+]12CCCCC2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
SSY,CC[N+]1(C2CC(C)CC(C)(C)C2)CCCC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
VFI,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MRE,C[N+](C)(C)CCC[N+](C)(C)CCC[N+](C)(C)C,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MTN,CCCCCCCCCC[N+](C)(C)C,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
STF,CCCNCCC,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
UOS,CC[NH+]1C=CN(C)C1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
VET,CC1CCOC2(CC[N+](C)(C)CC2)O1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
STO,C[N+](C)(C)C12CCCC1CCC2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
STW,CC(C)NC(C)C,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
TON,CCn1cc[n+](C)c1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
RTH,CCCNCCC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SOD,OCCO,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
PHI,NC1CCC(N)CC1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
MTW,Cc1n(Cc2ccc(F)cc2)cc[n+]1C,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MWW,C[N+](C)(C)C1[C@H]2CC[C@@H]1[C@@H]1CCC[C@H]21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
NES,C(CCC[N+]12CCC(CC1)CC2)CC[N+]12CCC(CC1)CC2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NES,CC[N+]1(CC)CCCC(C)(C)C1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NON,CC[N+](C)(CC)CC,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MTW,CC[N+]1(C2CCCCC2)CCCC1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
NON,C[N+]1(CCCCC[N+]2(C)CCCCCC2)CCCCCC1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NON,C[N@@+]1(Cc2ccccc2)CCC[C@H]1CO,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MTW,CC1C[N+]2(CCCCCCCC[N+]34CCN(CC3)C(C)C4)CCN1CC2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSI,OSDA-free,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MTW,CC1CC[N+]2(CCCC2)CC1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PUN,CC[N+](C)(C)C,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
SOD,C[N+]1(CCCCCC[N+]2(C)CCCC2)CCCC1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MTW,C(CC[N+]12CCN(CC1)CC2)C[N+]12CCN(CC1)CC2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PWW,Cc1cn(C)[n+](CCCC[n+]2cc(C)cn2C)c1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
RTE,NC1CC2CCC1C2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
SFG,CCC[N+]1(C2CCCCCCC2)CCCC1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
SFH,C[N+](C)(C)CC1(c2ccccc2)CCCC1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
SFN,C[N+]1(CC2(c3ccccc3)CCCC2)CCCCCCC1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SFS,CC[N+]1(CC)C(C)CCC2CCCCC21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
SFV,CC[N+]1(CC)CC(C)CC(C)C1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MTT,CCNCCN(C)C,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTT,CCCCC[N+](C)(C)C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MTT,CC(C)NCCN(C)C,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRE,CCCCCC[N+](C)(C)C,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ABW,C1CNCCNC1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MRE,CC(C)n1cc[n+](CCCCCCn2cc[n+](C(C)C)c2)c1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHA,NCCCN,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CGF,C1CN2CCN1CC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
CGS,C1C[NH+]2CCC1CC2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
CHA,C1CNCCNCCCNCCNC1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
CHA,C1CN[C@H](CN2CCCC2)C1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CHA,CCC[N+](CCC)(CCC)CCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CHA,CC[N+]1(C)C2CCCC1CCC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
CHA,CC[N+]1(C)CC2CC1CN(C)C2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
CHA,CC[N+]1(CC)CC2CCCC1CCC2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
CHA,CC[NH2+]CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CHA,CN1CCCCC1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CHA,Cc1ncc[nH]1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
CTH,Cc1ccccc1C[n+]1ccn(C)c1C,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BEA,CN(C)CCCCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCCCCN(C)C)cc1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DOH,C[N+]12CCC(CC1)CC2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
DOH,NCC1CCCO1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
BEC,c1ccc2c(c1)C[N+]1(CCCCC1)C2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BEA,CC1C[N+]2(CCCC[N+]34CCN(CC3C)C(C)C4)CCN1CC2C,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
MOR,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ANA,CCN(CC)CC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AEI,CC[N+]1(CC)C(C)CCCC1C,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
AFI,CC(C)CNCC(C)C,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
AFI,CC[N+]1(C)CC2CC3CC(C2)CC1C3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
AFI,CN(C)C(=N)N(C)C,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
AFI,Cc1n(C)cc[n+]1Cc1ccccc1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
AFI,Cn1cc[n+](Cc2ccccc2)c1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
AFN,C[N+](C)(C)C,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AFX,C(CC[N+]12CCC(CC1)CC2)C[N+]12CCC(CC1)CC2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
AFX,C[N+]1(CCCC[N+]2(C)CCCCC2)CCCCC1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
AFX,NCCCOCCOCCOCCCN,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
AHT,CCCCCNCCCCC,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANA,CC[N+](C)(C)C1CCCCC1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BEA,CC1C[N+]2(CCCC[N+]34CCN(CC3)C(C)C4)CCN1CC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ANA,CC[N+](CC)(CC)CCCCCCCCCC[N+](CC)(CC)CC,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ANA,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
APC,Fc1ccccc1CN1CCCC1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AST,C1=C(c2ccncc2)NN(c2ccncc2)N=C1c1ccncc1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AST,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AST,C[N+]1(Cc2ccc(F)cc2)CCCC1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AWO,CCCNCCC,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AWO,C[N+](C)(C)CCCN,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
AWO,NCCN,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AWW,C1CCCNCC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
BEA,CC1C[N+]2(CCCCCCCC[N+]34CCN(CC3)C(C)C4)CCN1CC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MEL,CCC[N+](CCC)(CCC)CCCCCC[N+](CCC)(CCC)CCC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ITW,Cc1cn(C)c[n+]1C,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LEV,CN1CCCCC1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LOS,CCCC[N+](CCCC)(CCCC)CCCC,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LTA,C1CN2CCC1CC2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LTA,C1COCCN1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LTA,CCCCN1C=CN(CC)C1C(=O)[O-],1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LTA,CCCC[n+]1ccccc1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LTL,CCNCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
MAZ,C[N+](C)(C)CCC[N+](C)(C)C,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MEL,CC1CC(C)C[N+](C)(C)C1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MEL,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCN(C)C,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MEL,NCCCCCCCCCN,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MER,CC(C)(C)CC(C)(C)N,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
