zeo,Si/Al_ae,Si/Al_pred_mean,Si/Al_true_mean,Al/P_ae,Al/P_pred_mean,Al/P_true_mean,Si/Ge_ae,Si/Ge_pred_mean,Si/Ge_true_mean,Si/B_ae,Si/B_pred_mean,Si/B_true_mean,Na/T_ae,Na/T_pred_mean,Na/T_true_mean,K/T_ae,K/T_pred_mean,K/T_true_mean,OH/T_ae,OH/T_pred_mean,OH/T_true_mean,F/T_ae,F/T_pred_mean,F/T_true_mean,H2O/T_ae,H2O/T_pred_mean,H2O/T_true_mean,sda1/T_ae,sda1/T_pred_mean,sda1/T_true_mean,cryst_temp_ae,cryst_temp_pred_mean,cryst_temp_true_mean,cryst_time_ae,cryst_time_pred_mean,cryst_time_true_mean
CHA,1.1700452131596233,11.27476470047563,12.444809913635254,0.1409707533044513,0.81260197030732,0.6716312170028687,0.0012079907356843575,0.0012079907356843575,0.0,0.2727178177217959,0.04779534131484049,0.32051315903663635,0.09861916224866077,0.2045116640201108,0.10589250177145004,0.0881017488347565,0.016052905012461073,0.10415465384721756,0.023050621063591514,0.18069575735819193,0.20374637842178345,0.10308512370520158,0.007518372727102806,0.11060349643230438,3.5580481529412573,27.235845661145657,30.793893814086914,0.3326999316495073,0.20710005662029865,0.5397999882698059,8.651578574747191,155.03158792915906,163.68316650390625,9.039148896878828,78.03233090048445,87.07147979736328
AEL,0.08982223411729999,0.004961481786459018,0.094783715903759,0.008354590945312546,0.9565418229628296,0.9481872320175171,0.0,0.0,0.0,0.0,0.0,0.0,0.0005452509503811598,0.0,0.0005452509503811598,0.0,0.0,0.0,7.44777213114754e-05,7.44777213114754e-05,0.0,0.026367073396088934,0.009461550524590159,0.03582862392067909,8.554007802445945,19.821169580976907,28.37517738342285,0.07714539010050708,0.33031142514226025,0.40745681524276733,11.654251740074216,173.44955380191797,185.1038055419922,22.198041340048178,98.7179922067474,76.51995086669922
MFI,0.5759286805759842,50.0863714292873,50.66230010986328,0.0,0.0,0.0,3.413648197593358,4.113648483695653,0.7000002861022949,6.642186829005162,26.928336807642857,20.286149978637695,0.01308773676118119,0.27070512095650895,0.25761738419532776,0.0007893178463953474,0.019668368235327575,0.018879050388932228,0.013934039842040946,0.2971898851503448,0.28325584530830383,0.010087355510070024,0.023662645831034484,0.03375000134110451,3.4242502728305837,33.37592444030418,36.800174713134766,0.11488819733906988,0.2057702480192065,0.32065844535827637,11.206814191527656,157.31280861120672,168.51962280273438,20.80133022259116,131.80586971233726,111.0045394897461
LTA,0.17720543342063966,1.4100166658835596,1.5872220993041992,0.0017015578711406798,0.528324103120528,0.5300256609916687,0.4503506279801681,0.8240364932203934,1.2743871212005615,0.10053455793746052,0.10053455793746052,0.0,0.2068234604954973,0.03761791464087814,0.24444137513637543,0.00018263783195266272,0.00018263783195266272,0.0,0.10285285325857263,0.6265865287384615,0.5237336754798889,0.028999578301784,0.06488561993372778,0.09388519823551178,19.573838434743102,35.42551306672174,54.999351501464844,0.5643541374372983,0.5822943887544131,1.1466485261917114,0.3915817991599795,134.93545982681658,135.32704162597656,6.89593291590927,130.28993010829208,123.39399719238281
AFI,0.5249452454325718,0.2032138841870266,0.7281591296195984,0.0237631845241989,0.6896020722621475,0.7133652567863464,0.02095554948364888,0.02095554948364888,0.0,0.902860626214157,2.977328285210739,2.074467658996582,0.000746206607035991,0.007181759218983051,0.00643555261194706,0.0031506216693998595,0.0015104000847457626,0.004661021754145622,0.005107120995148574,0.01645285690881356,0.021559977903962135,0.038968936449557484,0.005381337457627119,0.0443502739071846,5.11211179166412,33.24944140047455,38.36155319213867,0.1743995282705954,0.2638559009972879,0.4382554292678833,3.046127817907177,166.11068675728814,169.1568145751953,31.18294604704215,132.55843432829215,101.37548828125
IWR,10.886739770828036,35.68223957246378,24.795499801635742,0.0,0.0,0.0,0.8277760382737558,8.002647316828783,8.830423355102539,51.427848442618156,77.38420639855077,25.956357955932617,0.0001691414525,0.0001691414525,0.0,0.0,0.0,0.0,0.17887024871908053,0.31918812088571413,0.1403178721666336,0.19188981997568713,0.09876984608571424,0.29065966606140137,6.650063358476878,14.12911971681428,7.479056358337402,0.005953687006353403,0.24800205486428645,0.24204836785793304,0.02500435965401948,174.98035714285714,174.95535278320312,0.6189481535714094,330.6189481535714,330.0
BEA,11.146067774987888,31.38519207308359,20.239124298095703,0.0,0.0,0.0,7.573402554693077,13.10051742285714,5.5271148681640625,19.411916124471027,40.15750442708333,20.745588302612305,0.06640156893685252,0.011930743468256884,0.0783323124051094,0.004920470136713673,0.011770342868256877,0.01669081300497055,0.09107587912678057,0.10172692260146803,0.1928028017282486,0.09432518129356271,0.28215010111339456,0.18782491981983185,5.194719797636502,10.257501119111545,15.452220916748047,0.00509916139059613,0.2610421638447707,0.2661413252353668,0.5389024658400388,157.17842883302754,156.6395263671875,288.98882162271684,585.0744844645137,296.0856628417969
MTW,29.86630803813479,92.35324270000002,62.486934661865234,0.0,0.0,0.0,0.13513513513513514,0.13513513513513514,0.0,19.65395196404859,28.534734406801018,48.18868637084961,0.020810739879050313,0.09524851125057691,0.11605925112962723,0.010131397186538464,0.010131397186538464,0.0,0.08251700214883403,0.21231013946076946,0.12979313731193542,0.04259038069149209,0.04156979075769233,0.08416017144918442,2.9238332255407826,38.095045711226796,41.01887893676758,0.03711866890611115,0.36849012529076997,0.3313714563846588,5.019834736283059,160.44965956538462,155.42982482910156,139.39736649615594,299.5548429765003,438.95220947265625
MEL,18.678583082764924,49.19113343676883,30.512550354003906,0.0,0.0,0.0,1.0885151549618322,1.0885151549618322,0.0,5.9722507136991005,13.756134762161015,7.783884048461914,0.021194699017244217,0.103944760950369,0.12513945996761322,0.0191881382497116,0.02039034484271845,0.0012022065930068493,0.003458536529986761,0.23465725097611675,0.23811578750610352,0.04024633877019357,0.07422692067961167,0.033980581909418106,10.93930332525354,53.25871555669885,42.31941223144531,0.041717681678922314,0.27216980198303,0.23045212030410767,7.52352096317162,154.4112620520388,146.8877410888672,88.22609764582909,95.49079078190529,183.71688842773438
LEV,3.9371555469159336,11.904594598042562,15.841750144958496,0.030764955025629148,0.307075398903803,0.27631044387817383,0.29546015993410746,0.03787318333333333,0.3333333432674408,1.9859773025626817,0.6414309635048232,2.627408266067505,0.05216512280980318,0.19134010177572996,0.24350522458553314,0.020041384188764062,0.020041384188764062,0.0,0.1166902650616985,0.14471842157617992,0.2614086866378784,0.0026106552554136554,0.013569118701123591,0.016179773956537247,8.639910496254746,23.66770724155504,15.027796745300293,0.08033900922529547,0.32618529564134924,0.24584628641605377,2.8444405317736425,164.30511863235958,161.46067810058594,60.01756266998356,168.80810566497738,228.82566833496094
