Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,zeo,osda,Al/Si,Al,Si,Ge/Si,Ge,B/Si,B,Na,Na/Si,K,K/Si,OH,OH/Si,F,F/Si,H2O,H2O/Si,sda1,sda1/Si
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.5,175.0,336.0,BEA,C[N+]1(C)CC2C3C=CC(CC3)C2C1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.5,175.0,336.0,BEA,C[N+]1(C)CC2C3C=CC(C4CC34)C2C1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.5,175.0,336.0,BEA,C[N+]1(C)CC2C3C=CC(C3)C2C1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.5,175.0,336.0,BEA,C1=CC2CC1C1C[N+]3(CCCC3)CC21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.25,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(C2C1)[N+](C)(C)C3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.25,175.0,336.0,Dense/Amorphous,CC12C=CC(C3C[N+](C)(C)CC31)[N+](C)(C)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.25,175.0,336.0,BEA,CC[N+]1(CC)CC2C3C=CC(C2C1)C1C[N+](CC)(CC)CC31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,3.0,0.25,175.0,336.0,IWR,CC[N+]1(CC)CC2C3C(C)=CC(C)(C2C1)C1C[N+](CC)(CC)CC31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.49261087,2.9556649,0.24630544,175.0,336.0,BEC,C[N+]1(C)CC2C3C=CC(C2C1)C1C2C[N+](C)(C)CC2C31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4926108717918396,0.4926108717918396,2.955664873123169,2.955664873123169,0.2463054358959198,0.2463054358959198
400.0,0.0,2.0303037,250.0,0.0,0.0,0.0,0.5,99.999985,0.5,135.31822,598.4434,ITQ-21,C[N+]12CCCC[C@@H]1[C@H]1C[C@@H](C2)[C@@H]2CCCCN2C1,0.0,0.0,1.0,0.49253714084625244,0.49253714084625244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462685704231262,0.7462685704231262,149.25369131031584,149.25369131031584,0.7462685704231262,0.7462685704231262
400.0,0.0,2.0303037,250.0,0.0,0.0,0.0,0.5,99.999985,0.5,0.0,0.0,LTA,C[N+]12CCCc3cccc(c31)CCC2,0.0,0.0,1.0,0.49253714084625244,0.49253714084625244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462685704231262,0.7462685704231262,149.25369131031584,149.25369131031584,0.7462685704231262,0.7462685704231262
400.0,0.0,99.0,250.0,0.0,0.0,0.26000002,0.0,42.999996,0.26,150.0,216.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600000202655792,0.2600000202655792,0.0,0.0,42.999996185302734,42.999996185302734,0.25999999046325684,0.25999999046325684
400.0,0.0,99.0,250.0,0.0,0.0,0.26000002,0.0,42.999996,0.26,150.0,336.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600000202655792,0.2600000202655792,0.0,0.0,42.999996185302734,42.999996185302734,0.25999999046325684,0.25999999046325684
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,408.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,42.999996,0.25,150.0,336.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,42.999996185302734,42.999996185302734,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,42.999996,0.25,150.0,504.0,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,42.999996185302734,42.999996185302734,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.26000002,0.0,44.0,0.26,150.0,360.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600000202655792,0.2600000202655792,0.0,0.0,44.0,44.0,0.25999999046325684,0.25999999046325684
400.0,0.0,99.0,250.0,0.0,0.0,0.26000002,0.0,44.0,0.26,150.0,504.0,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600000202655792,0.2600000202655792,0.0,0.0,44.0,44.0,0.25999999046325684,0.25999999046325684
400.0,0.0,99.0,250.0,0.0,0.0,0.26000002,0.0,44.0,0.26,150.0,360.0,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600000202655792,0.2600000202655792,0.0,0.0,44.0,44.0,0.25999999046325684,0.25999999046325684
400.0,0.0,99.0,250.0,0.0,0.0,0.26000002,0.0,44.0,0.26,150.0,455.99985,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600000202655792,0.2600000202655792,0.0,0.0,44.0,44.0,0.25999999046325684,0.25999999046325684
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,360.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,504.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,140.0,336.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,140.0,504.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,165.0,216.0,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,165.0,336.0,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,165.0,504.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.32,0.0,44.0,0.32,150.0,72.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199999928474426,0.3199999928474426,0.0,0.0,44.0,44.0,0.3199999928474426,0.3199999928474426
400.0,0.0,99.0,250.0,0.0,0.0,0.32,0.0,44.0,0.32,150.0,168.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199999928474426,0.3199999928474426,0.0,0.0,44.0,44.0,0.3199999928474426,0.3199999928474426
400.0,0.0,99.0,250.0,0.0,0.0,0.32,0.0,44.0,0.32,150.0,336.0,AFI,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199999928474426,0.3199999928474426,0.0,0.0,44.0,44.0,0.3199999928474426,0.3199999928474426
400.0,0.0,99.0,250.0,0.0,0.0,0.28,0.0,44.0,0.28,150.0,168.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2800000011920929,0.2800000011920929,0.0,0.0,44.0,44.0,0.2800000011920929,0.2800000011920929
400.0,0.0,99.0,250.0,0.0,0.0,0.28,0.0,44.0,0.28,150.0,336.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2800000011920929,0.2800000011920929,0.0,0.0,44.0,44.0,0.2800000011920929,0.2800000011920929
400.0,0.0,99.0,250.0,0.0,0.0,0.28,0.0,44.0,0.28,150.0,504.0,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2800000011920929,0.2800000011920929,0.0,0.0,44.0,44.0,0.2800000011920929,0.2800000011920929
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,216.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,336.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,672.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,72.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,120.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,168.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,216.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,336.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,672.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,1080.0002,NON,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,72.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,168.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,48.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,72.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,168.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,336.0,STO,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,408.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.0,0.25,150.0,72.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.15,0.0,0.4,0.0,44.0,0.25,150.0,120.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.15000000596046448,0.0,0.0,0.4000000059604645,0.4000000059604645,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.15,0.0,0.4,0.0,44.0,0.25,150.0,168.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.15000000596046448,0.0,0.0,0.4000000059604645,0.4000000059604645,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.15,0.0,0.4,0.0,44.0,0.25,150.0,336.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.15000000596046448,0.0,0.0,0.4000000059604645,0.4000000059604645,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.2,0.0,0.45,0.0,44.0,0.25,150.0,120.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.44999998807907104,0.44999998807907104,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.2,0.0,0.45,0.0,44.0,0.25,150.0,168.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.44999998807907104,0.44999998807907104,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.2,0.0,0.45,0.0,44.0,0.25,150.0,336.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.44999998807907104,0.44999998807907104,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.29999995,0.0,0.5500001,0.0,44.0,0.25,150.0,120.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2999999523162842,0.2999999523162842,0.0,0.0,0.5500000715255737,0.5500000715255737,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.29999995,0.0,0.5500001,0.0,44.0,0.25,150.0,168.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2999999523162842,0.2999999523162842,0.0,0.0,0.5500000715255737,0.5500000715255737,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.29999995,0.0,0.5500001,0.0,44.0,0.25,150.0,336.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2999999523162842,0.2999999523162842,0.0,0.0,0.5500000715255737,0.5500000715255737,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.2,0.0,0.45,0.0,44.0,0.25,150.0,168.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.44999998807907104,0.44999998807907104,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.11999981,0.26999995,0.0,33.0,0.15,150.0,144.0,AFI,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11999981105327606,0.11999981105327606,0.2699999511241913,0.2699999511241913,0.0,0.0,33.0,33.0,0.15000000596046448,0.15000000596046448
400.0,0.0,99.0,250.0,0.0,0.11999981,0.26999995,0.0,33.0,0.15,150.0,216.0,AFI,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11999981105327606,0.11999981105327606,0.2699999511241913,0.2699999511241913,0.0,0.0,33.0,33.0,0.15000000596046448,0.15000000596046448
400.0,0.0,99.0,250.0,0.0,0.11999981,0.26999995,0.0,33.0,0.15,150.0,168.0,AFI,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11999981105327606,0.11999981105327606,0.2699999511241913,0.2699999511241913,0.0,0.0,33.0,33.0,0.15000000596046448,0.15000000596046448
400.0,0.0,99.0,250.0,0.2,0.0,0.45,0.0,44.0,0.25,150.0,120.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.44999998807907104,0.44999998807907104,0.0,0.0,44.0,44.0,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,72.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,168.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,312.0,MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,168.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.0,0.0,0.25,0.0,44.000004,0.25,150.0,336.0,Dense/Amorphous,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,44.000003814697266,44.000003814697266,0.25,0.25
400.0,0.0,99.0,250.0,0.12500006,0.0,0.275,0.0,45.000004,0.15,160.0,168.0,NON,CC(C)[N+](C)(C)C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12500005960464478,0.12500005960464478,0.0,0.0,0.2750000059604645,0.2750000059604645,0.0,0.0,45.000003814697266,45.000003814697266,0.15000000596046448,0.15000000596046448
400.0,0.0,99.0,250.0,0.1,0.0,0.25,0.0,45.000004,0.15,160.0,168.0,NON,C[N+](C)(C)C1CCCC1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.10000000149011612,0.0,0.0,0.25,0.25,0.0,0.0,45.000003814697266,45.000003814697266,0.15000000596046448,0.15000000596046448
400.0,0.0,99.0,250.0,0.12500006,0.0,0.275,0.0,45.000004,0.15,170.0,168.0,NON,C[N+](C)(C)C1CCCCC1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12500005960464478,0.12500005960464478,0.0,0.0,0.2750000059604645,0.2750000059604645,0.0,0.0,45.000003814697266,45.000003814697266,0.15000000596046448,0.15000000596046448
400.0,0.0,99.0,250.0,0.15,0.0,0.3,0.0,45.000004,0.15,160.0,168.0,NON,C[N+](C)(C)C12CCC(CC1)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.15000000596046448,0.0,0.0,0.30000001192092896,0.30000001192092896,0.0,0.0,45.000003814697266,45.000003814697266,0.15000000596046448,0.15000000596046448
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,15.0,0.5,150.0,216.0,IFR,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,15.0,15.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,15.0,0.5,150.0,312.0,IFR,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,15.0,15.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5500002,15.0,0.5,175.0,648.0003,IFR,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500001907348633,0.5500001907348633,15.0,15.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,14.0,0.5,150.0,312.0,IFR,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,14.0,14.0,0.5,0.5
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.0,15.0,0.5,150.0,312.0,Dense/Amorphous,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.5,0.5
