Code,lat_0,lat_1,lat_2,lat_3,lat_4,lat_5,lat_6,lat_7,lat_8,lat_9,lat_10,lat_11,lat_12,lat_13,lat_14,lat_15,lat_16,lat_17,lat_18,lat_19,lat_20,lat_21,lat_22,lat_23,lat_24,lat_25,lat_26,lat_27,lat_28,lat_29,lat_30,lat_31,lat_32,lat_33,lat_34,lat_35,lat_36,lat_37,lat_38,lat_39,lat_40,lat_41,lat_42,lat_43,lat_44,lat_45,lat_46,lat_47,lat_48,lat_49,lat_50,lat_51,lat_52,lat_53,lat_54,lat_55,lat_56,lat_57,lat_58,lat_59,lat_60,lat_61,lat_62,lat_63,PCA 1,PCA 2,t-SNE 1,t-SNE 2,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
FAU,0.82653856,-2.6564624,0.7902982,-0.16188234,10.918667,-1.4142225,0.73969364,-2.8757777,1.5551158,2.2375395,0.25023982,-0.36869577,-0.0943273,-4.1517043,-4.4206595,1.0758328,5.341104,7.375513,1.6472303,-0.27837524,-4.3050127,6.133653,-1.266884,0.75643843,0.15039493,-4.3176985,1.3008449,-14.155664,0.42543676,5.648591,-9.750397,4.1264315,1.1392503,1.88743,-9.216061,1.8764589,1.3375741,-0.7240897,3.7281978,1.215594,-5.9228444,-1.6432443,1.88639,-11.3532095,-2.938975,-6.518255,-2.1078415,-0.1735538,-6.1553965,-3.0897186,11.883522,-0.54932415,-2.06333,7.5761867,-12.953932,0.9297001,12.684412,-0.98633766,1.7722005,7.3414836,-6.7262006,-3.4805424,-4.822285,11.642616,-0.17364037743378777,-1.640485654438036,4.455996,-3.2923024,576,24.226474,24.226474,24.226474,90.0,90.0,90.0,14219.05160199118,6.76494,6.76488,6.76494,6.76494,10.56867,10.56384,10.56867,10.56384,10.56867,0.0405090308498028,1,3,0,0,0,0,0,10.5764,6.76486,10.5764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34722,2277.99,1602.07,1189.16,423.937,298.147,221.305,1,2277.99,0.0,0.0,0.0,0.0,0.0,24,51.5153,1.1776,53.0499,1.31672,48.326,1.39653,47.8568,1.23692,1.23692,1.35663,1.35663,1.19702,49.1605,52.4613,1.57661,1.15712,1.43643,1.47633,49.0838,50.8147,1.61651,1.19702,1.47633,1.45691,0.0,4075.46,0.28662,0.212749,236.605,0.01664,0.0123514,4075.46,0.0,0.0,0.0,0.0,0.0,28.4381,0.284381,32.9882,0.0,29.0069,0.284381,26.4474,0.0,0.0,0.284381,0.0,0.0,28.7225,30.9975,0.0,0.0,0.284381,0.0,23.3192,35.5476,0.0,0.0,0.0,0.0,0.0,6334.59,0.4455,0.330681,786.882,0.05534,0.0410772,1,50000,0.28662,0.01664,0.4455,0.05534,0.05798,0.44118,0.033222586744186,0.1442460709215384,12.11788153349634,145.07314663579797,0.3519689077076412,0.2274601998631288,0.6190760238347578,-1.6164236286591078,192.0
SFN,-2.482806,-3.2993834,-2.384017,3.304306,-6.0655365,-3.180787,-0.52772295,-4.3792815,0.25640288,0.006108314,-1.1924042,0.95551836,1.7788066,-2.57787,-1.048321,0.19709116,-2.441857,1.1491823,-1.6641784,0.43030232,-9.531879,-1.5346556,4.192961,2.426762,-0.84059197,-1.2109696,-1.4097846,-2.271215,4.2093983,1.8657506,-1.1080712,0.3842384,-0.16645217,1.2703485,2.568849,-6.045045,1.9307228,3.8659415,-0.8486017,-3.8375387,0.2034536,-0.47996384,-0.36108008,-3.2445693,-1.6841273,-0.8652456,-0.36872566,-4.0433955,1.5437266,0.31420484,1.4424556,3.2188783,-0.12665972,1.5622602,1.227624,1.9814012,-5.734593,3.7430592,1.3545563,-2.9118574,-4.252963,-2.1735559,1.9449573,0.03040564,-1.0582971867984445,-1.5022886689956145,2.511865,-3.071117,96,25.060272602352715,5.026040178308566,14.75631828714934,88.39408083994203,103.0948899741701,91.00156407007564,1809.4559699367023,6.07256,1.1374,6.07256,1.43543,7.15358,7.15358,7.15077,7.15358,7.15077,0.0530546206124917,2,1,1,0,0,0,0,7.15062,6.07242,7.15062,7.15345,6.07227,7.15345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76445,244.248,1349.84,765.021,2.77754,15.3502,8.69968,2,120.434,123.814,0.0,0.0,0.0,0.0,2,1.56992,1.20763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.442,0.16604,0.0941029,0.108567,6e-05,3.40049e-05,149.316,151.126,0.0,0.0,0.0,0.0,0.0361891,0.0723782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.106,0.31286,0.177313,9.51774,0.00526,0.0029811,1,50000,0.16604,6e-05,0.31286,0.00526,0.10724,0.57464,0.0332226079734219,0.1566890606603747,12.138016259214,145.41803655640234,0.238984561461794,0.1816581232408788,1.222784456419267,-0.5046533192470868,32.0
ATT,-8.471393,5.6834464,-2.3468056,8.09378,10.873863,-1.2573414,11.831742,-2.0440192,2.0718586,-9.442541,-0.8911758,-0.8522854,13.886251,18.09657,-10.880663,-1.8297083,8.607293,5.0770745,-17.61514,0.011278957,-2.2642717,-1.7155161,1.5818793,0.20733233,1.1670097,3.8953385,0.30087215,-2.3966117,2.6287053,5.5263886,-2.601462,-1.3505197,1.4447248,-3.9757855,-1.0878277,-1.2960355,-5.707603,-1.5099193,-2.801645,-12.420411,-0.27634555,1.9511771,4.5897,2.9985652,-2.9691386,-7.462474,1.6084994,7.164884,4.7469306,-12.587234,4.3004723,-6.587368,0.7250323,6.399346,3.953426,7.824625,-1.992665,8.977802,4.3244815,6.8720737,-4.3068924,-4.3940988,-5.4644885,-1.6835861,4.152509824131194,-2.079341986028158,-0.5550336,-1.1431657,36,9.484187000301343,7.543526000144495,9.238710000252036,90.00048491648896,90.00070976588589,90.00053613538836,660.9762196197546,2.97754,2.97754,2.51303,0.78592,4.35359,4.35359,4.35359,4.34006,4.35359,0.0544648943962159,1,2,0,0,0,0,0,4.35358,2.97754,4.35358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81135,139.762,2114.47,1167.34,0.0,0.0,0.0,1,139.762,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8035,0.0814,0.0449388,0.0,0.0,0.0,53.8035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.651,0.35652,0.196825,0.0,0.0,0.0,1,50000,0.0814,0.0,0.35652,0.0,0.05476,0.58872,0.0332225722259136,0.1036471460347484,11.814839953138002,139.9185311688357,0.139932415282392,0.1149857096494312,2.0243605528162325,2.133356469071653,12.0
ETR,-0.24080151,3.446362,1.064263,-3.3508916,2.1443214,3.5296147,1.7568858,2.738689,-4.3018146,-6.357206,-1.2969604,-4.950193,-0.028505355,-2.7163322,-3.3991966,-0.6397699,-6.0129833,-4.9120893,5.2582116,-2.2949376,6.372774,-1.0125742,-2.8666234,0.45935273,1.3546771,-1.3767415,1.0815516,-1.9483095,1.7995274,-0.5622131,-1.0337828,1.3963821,-0.42434245,0.74443555,-2.0045712,1.1409962,-1.677436,2.042292,0.5129931,1.1905141,-3.8122604,0.7633278,-2.5387642,-7.0377173,-1.5844072,6.5754776,0.3483354,-1.0869471,0.55264676,-1.571926,-4.2955976,7.7268963,2.7785628,-0.38292354,1.0706509,-2.1929908,9.0411415,-4.407422,3.6724188,-4.7415633,2.1844282,4.877203,1.985822,-1.3112769,-0.9118996453711746,-0.6103768228993796,1.7741135,-3.6937675,144,20.510892000000023,20.510892044229035,8.415389,90.0,90.0,120.00000594767712,3066.01233869154,8.82644,2.36389,2.36383,8.82644,9.49106,9.48853,9.49106,9.49106,9.49106,0.0469665428879043,1,3,0,0,0,0,0,9.49085,8.82635,9.49085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56198,595.21,1941.32,1242.86,0.0,0.0,0.0,1,595.21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.749,0.20768,0.13296,0.0,0.0,0.0,636.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.55,0.42516,0.272193,0.0,0.0,0.0,1,50000,0.20768,0.0,0.42516,0.0,0.06548,0.50936,0.0332225921594684,0.0851169492405587,11.00894147455824,124.4990442401352,0.2860831857142857,0.1815906238988677,0.8669184187599944,-1.159988986007782,48.0
NAT,-6.552784,5.778722,-1.1788433,-1.3388205,2.0654075,3.1991458,3.5949798,3.5972106,20.596497,-10.164561,2.6572812,-2.133954,11.418752,19.082947,-8.839266,-4.2028556,6.0507164,1.1841745,-24.372595,0.66185176,17.270924,-4.886586,-6.571034,-0.05040275,-5.7249904,10.419518,4.246223,4.064691,-4.564763,5.5126505,-3.73411,5.16174,3.1087618,4.0357466,-2.7794337,-5.699712,-2.917115,12.399081,-0.7004962,-5.201212,0.45837384,0.1172753,8.774148,4.4836555,-1.36387,-6.78042,-1.0966755,2.8995218,3.0567465,-11.884637,8.702316,-12.246894,1.4893504,3.184699,2.5022168,8.245857,3.0724704,8.849658,3.4773254,9.795763,-11.131802,1.523386,1.7803974,-4.8221083,5.588223102089539,-1.443574596088605,-1.4494933,-1.064252,60,13.347324000001349,13.34732500000135,6.37374,90.0,90.0,89.99994848785207,1135.4886092403344,2.8731,2.31252,2.31252,2.8731,3.73135,3.73132,3.73135,3.73131,3.73131,0.0528406885914436,1,3,0,0,0,0,0,3.73133,2.87306,3.73132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75734,271.75,2393.24,1361.86,0.0,0.0,0.0,1,271.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1609,0.07588,0.043179,0.0,0.0,0.0,86.1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.415,0.38258,0.217704,0.0,0.0,0.0,1,50000,0.07588,0.0,0.38258,0.0,0.04296,0.57446,0.0332225828571428,0.1153768247259032,11.908707225053051,141.4901162223289,0.1221065913621262,0.1035991265757372,2.267434543894999,3.1711687775179893,20.0
SOR,-2.1629403,2.9749775,-5.2744904,0.32337576,2.754528,-0.5231686,3.2520745,-0.88367784,-1.1784325,-7.850348,2.0172627,-3.5802872,2.3103013,-9.778203,2.0397646,-6.1503806,1.8234609,-1.1355034,-0.74343586,1.3026892,3.7374516,-6.016351,0.17220017,1.311118,3.93473,4.7840686,-0.21559775,-4.5970826,8.384772,0.1470377,4.6615634,3.2201598,4.1675253,3.0890787,1.3102666,-4.1150208,-0.7462358,-1.0805541,1.5375721,5.014361,0.7578178,-4.6559467,3.8747633,-4.178171,-0.09681547,1.1144557,2.5184863,3.027743,1.7418486,4.3419394,-5.1020684,2.222178,-1.6742297,-2.5003815,-3.2016392,0.033738673,-1.5178227,-0.5762321,4.3732495,-2.8070095,3.8435416,-2.4560707,-5.047196,-2.6989622,-1.022200170764475,0.08224116866265509,1.1546423,-3.741339,144,20.741556,17.29676900000003,7.544382,90.00000331251344,90.0,90.0,2706.636842015745,5.64061,2.02754,2.02754,5.64061,6.29084,6.26963,6.29084,6.29082,6.29082,0.0532025566801777,1,3,0,0,0,0,0,6.29067,5.64047,6.29067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76937,408.42,1508.96,852.821,9.2471,34.1645,19.3088,1,408.42,0.0,0.0,0.0,0.0,0.0,4,3.89085,3.57165,0.901479,0.883119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.883,0.13518,0.0764,1.08265,0.0004,0.000226069,365.883,0.0,0.0,0.0,0.0,0.0,0.433062,0.59546,0.0,0.0541327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.792,0.30436,0.172016,26.6333,0.00984,0.0055613,1,50000,0.13518,0.0004,0.30436,0.00984,0.1024,0.5834,0.0332226124186046,0.0861515856183297,10.930324588783003,126.89402454984416,0.2055657109634551,0.1604484260975984,1.4437062853076703,0.0983351541034576,48.0
STI,2.6459234,-1.61617,3.329896,2.3919015,4.123577,1.9674523,-6.17174,-2.589831,-3.5509958,1.5830371,1.4416609,5.248652,-4.3128514,-0.76827586,1.0061581,7.106183,1.965788,0.26685524,5.1240654,0.24636202,0.41935912,0.4405625,6.0867624,-1.3953056,-2.5622706,-1.2323633,3.547868,-12.098424,3.0497785,0.38217872,-2.4922273,0.3098093,0.38737088,-1.0507106,2.7358406,2.8446593,-0.49423784,-4.1488833,-1.1799741,-6.974172,-0.7699178,-1.7582724,5.1471915,-5.1527853,3.0817494,-5.311432,-0.85578805,8.782441,-0.61571914,-4.403823,1.6650841,7.985944,4.4368553,4.5618362,8.244966,0.62729055,11.820055,4.312276,-3.1910312,-4.3426185,3.4917789,-5.3722982,0.3736089,-2.1151528,-0.32009136311874103,-0.169932188352062,2.5481553,-2.0882003,216,13.425012,17.499501000000027,17.85153700000003,89.99999351629089,90.0,90.0,4193.879633868133,4.38689,4.38689,2.58392,1.28962,5.61262,5.6125,5.6125,5.61261,5.6125,0.051503624056272,2,2,2,0,0,0,0,5.61261,4.38378,5.61261,5.61262,4.387,5.6126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71287,864.745,2061.92,1203.78,0.0,0.0,0.0,2,428.683,436.062,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.009,0.14426,0.0842212,0.0,0.0,0.0,312.78,292.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.3,0.37228,0.217343,0.0,0.0,0.0,1,50000,0.14426,0.0,0.37228,0.0,0.06456,0.56316,0.0332225860066445,0.1141435122929458,11.820188898419634,139.9253660617269,0.1869262491694351,0.1498617023111789,1.5923365120777249,0.5448216223897604,72.0
ITR,-2.127437,-7.3444834,2.1256738,-0.6864366,-2.746454,9.243634,-2.6668792,4.324842,-2.1951015,-2.2998056,6.7614727,-4.732182,15.0747,-1.9283763,-1.9226179,-0.20362699,-1.3211879,0.444556,-0.76592934,1.2046771,6.613511,-4.1873145,3.6213136,-0.91206956,-2.6098652,10.688537,5.1363354,1.6424654,8.098185,-8.546535,2.8055809,-6.8737483,0.9224377,-3.9807427,-5.111402,-0.04154992,3.6994145,5.2499676,-0.5859823,-5.662054,0.7066328,-1.3957481,0.30644336,-2.6464412,-1.7713721,2.1690855,-2.9335678,-5.4909143,4.8208804,11.218983,-10.537527,1.5996585,1.0933516,3.272478,7.8764706,1.3710103,3.278363,-7.1739736,11.951478,-3.3810422,1.8504117,-2.9188597,-1.2967846,1.9157698,-0.02336189202965684,1.0131820162074028,0.39653245,-3.957529,336,11.439594078360342,22.06654400427276,25.08160040278168,89.99958765533799,89.93153297705945,90.00224552254156,6331.401705341557,4.65285,4.65285,4.59193,3.40289,5.96456,5.84919,5.95802,5.96456,5.84919,0.0530688172441388,1,3,0,0,0,0,0,5.96464,4.65289,5.95964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76492,1079.14,1704.43,965.723,3.29838,5.20955,2.95171,1,1079.14,0.0,0.0,0.0,0.0,0.0,8,0.42267,0.562853,0.341808,0.301907,0.341808,0.42267,0.623234,0.281426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.7,0.13452,0.0762186,0.0,0.0,0.0,851.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.27,0.31656,0.179362,0.0,0.0,0.0,1,50000,0.13452,0.0,0.31656,0.0,0.10606,0.57738,0.0332225863122923,0.0793844478157745,11.453055618119626,133.72001412451286,0.189883465116279,0.1461549668223996,1.5351646250455715,0.3944699073397886,112.0
GME,-6.317507,9.736213,-2.889647,3.5018122,2.025422,5.3613267,4.392472,0.7880087,1.1931335,-5.632811,-2.3202128,-0.5205493,-1.5247389,2.0137866,0.23288217,0.058204055,13.2510395,-3.3589287,-4.6441984,-0.97878873,-2.9677725,-2.7998643,-4.734355,-0.6719257,1.8943669,0.5685473,-3.6600266,-4.134247,2.193542,1.9072149,7.5167933,-0.8481692,-5.514009,-0.5346421,1.9334022,0.5562209,-4.9392314,-1.5901543,-1.3431922,5.901989,-0.75460845,-1.5790949,9.255656,1.7184374,0.3740823,-0.41396537,4.1486053,0.8420991,4.6758885,-5.0239677,4.733082,2.205387,3.792283,-1.6789258,-6.5443897,1.6417124,-1.3734244,-6.5354595,-2.1941404,4.9081187,6.375687,-2.4839349,4.8679185,-0.7369164,0.11028884649484183,-0.14723006146274867,0.057828866,-3.0967965,72,13.558097,13.55809774452338,9.651388,90.0,90.0,120.0000006233248,1536.448123876006,6.40742,2.72283,2.72437,6.40742,7.00369,7.00272,6.78035,7.00369,7.00369,0.0468613283332763,1,3,0,0,0,0,0,7.00382,6.40761,7.00382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55848,344.146,2239.88,1437.22,5.0678,32.9838,21.1641,1,344.146,0.0,0.0,0.0,0.0,0.0,2,2.47352,2.59428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.969,0.18352,0.117756,0.798953,0.00052,0.000333658,281.969,0.0,0.0,0.0,0.0,0.0,0.460934,0.338019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.489,0.43704,0.280427,22.4014,0.01458,0.00935527,1,50000,0.18352,0.00052,0.43704,0.01458,0.03558,0.5128,0.0332225956810631,0.096828297856512,11.438760740008105,132.8016530636473,0.2177383122923588,0.1559328819764482,1.2945797035538602,-0.2553774145989926,24.0
PWN,-2.9137025,2.6889296,-0.6416038,-1.5849302,2.3422341,-2.9585373,0.4012403,2.9834578,-1.7695454,-4.1630144,-1.0930439,-4.3283315,2.4811373,-2.1642182,-3.668059,-0.1918813,0.040552348,0.3459376,0.9967015,0.3697324,0.618975,-1.0898113,1.9197417,-0.13119636,-0.364717,-2.2914588,0.19054271,-2.2028718,0.6068208,1.2824434,1.8188957,-0.77347887,1.8295403,2.2018545,0.7324446,0.31125444,-1.4429533,-2.0703933,-0.14478898,2.5289197,0.5468485,-0.5675621,-3.2753322,-6.642593,-2.3242285,-1.1565398,-0.14742179,-2.498374,0.2679308,-3.8625505,0.63400006,3.2619846,0.63905025,-0.6537108,1.1965932,-3.931334,0.06006679,-1.8031378,2.82306,-4.0456963,-1.8991282,1.4180524,-3.398185,3.9869323,-1.3089938336446971,0.2762927549926316,1.9863256,-3.512831,720,24.58551,24.58551,24.58551,90.0,90.0,90.0,14860.645186813055,3.48001,3.47994,3.48001,3.47601,9.88922,9.88921,9.88921,9.88921,9.88921,0.0484501171348138,1,3,0,0,0,0,0,9.89022,3.47997,9.89022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61132,3446.17,2318.99,1439.19,0.0,0.0,0.0,1,3446.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2325.69,0.1565,0.0971254,0.0,0.0,0.0,2325.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5989.43,0.40304,0.250131,0.0,0.0,0.0,1,50000,0.1565,0.0,0.40304,0.0,0.06838,0.52858,0.033222591654485,0.0375668413100974,7.975024138109325,69.50623373888536,0.2246271669435216,0.1375731218607659,1.331283199682512,0.0393963929191576,240.0
