PCA 1,PCA 2
0.5003677710082601,0.5572223991962957
0.19814598818738455,0.5865912560333546
0.01681348230611601,0.6042125006593599
-0.10407512579108076,0.6159600300305993
3.341344614769524,2.185787915722029
1.8270568237690827,2.325321157862662
1.222612808290585,2.384058925110319
2.6546275905572583,1.290324636882138
1.4717163545020322,1.3892120144181694
0.867273099471944,1.4479501956170377
0.565051435149728,1.4773185306933168
2.281816660889311,0.8041877192037749
1.2645922801900864,0.8827523388709654
0.6601507237882193,0.9414898044940988
0.3579290989803,0.9708586419496621
0.17659617831502153,0.9884799374520934
0.055707555404110085,1.0002274686403478
2.095411196055337,0.5611192603645928
1.1610338773321054,0.629522055322966
0.5565894371937885,0.688259874658393
0.2543677728826298,0.7176287169593302
0.07303501023030748,0.735249993080266
-0.047853607742699145,0.7469975236628487
2.002208508080876,0.4395850888970386
1.1092534957452298,0.5029071217075933
0.5048087395810011,0.5616449798060114
0.20258695676012545,0.5910138366430703
0.021254450878856936,0.6086350812690756
-0.09963415721833989,0.6203826106403147
0.9830651276573437,1.2948323066342429
-0.25702388031920376,0.055487935801592274
-0.2516399430711588,0.04931999450320802
-0.22273682890402757,0.059929706004030546
-0.2274459969855036,0.0437104722904806
-0.24884764170885232,0.011892500542081587
-0.24346364763494663,0.005724573856453145
-0.2111472573584424,0.016923780189835477
-0.21585636119622467,0.000704529670230157
-0.27106078277719176,-0.032007667279248406
-0.2656768195401003,-0.03817582741634419
-0.23677371734239452,-0.027566892720842597
-0.24148286265544455,-0.04378564966906469
-0.262884484046874,-0.07560331709093704
-0.2575005097448751,-0.08177239839816351
-0.22518411842999875,-0.07057342724157582
-0.2298933116200467,-0.08679012838986784
-0.13231570262650402,-0.060481024155014794
-0.1053862594346867,-0.09521399766109515
-0.07845664981119858,-0.12994718582689832
-0.13231570262650402,-0.060481024155014794
-0.1053862594346867,-0.09521399766109515
-0.07845664981119858,-0.12994718582689832
-0.15924535980189805,-0.02574777465786231
-0.09473893361544723,0.5214280907733737
-0.09473893361544723,0.5214280907733737
-0.09473893361544723,0.5214280907733737
-0.09231658712122494,0.5238404074695826
-0.08989424062700259,0.526252724165791
-0.08747189413278028,0.5286650408619995
-0.09231658712122494,0.5238404074695826
-0.08989424062700259,0.526252724165791
-0.08747189413278028,0.5286650408619995
-0.08989424062700259,0.526252724165791
-0.08747189413278028,0.5286650408619995
-0.08747189413278028,0.5286650408619995
-0.09231658712122494,0.5238404074695826
-0.08989424062700259,0.526252724165791
-0.08989424062700259,0.526252724165791
-0.08989424062700259,0.526252724165791
-0.22058442875706702,-0.24024337255041833
-0.21624318365555,-0.23551906771018608
-0.24381618162744823,-0.272143968025527
-0.2135573776993163,-0.23283351254818366
0.05314829060354909,-0.06530489892431594
-0.00962493726919108,0.3108970529080746
-0.010782290108220453,0.2544379150377758
-0.00883032347708871,0.14225650729725667
-0.00962493726919108,0.3108970529080746
-0.010782290108220453,0.2544379150377758
