zeo,osda,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
TON,CCn1cc[n+](CC)c1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.25,0.25,1.0,1.0,0.0
ATS,CCCNCCC,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.25
EMT,CC[N+](CC)(CC)CC,0.25,0.5,0.5,0.5,0.5,1.0,0.25,1.0,0.0,0.0,0.0,0.0
MOR,C[N+](C)(C)CCCCCCC[N+](C)(C)C,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
LEV,C[N@@+]1(Cc2ccccc2)CCC[C@H]1CO,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
MEL,CC1CC(C)C[N+]2(CCCC2C)C1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BEA,Cc1c(C)[n+](CCCCCC[n+]2c(C)c(C)n(C)c2C)c(C)n1C,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0
BEA,C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MEL,CC1CC(C)C[N+](C)(C(C)C)C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0
NON,CC1CC[N+](C)(C)CC1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MOR,C1CCC[N+]2(CC1)CCCCC2,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ANA,C[N+](C)(C)CCCC[N+](C)(C)C,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0
BEA,CCC[N+]1(C)CCCC1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
ASV,CC[P+](CC)(c1ccccc1)c1ccccc1,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
BEA,C1CC[N+]2(CC1)CCCC1CCCCC12,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0
AEN,OSDA-free,1.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0
LEV,CC1CCCCC1N,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0
MTW,NCC1CCNCC1,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0
ANA,CCCC[N+](CCCC)(CCCC)CCCC,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0
AEL,CCN1C=CN(C)C1C(=O)[O-],1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
TON,CCC(N)CCCN,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
