zeo,osda,Si/Al_ae,Si/Al_pred_mean,Si/Al_true_mean,Al/P_ae,Al/P_pred_mean,Al/P_true_mean,Si/Ge_ae,Si/Ge_pred_mean,Si/Ge_true_mean,Si/B_ae,Si/B_pred_mean,Si/B_true_mean,Na/T_ae,Na/T_pred_mean,Na/T_true_mean,K/T_ae,K/T_pred_mean,K/T_true_mean,OH/T_ae,OH/T_pred_mean,OH/T_true_mean,F/T_ae,F/T_pred_mean,F/T_true_mean,H2O/T_ae,H2O/T_pred_mean,H2O/T_true_mean,sda1/T_ae,sda1/T_pred_mean,sda1/T_true_mean,cryst_temp_ae,cryst_temp_pred_mean,cryst_temp_true_mean,cryst_time_ae,cryst_time_pred_mean,cryst_time_true_mean
SWY,C1CCCC(CCCCCCC2(N3CCCCCCN3)CCCCCCC2)(N2CCCCCCN2)CCC1,199.81115226613196,199.9649984406105,0.15384617447853088,0.366281247640858,0.8226682181107899,1.188949465751648,,44.96684576910486,,,119.99759358457688,,0.944918981384269,0.944918981384269,0.0,2.650743215995052,2.650743215995052,0.0,1.2190590232404621,1.2190590232404621,0.0,0.6366598650581199,0.6366598650581199,0.0,81.82279367848872,101.82279367848872,20.0,2.986901951464954,3.0369019596605926,0.05000000819563866,202.9525989217662,365.2602924032115,162.3076934814453,7110.929638979595,7168.160409090679,57.230770111083984
STF,CCC1CCCC[N+]12CCCCC2,157.39926959371724,200.8437085280434,43.44443893432617,0.8152589447755422,0.8152589447755422,0.0,43.72604465301323,45.628544447973255,1.902499794960022,113.29704162340926,121.18593379717635,7.88889217376709,0.9727354655466206,0.9727354655466206,0.0,2.5450846676991237,2.5450846676991237,0.0,0.9313477946948647,1.275666423006022,0.3443186283111572,0.6061531392649675,0.6061531392649675,0.0,74.70091006502501,99.8998083804547,25.198898315429688,2.6819972839213473,3.038815870509253,0.3568185865879059,195.72728331627684,370.72728331627684,175.0,7110.936721857525,7464.93681341026,354.0000915527344
BEA,CC[N+]1(CC)CC2C3C=CC(C2C1)C1C[N+](CC)(CC)CC31,188.80471931086117,202.581697803598,13.776978492736816,0.7972986920708671,0.7972986920708671,0.0,,45.95606074882851,,74.59580010731158,124.59580010731158,50.0,0.8766533115357421,0.9615942218750976,0.08494091033935547,2.5976007987909084,2.716445479279018,0.11884468048810959,0.9702616028815216,1.237025856259436,0.26676425337791443,0.4756827348057392,0.6407154196087482,0.16503268480300903,80.257112226269,99.71029063203072,19.45317840576172,2.897458053621512,3.0398727873890214,0.14241473376750946,204.74007334704487,363.90674509997456,159.1666717529297,6966.417322510853,7337.083979004994,370.6666564941406
CHA,CC(C)NC(C)C,195.33568765114487,195.54367381225765,0.20798616111278534,0.5019035647705297,0.8129111220046779,1.3148146867752075,,46.217955463503024,,,116.90316467413776,,1.0277410405313565,1.0277410405313565,0.0,2.696250904532931,2.696250904532931,0.0,1.2390346776174108,1.2390346776174108,0.0,0.6287636758722479,0.6287636758722479,0.0,95.96391053673385,100.98589559074996,5.021985054016113,1.1855630592850717,3.1012444777937858,4.286807537078857,182.27301527768805,382.27301527768805,200.0,6948.579439029623,6986.412771091391,37.83333206176758
MFI,CCCN(CCC)CCCCCN(CCC)CCC,170.9912927385814,200.9912927385814,30.0,0.7715882123075213,0.7715882123075213,0.0,,44.53958111667388,,,125.3328560346336,,0.38289655252812604,0.907924960101826,0.5250284075737,2.749830518007326,2.749830518007326,0.0,0.668418820611028,1.193447228184728,0.5250284075737,0.6075925110564008,0.6075925110564008,0.0,60.197814679246434,99.6416890383773,39.44387435913086,2.896873112339305,2.995482798237132,0.09860968589782715,193.11365809638266,353.11365809638266,160.0,6914.800747052505,7082.800747052505,168.0
ITE,NCCNCCNCCNCCNCCN,185.88757433204975,196.546664374164,10.659090042114258,,0.7579700003028804,,,46.229373486933774,,,124.19705099822623,,0.4240569774604528,0.9615655247665136,0.5375085473060608,2.6104045762926718,2.6104045762926718,0.0,0.5391530463394321,1.1899467179474033,0.6507936716079712,0.6210689291875101,0.6210689291875101,0.0,72.75430439513529,97.96684025328959,25.212535858154297,2.8491128813192947,2.9623978715107544,0.11328499019145966,222.96977050750326,352.96977050750326,130.0,7420.23911468601,7528.23911468601,108.0
ISV,CC1(C)CC2CC(C)(C1)C[N+]21CCCCC1,189.2017181730842,189.2017181730842,0.0,0.8114511669144241,0.8114511669144241,0.0,42.31975236051802,42.31975236051802,0.0,120.7533473756091,120.7533473756091,0.0,0.9650619736395145,0.9650619736395145,0.0,2.7069974778983013,2.7069974778983013,0.0,0.9026826041946321,1.2208644169578462,0.3181818127632141,0.47409263565086257,0.610456276078452,0.13636364042758942,72.2962974657701,96.5808433642076,24.2845458984375,2.6081705011301164,3.062715969222081,0.4545454680919647,223.963714143736,367.6000819415876,143.63636779785156,6821.65002114797,7054.668224883321,233.01820373535156
UFI,CC[N+](CC)(CC)CC,187.93469823722558,195.93469823722558,8.0,,0.8220594603844726,,,47.28373467179499,,,120.29814436533317,,0.963148220071309,0.9833502439798049,0.020202023908495903,2.5925755420103647,2.5925755420103647,0.0,0.5624488418593976,1.2153290683731464,1.777777910232544,0.6021832876144732,0.6021832876144732,0.0,75.39436069740863,102.86910549416156,27.47474479675293,2.233369189558677,3.122258144674949,0.888888955116272,214.14178960461533,360.9599658741466,146.81817626953125,7022.363692165892,7251.454604031126,229.09091186523438
MTW,C(CC[N+]12CCC(CC1)CC2)C[N+]12CCC(CC1)CC2,,202.93732912928664,,0.8173810608086743,0.8173810608086743,0.0,,45.161935580106,,,121.94444654676914,,0.9588706379249989,0.9588706379249989,0.0,2.8468501537005153,2.8468501537005153,0.0,1.2353604110960366,1.2353604110960366,0.0,0.21179866637106837,0.6117986723315328,0.4000000059604645,83.25467123560307,97.3546716170728,14.100000381469727,2.7799514513096852,2.9799514542899175,0.20000000298023224,228.33576618170412,385.3357661817041,157.0,6993.2959286592595,7258.229644479572,264.9337158203125
CLO,C1CN2CCC1CC2,191.73802457553444,191.73802457553444,0.0,0.7854324306239753,0.7854324306239753,0.0,44.93753330804119,44.93753330804119,0.0,121.53882762389294,121.53882762389294,0.0,0.8977645009164976,0.8977645009164976,0.0,2.6726042043543177,2.6726042043543177,0.0,1.212442924579797,1.212442924579797,0.0,0.3181853224396771,0.6106852521061963,0.29249992966651917,72.49924082166856,98.75674242384142,26.25750160217285,1.689437725801458,3.1394377734851737,1.4500000476837158,192.58342591877067,346.6920227205285,154.1085968017578,6787.312137926239,6947.990391100067,160.67825317382812
