zeo,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
MWW,0.967741935483871,1.0,1.0,0.6290322580645161,1.0,0.9516129032258065,0.9032258064516129,1.0,1.0,0.9354838709677419,1.0,0.967741935483871
IMF,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0
AEN,1.0,0.64,1.0,1.0,0.98,1.0,1.0,1.0,0.98,0.64,0.98,0.96
STF,0.926829268292683,1.0,0.926829268292683,0.8780487804878049,1.0,0.975609756097561,0.975609756097561,0.975609756097561,1.0,0.975609756097561,1.0,0.8780487804878049
MAZ,0.875,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.975,1.0
AEI,0.8055555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0
GIS,1.0,0.9705882352941176,1.0,1.0,1.0,1.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,1.0,0.9705882352941176,0.9411764705882353
TON,0.7575757575757576,1.0,0.9696969696969697,1.0,1.0,0.6363636363636364,1.0,1.0,1.0,0.9393939393939394,1.0,0.9090909090909091
ITE,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666667,0.9333333333333333
NON,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,1.0,1.0,0.9655172413793104,0.896551724137931,0.9310344827586207
MOR,0.9642857142857143,1.0,1.0,1.0,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0,0.8571428571428571,1.0,1.0
AST,1.0,0.9259259259259259,0.8518518518518519,1.0,1.0,1.0,0.9629629629629629,1.0,0.9629629629629629,0.9629629629629629,0.9259259259259259,0.9629629629629629
PHI,1.0,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7407407407407407
SAV,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9230769230769231
UOV,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ITT,0.8636363636363636,1.0,1.0,0.4090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9545454545454546
MTT,0.7142857142857143,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ITG,0.8571428571428571,1.0,0.9047619047619048,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CON,0.65,1.0,1.0,0.5,0.85,1.0,1.0,1.0,1.0,0.85,0.9,0.9
NSI,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0
ERI,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334
MTN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47058823529411764,1.0,0.7058823529411765
MRE,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571
AFR,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286
SWY,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0
LAU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDR,0.6923076923076923,1.0,1.0,0.7692307692307693,1.0,1.0,0.9230769230769231,1.0,1.0,0.8461538461538461,0.7692307692307693,0.9230769230769231
AFX,1.0,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666
UFI,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091
ISV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091
ANA,1.0,1.0,1.0,1.0,0.3,1.0,0.9,1.0,1.0,0.8,1.0,1.0
CLO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
OFF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STI,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333
CTH,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778
SFS,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625
AWO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.875,1.0,1.0
DOH,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.5714285714285714,1.0
SOD,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0,1.0
STW,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
UOZ,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ETL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AVE,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SZR,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
JST,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0
IFR,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,0.8
IFW,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CGS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75
RTH,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
EUO,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75
EMT,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.25,0.75
BPH,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0
AWW,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
ASV,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
IHW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RWY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LTJ,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
SFH,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
NES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IRR,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
TUN,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
IWV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
EON,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
ITW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
SFW,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IFU,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VFI,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
EEI,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
SFG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
LOS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
SFV,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
IFO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
MER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
AFN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
SFN,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
SSY,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PUN,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
LTL,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
UOS,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CGF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
AHT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
VET,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ABW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PWW,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
