zeo,MMD
CHA,0.314424991607666
AEL,0.46068382263183594
MFI,0.17554187774658203
LTA,0.4364957809448242
AFI,0.47066783905029297
IWR,1.225806713104248
BEA,0.13448619842529297
MTW,0.13201141357421875
MEL,0.10239219665527344
LEV,0.5691213607788086
FAU,0.6373157501220703
BEC,1.197831153869629
FER,0.5390491485595703
ATO,1.1248245239257812
MWW,0.7555627822875977
IMF,1.9568843841552734
AEN,1.8451194763183594
STF,0.5667281150817871
MAZ,0.5926723480224609
AEI,1.1234016418457031
GIS,1.1591830253601074
TON,0.24306488037109375
ITE,0.8154869079589844
NON,1.4783263206481934
MOR,0.6320781707763672
AST,1.148838996887207
PHI,0.7792701721191406
SAV,0.5276641845703125
UOV,2.644169330596924
ITT,1.315481185913086
MTT,0.3773927688598633
ITG,2.0108890533447266
CON,0.9614443778991699
NSI,0.44317150115966797
ERI,0.5798521041870117
MTN,0.672454833984375
MRE,0.8023977279663086
AFR,1.9534716606140137
SWY,2.0122671127319336
LAU,0.9717025756835938
DDR,0.5375170707702637
AFX,1.306495189666748
UFI,3.3857150077819824
ISV,0.6164207458496094
ANA,0.645479679107666
CLO,2.7759885787963867
OFF,2.699892044067383
STI,3.677323818206787
CTH,2.3568220138549805
SFS,2.9405927658081055
AWO,1.401148796081543
DOH,2.4881539344787598
SOD,0.8780617713928223
STW,1.4330520629882812
UOZ,1.3344430923461914
MEI,2.737616539001465
ETL,0.782017707824707
AVE,1.7334494590759277
SZR,0.2270641326904297
JST,1.771533489227295
IFR,2.685215950012207
IFW,3.4444832801818848
CGS,1.6053290367126465
PWN,2.0399084091186523
ATS,2.2308664321899414
RTH,1.4982671737670898
EUO,0.13424301147460938
EMT,0.7806425094604492
BPH,0.6565093994140625
AWW,2.8344974517822266
ASV,0.24256134033203125
IHW,1.4936180114746094
RWY,3.8527870178222656
LTJ,2.669023036956787
SFH,1.6422433853149414
NES,-0.5290050506591797
IRR,2.567951202392578
TUN,2.997190475463867
IWV,0.42708301544189453
EON,0.14205551147460938
STO,1.1287145614624023
ITW,-0.45694780349731445
SFW,3.11830472946167
IFU,2.934096336364746
VFI,1.9806418418884277
EEI,3.617764472961426
SFG,4.303043365478516
LOS,4.9543986320495605
SFV,3.7833399772644043
IFO,1.886652946472168
RTE,4.276486873626709
MER,4.218776226043701
AFN,4.13835334777832
APC,3.4878039360046387
SFN,3.7803077697753906
SSY,3.68442440032959
PUN,4.245975494384766
LTL,3.189718723297119
UOS,3.5902390480041504
CGF,2.971944808959961
AHT,3.296755790710449
VET,2.9563074111938477
ABW,3.926839828491211
PWW,3.4620981216430664
