zeo,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
CHA,0.9750778816199377,0.9018691588785047,1.0,0.9922118380062306,0.9797507788161994,0.8115264797507789,0.985981308411215,0.9314641744548287,0.883177570093458,0.9626168224299065,0.9688473520249221,0.9688473520249221
AEL,1.0,0.9467213114754098,1.0,1.0,1.0,1.0,1.0,0.9713114754098361,0.9754098360655737,0.9877049180327869,0.9385245901639344,0.9590163934426229
MFI,0.8577586206896551,1.0,0.9913793103448276,0.9698275862068966,0.9913793103448276,0.9482758620689655,1.0,0.978448275862069,0.9913793103448276,0.9482758620689655,0.9137931034482759,0.9741379310344828
LTA,1.0,0.7869822485207101,0.9349112426035503,1.0,0.8284023668639053,1.0,0.7514792899408284,1.0,0.9349112426035503,0.5502958579881657,0.8165680473372781,0.8816568047337278
AFI,1.0,0.9322033898305084,1.0,0.9576271186440678,1.0,1.0,1.0,0.9915254237288136,0.9915254237288136,0.9661016949152542,0.9830508474576272,0.9745762711864406
IWR,0.9821428571428571,1.0,0.10714285714285714,0.4107142857142857,1.0,1.0,0.9910714285714286,0.9553571428571429,1.0,1.0,1.0,0.9910714285714286
BEA,0.9724770642201835,1.0,0.981651376146789,0.9357798165137615,0.963302752293578,0.9724770642201835,1.0,1.0,0.963302752293578,0.944954128440367,0.9357798165137615,0.908256880733945
MTW,0.9711538461538461,1.0,1.0,0.9038461538461539,0.9903846153846154,1.0,0.9807692307692307,1.0,1.0,0.9326923076923077,0.9134615384615384,0.8365384615384616
MEL,0.9320388349514563,1.0,1.0,0.9611650485436893,0.9611650485436893,1.0,1.0,1.0,0.941747572815534,1.0,0.8932038834951457,0.8737864077669902
LEV,0.9775280898876404,0.898876404494382,1.0,0.8764044943820225,0.9775280898876404,1.0,0.9887640449438202,1.0,1.0,1.0,0.8539325842696629,0.9775280898876404
FAU,1.0,0.9864864864864865,1.0,1.0,0.9864864864864865,0.9864864864864865,1.0,1.0,0.972972972972973,0.9864864864864865,0.9864864864864865,0.918918918918919
BEC,1.0,1.0,0.8783783783783784,0.8108108108108109,1.0,1.0,1.0,0.7837837837837838,1.0,1.0,1.0,1.0
FER,1.0,1.0,1.0,0.9710144927536232,0.9855072463768116,0.9420289855072463,1.0,0.9420289855072463,0.9855072463768116,0.9420289855072463,0.927536231884058,0.7246376811594203
ATO,1.0,0.9841269841269841,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.9682539682539683
MWW,0.9838709677419355,1.0,1.0,0.6290322580645161,1.0,0.9032258064516129,0.9516129032258065,1.0,1.0,1.0,0.9838709677419355,0.8548387096774194
IMF,1.0,1.0,1.0,1.0,0.09259259259259259,1.0,0.9814814814814815,1.0,1.0,1.0,1.0,0.9259259259259259
AEN,1.0,0.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64,0.96,0.94
STF,0.7804878048780488,1.0,0.975609756097561,0.8780487804878049,1.0,0.975609756097561,0.975609756097561,0.975609756097561,1.0,0.975609756097561,1.0,0.7804878048780488
MAZ,0.8,1.0,1.0,1.0,0.975,0.825,1.0,1.0,1.0,1.0,1.0,0.95
AEI,0.8055555555555556,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9722222222222222,1.0,1.0,1.0,1.0
GIS,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,1.0,1.0,0.38235294117647056,1.0,0.9705882352941176,0.9411764705882353
TON,0.9393939393939394,1.0,1.0,1.0,1.0,0.9696969696969697,1.0,1.0,1.0,1.0,1.0,0.9090909090909091
ITE,0.8666666666666667,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666667,0.9333333333333333
