zeo,osda,Si/Al_ae,Si/Al_pred_mean,Si/Al_true_mean,Al/P_ae,Al/P_pred_mean,Al/P_true_mean,Si/Ge_ae,Si/Ge_pred_mean,Si/Ge_true_mean,Si/B_ae,Si/B_pred_mean,Si/B_true_mean,Na/T_ae,Na/T_pred_mean,Na/T_true_mean,K/T_ae,K/T_pred_mean,K/T_true_mean,OH/T_ae,OH/T_pred_mean,OH/T_true_mean,F/T_ae,F/T_pred_mean,F/T_true_mean,H2O/T_ae,H2O/T_pred_mean,H2O/T_true_mean,sda1/T_ae,sda1/T_pred_mean,sda1/T_true_mean,cryst_temp_ae,cryst_temp_pred_mean,cryst_temp_true_mean,cryst_time_ae,cryst_time_pred_mean,cryst_time_true_mean
CHA,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,8.616987228393555,22.376861572265625,30.99384880065918,0.013725405558943748,0.013725405558943748,0.0,0.3519760072231293,0.3519760072231293,0.0,0.5284901261329651,0.5284901261329651,0.0,0.08719606325030327,0.01710948720574379,0.10430555045604706,0.16214832058176398,0.16720201075077057,0.005053690169006586,0.18747296184301376,0.11471209675073624,0.30218505859375,0.11757560074329376,0.09861567616462708,0.21619127690792084,1.3540763854980469,23.44549560546875,24.799571990966797,0.26449793577194214,0.2516935467720032,0.5161914825439453,6.1360626220703125,160.1151123046875,153.9790496826172,52.87163543701172,66.01162719726562,118.88326263427734
AEL,CCCNCCC,12.322824276983738,12.415082931518555,0.09225865453481674,0.3777042627334595,0.5827818512916565,0.960486114025116,0.12434127926826477,0.12434127926826477,0.0,0.07777049392461777,0.07777049392461777,0.0,0.060755879094358534,0.06133684515953064,0.000580966065172106,0.26500195264816284,0.26500195264816284,0.0,0.016228104010224342,0.016228104010224342,0.0,0.034257953986525536,0.06522819399833679,0.030970240011811256,3.0592498779296875,26.46041488647461,29.519664764404297,0.18892186880111694,0.5264071822166443,0.33748531341552734,15.203323364257812,170.5186309814453,185.72195434570312,47.33683776855469,122.33625793457031,74.99942016601562
CHA,OSDA-free,3.1390256881713867,12.072423934936523,8.933398246765137,0.05683238431811333,0.05683238431811333,0.0,0.1984328180551529,0.1984328180551529,0.0,2.0045922249555588,0.13216204941272736,2.136754274368286,0.7495070993900299,0.9983932971954346,0.24888619780540466,0.8067757487297058,1.2182986736297607,0.41152292490005493,0.2653193473815918,0.6056491136550903,0.34032976627349854,0.063485287129879,0.0,0.063485287129879,43.90790557861328,13.924480438232422,57.8323860168457,0.0,0.0,0.0,121.29190254211426,31.31196403503418,152.60386657714844,84.08432006835938,144.52610778808594,60.44178771972656
MFI,OSDA-free,29.390833854675293,14.526066780090332,43.916900634765625,0.010013842955231667,0.010013842955231667,0.0,4.420475482940674,4.420475482940674,0.0,28.605710864067078,1.4388982057571411,30.04460906982422,0.10183575749397278,0.42233723402023315,0.3205014765262604,0.9649080634117126,0.9649080634117126,0.0,0.29040753841400146,0.5716131925582886,0.2812056541442871,0.0,0.0,0.0,8.729137420654297,28.40131378173828,37.13045120239258,0.00788161437958479,0.0,0.00788161437958479,21.64801025390625,150.70367431640625,172.3516845703125,51.26247787475586,103.14188385009766,51.8794059753418
CHA,CCN(CC)CC,4.8751649260520935,5.089649677276611,0.21448475122451782,0.46629849076271057,0.46865639090538025,0.9349548816680908,0.027187975123524666,0.027187975123524666,0.0,0.12305343896150589,0.12305343896150589,0.0,0.058828761626500636,0.059747423976659775,0.0009186623501591384,0.0,0.0,0.0,0.024495959281921387,0.024495959281921387,0.0,0.016505226492881775,0.0,0.016505226492881775,4.793743133544922,22.59983253479004,17.806089401245117,0.3108673393726349,0.34156063199043274,0.6524279713630676,0.546539306640625,183.92359924316406,183.37705993652344,0.4219512939453125,41.21625900268555,41.63821029663086
LTA,C[N+](C)(C)C,14.97476315498352,17.63673210144043,2.661968946456909,0.20174605771899223,0.029537279158830643,0.23128333687782288,0.07803042232990265,0.07803042232990265,0.0,0.19024187326431274,0.19024187326431274,0.0,0.32058969140052795,0.12843850255012512,0.4490281939506531,0.16983182728290558,0.16983182728290558,0.0,0.5739606618881226,0.3881152868270874,0.96207594871521,0.019831156358122826,0.031787678599357605,0.01195652224123478,42.51105880737305,22.273929595947266,64.78498840332031,1.4770483374595642,0.3655601143836975,1.8426084518432617,40.504295349121094,148.33328247070312,107.82898712158203,18.742462158203125,137.5157470703125,156.25820922851562
MEL,CCCC[N+](CCCC)(CCCC)CCCC,21.709491729736328,47.67184829711914,25.962356567382812,0.13948103785514832,0.13948103785514832,0.0,0.008547008968889713,0.008547008968889713,0.0,7.716949284076691,0.06693476438522339,7.783884048461914,0.044564224779605865,0.07908803969621658,0.12365226447582245,0.002195808570832014,0.0036877035163342953,0.0014918949455022812,0.05500105023384094,0.33313658833503723,0.2781355381011963,0.05138065293431282,0.05138065293431282,0.0,5.170589447021484,37.350276947021484,42.52086639404297,0.03268979489803314,0.23418325185775757,0.20149345695972443,6.66192626953125,153.40213012695312,146.74020385742188,22.372459411621094,90.18831634521484,67.81585693359375
CHA,C1COCCN1,7.556128203868866,7.780146598815918,0.224018394947052,0.7998699992895126,0.17515291273593903,0.9750229120254517,0.007845563814043999,0.007845563814043999,0.0,0.00749795651063323,0.00749795651063323,0.0,0.10096682608127594,0.10096682608127594,0.0,0.0,0.0,0.0,0.015683401376008987,0.015683401376008987,0.0,0.006391856819391251,0.04372675344347954,0.05011861026287079,0.6456871032714844,18.05139923095703,18.697086334228516,0.5636354684829712,1.379457950592041,0.8158224821090698,22.021759033203125,158.20838928222656,180.2301483154297,12.752532958984375,116.16748046875,103.41494750976562
ATO,CCCNCCC,9.489739671349525,9.53671646118164,0.04697678983211517,0.2908927798271179,0.7109071612358093,1.0017999410629272,0.03617679327726364,0.03617679327726364,0.0,0.0,0.0,0.0,0.04179425910115242,0.04179425910115242,0.0,0.23869095742702484,0.23869095742702484,0.0,0.019598674029111862,0.019598674029111862,0.0,0.004740187898278236,0.024300482124090195,0.02904067002236843,24.911405563354492,22.828752517700195,47.74015808105469,0.09129670262336731,0.4779733121395111,0.3866766095161438,18.149093627929688,173.59886169433594,191.74795532226562,39.37785339355469,92.56311798095703,53.185264587402344
IWR,C[N+](C)(C)CCCCCC[N+](C)(C)C,9.393430709838867,30.066102981567383,20.672672271728516,0.10662782192230225,0.10662782192230225,0.0,7.352582693099976,1.8327076435089111,9.185290336608887,21.161361694335938,1.138101577758789,22.299463272094727,0.09168238192796707,0.09168238192796707,0.0,0.6578418612480164,0.6578418612480164,0.0,0.03158070147037506,0.2170858085155487,0.18550510704517365,0.0848633199930191,0.11535000801086426,0.20021332800388336,15.235174179077148,20.46136474609375,5.226190567016602,0.01656550168991089,0.22427265346050262,0.2408381551504135,11.363433837890625,163.55592346191406,174.9193572998047,169.995361328125,155.16592407226562,325.1612854003906
