zeo,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
CHA,0.9205607476635514,0.9548286604361371,1.0,0.9922118380062306,0.9485981308411215,0.8629283489096573,0.9672897196261683,0.9330218068535826,0.8489096573208723,0.8800623052959502,0.9158878504672897,0.985981308411215
AEL,1.0,0.9426229508196722,1.0,1.0,1.0,1.0,1.0,0.9959016393442623,0.8688524590163934,0.9754098360655737,0.9426229508196722,0.9754098360655737
MFI,0.9396551724137931,1.0,0.9827586206896551,0.9612068965517241,1.0,0.9482758620689655,0.9698275862068966,0.9827586206896551,0.9482758620689655,0.9267241379310345,0.7672413793103449,0.9612068965517241
LTA,1.0,1.0,0.9408284023668639,1.0,0.6982248520710059,1.0,0.6923076923076923,0.9940828402366864,1.0,0.5976331360946746,0.8106508875739645,0.863905325443787
AFI,1.0,0.9830508474576272,1.0,0.9661016949152542,1.0,0.9830508474576272,1.0,1.0,0.9830508474576272,0.9745762711864406,0.9830508474576272,0.9491525423728814
IWR,0.9642857142857143,1.0,0.5803571428571429,0.4107142857142857,1.0,1.0,0.8928571428571429,1.0,1.0,0.9910714285714286,1.0,1.0
BEA,0.8715596330275229,1.0,0.9174311926605505,0.9357798165137615,0.9908256880733946,0.944954128440367,0.963302752293578,1.0,0.981651376146789,0.9357798165137615,0.8990825688073395,0.8715596330275229
MTW,0.9134615384615384,1.0,1.0,0.9038461538461539,1.0,1.0,0.9903846153846154,1.0,0.9038461538461539,0.9326923076923077,0.9903846153846154,0.7980769230769231
MEL,0.912621359223301,1.0,1.0,0.9611650485436893,0.9902912621359223,0.9902912621359223,0.9902912621359223,1.0,0.9805825242718447,0.9805825242718447,0.8932038834951457,0.9611650485436893
LEV,0.9662921348314607,0.9213483146067416,0.9887640449438202,0.8764044943820225,0.9887640449438202,1.0,0.9662921348314607,1.0,0.9775280898876404,1.0,0.8651685393258427,0.9438202247191011
FAU,0.9459459459459459,0.9864864864864865,1.0,1.0,0.9864864864864865,1.0,1.0,1.0,1.0,0.9864864864864865,0.9864864864864865,0.7837837837837838
BEC,0.9594594594594594,1.0,0.9324324324324325,0.8108108108108109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FER,0.9710144927536232,1.0,1.0,0.9710144927536232,1.0,0.9855072463768116,1.0,0.8985507246376812,0.9710144927536232,0.927536231884058,0.8115942028985508,0.7246376811594203
ATO,1.0,0.8412698412698413,1.0,1.0,1.0,1.0,1.0,0.873015873015873,0.42857142857142855,0.9841269841269841,1.0,0.9841269841269841
MWW,0.9838709677419355,1.0,1.0,0.6290322580645161,1.0,1.0,0.9516129032258065,1.0,1.0,0.9516129032258065,0.9838709677419355,0.9838709677419355
IMF,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,0.9629629629629629,1.0,1.0,1.0,1.0,1.0
AEN,1.0,0.72,1.0,1.0,0.98,1.0,1.0,1.0,0.96,0.64,0.86,0.94
STF,0.9024390243902439,1.0,0.8292682926829268,0.8780487804878049,1.0,0.975609756097561,0.975609756097561,0.975609756097561,1.0,0.9512195121951219,1.0,0.7804878048780488
MAZ,0.75,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6
AEI,0.8055555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0
GIS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,0.38235294117647056,1.0,0.8823529411764706,0.9705882352941176
TON,0.9393939393939394,1.0,0.9696969696969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393939393939394
ITE,0.5,1.0,1.0,0.9333333333333333,1.0,1.0,0.9,1.0,1.0,1.0,0.9666666666666667,0.9333333333333333
NON,1.0,1.0,1.0,1.0,1.0,0.9310344827586207,0.9655172413793104,1.0,1.0,0.9655172413793104,0.9310344827586207,0.9310344827586207
MOR,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,0.8928571428571429,1.0,1.0,0.9285714285714286,0.9285714285714286,1.0
AST,1.0,1.0,0.7407407407407407,1.0,1.0,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,0.8148148148148148,0.9629629629629629
PHI,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.7407407407407407
SAV,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,1.0,1.0,0.9615384615384616,0.9615384615384616
UOV,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0
ITT,0.8636363636363636,1.0,1.0,0.4090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9545454545454546
MTT,0.7142857142857143,1.0,1.0,0.9523809523809523,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
ITG,0.7619047619047619,1.0,1.0,0.38095238095238093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CON,0.7,1.0,1.0,0.5,0.85,1.0,1.0,1.0,1.0,0.85,0.9,0.85
NSI,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0
ERI,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.9444444444444444
MTN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8823529411764706,0.5294117647058824,1.0,0.7647058823529411
MRE,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0.8571428571428571
AFR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286
SWY,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0
LAU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDR,0.7692307692307693,1.0,1.0,0.6923076923076923,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.9230769230769231
AFX,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
UFI,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091
ISV,1.0,1.0,1.0,1.0,1.0,1.0,0.36363636363636365,1.0,0.9090909090909091,0.9090909090909091,0.5454545454545454,0.8181818181818182
ANA,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0
CLO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.6,1.0
OFF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
STI,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
CTH,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778
SFS,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375
AWO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.875
DOH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.7142857142857143,1.0
SOD,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5714285714285714,1.0,1.0
STW,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571
UOZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
MEI,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
ETL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AVE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SZR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
