zeo,WSD
CHA,0.12354493512799479
AEL,0.39662315477220145
MFI,0.03678671658837255
LTA,0.21630201410458183
AFI,0.016752557981467426
IWR,0.16746876251370385
BEA,0.057211580662891545
MTW,0.02150027939954153
MEL,0.15569592269934843
LEV,0.07844128410092183
FAU,0.03827248223792228
BEC,0.27160995752678946
FER,0.09109555588134574
ATO,0.09505910998320816
MWW,0.12114584095932412
IMF,0.046766927841420794
AEN,0.04420511274083047
STF,0.35965571137051805
MAZ,0.09374299854669735
AEI,0.7727216043171649
GIS,0.7399593356007501
TON,0.11294935704549924
ITE,0.3786149281677755
NON,0.12033516934994962
MOR,0.035790601343969435
AST,0.15787806197390078
PHI,0.05834793295487336
SAV,1.1865268437453076
UOV,0.994865203669751
ITT,0.6389453525888265
MTT,0.2346928909163718
ITG,0.4159891515318345
CON,0.2520465971093077
NSI,1.3653579356594048
ERI,0.06441879569204939
MTN,0.3621756609476751
MRE,0.5962688815422222
AFR,0.6343689406588462
SWY,1.0551651558647048
LAU,0.5631082705230602
DDR,0.19293098484626167
AFX,0.9856326134869309
UFI,0.34864720982184083
ISV,0.21031584165711664
ANA,0.10354463858345272
CLO,0.1782335592580175
OFF,0.1059589163484165
STI,1.2005792696711441
CTH,0.21329154347317797
SFS,0.18729299977436514
AWO,0.07097920282979955
DOH,1.4143278042453251
SOD,0.23269150297071772
STW,0.153944261710786
UOZ,0.6026637362500472
MEI,0.9229442838110511
ETL,0.12448757694465577
AVE,0.8118911774687936
SZR,0.32040402604547896
JST,1.5988487064371524
IFR,0.8283449283220244
IFW,0.12269283436154849
CGS,0.6358700765328062
PWN,0.00021213785868287415
ATS,0.044206944739904955
RTH,0.8533771532306977
EUO,0.24774633639949473
EMT,1.0083248830169018
BPH,0.38734833300656835
AWW,0.6213042217219921
ASV,0.5749603153701355
IHW,0.734894667978292
RWY,0.7340086973424886
LTJ,0.9168645901678385
SFH,1.0047236475052002
NES,0.2731228402227566
IRR,0.13347667961112597
TUN,1.1148414232261707
IWV,0.8138275195011719
EON,0.38126084369230695
STO,0.36269446063246114
ITW,0.9787684531497504
SFW,1.8945356830347726
IFU,0.2648732537481028
VFI,0.8136398340138729
EEI,0.7480289770680013
SFG,1.302545751701893
LOS,0.8700252791748018
SFV,1.914491134006632
IFO,1.6711619196756011
RTE,1.4671217283536226
MER,0.426635067661621
AFN,0.29327641732840104
APC,1.009480270985665
SFN,0.3602722210902522
SSY,0.0009818254826176377
PUN,1.0742862994763929
LTL,1.8201202553327507
UOS,1.0136800350281896
CGF,1.965799931861667
AHT,0.0538579605812876
VET,0.02142979416910082
ABW,1.1698747839416608
PWW,0.28170874420604564
