zeo,Si/Al_ae,Si/Al_pred_mean,Si/Al_true_mean,Al/P_ae,Al/P_pred_mean,Al/P_true_mean,Si/Ge_ae,Si/Ge_pred_mean,Si/Ge_true_mean,Si/B_ae,Si/B_pred_mean,Si/B_true_mean,Na/T_ae,Na/T_pred_mean,Na/T_true_mean,K/T_ae,K/T_pred_mean,K/T_true_mean,OH/T_ae,OH/T_pred_mean,OH/T_true_mean,F/T_ae,F/T_pred_mean,F/T_true_mean,H2O/T_ae,H2O/T_pred_mean,H2O/T_true_mean,sda1/T_ae,sda1/T_pred_mean,sda1/T_true_mean,cryst_temp_ae,cryst_temp_pred_mean,cryst_temp_true_mean,cryst_time_ae,cryst_time_pred_mean,cryst_time_true_mean
CHA,4.113085960720328,8.331723952914926,12.444809913635254,0.066148055500169,0.7377792725030377,0.6716312170028687,0.029435802588579137,0.029435802588579137,0.0,0.9943718044586711,1.3148849634953075,0.32051315903663635,0.014693690808726595,0.09119881096272345,0.10589250177145004,0.06347436339937945,0.0406802904478381,0.10415465384721756,0.08670013227935541,0.11704624614242803,0.20374637842178345,0.09270283896026076,0.01790065747204363,0.11060349643230438,17.188753785453557,13.60514002863336,30.793893814086914,0.26047953278722297,0.27932045548258294,0.5397999882698059,24.631865804359222,139.05130069954703,163.68316650390625,170.2707896271761,257.3422694245394,87.07147979736328
AEL,0.04751221055934201,0.04727150534441699,0.094783715903759,0.17099346342131516,0.7771937685962019,0.9481872320175171,7.364949130434782e-06,7.364949130434782e-06,0.0,0.000460190824092194,0.000460190824092194,0.0,0.000513521707758209,3.172924262295082e-05,0.0005452509503811598,7.979250819672132e-05,7.979250819672132e-05,0.0,0.0004777174803278689,0.0004777174803278689,0.0,0.03095756555881024,0.004871058361868852,0.03582862392067909,4.2341411344986355,32.60931851792149,28.37517738342285,0.2431973563943628,0.6506541716371301,0.40745681524276733,6.668861958171618,191.7726675001638,185.1038055419922,35.026400965674526,111.54635183237374,76.51995086669922
MFI,0.9269418989571179,51.5892420088204,50.66230010986328,0.0,0.0,0.0,0.05870791672118747,0.6412923693811075,0.7000002861022949,9.445457068954644,10.840692909683051,20.286149978637695,0.10675274848101729,0.15086463571431047,0.25761738419532776,0.027146670424946978,0.046025720813879206,0.018879050388932228,0.07861284674835028,0.20464299855995355,0.28325584530830383,0.008438459274811409,0.0253115420662931,0.03375000134110451,1.4326647267275305,38.232839439862296,36.800174713134766,0.09125918837651806,0.2293992569817583,0.32065844535827637,14.021812833079252,154.49780996965512,168.51962280273438,167.23963017867214,278.24416966841824,111.0045394897461
LTA,2.7256915157307686,4.312913615034968,1.5872220993041992,0.5199391327034725,0.01008652828819622,0.5300256609916687,5.970973875181863,7.245360996382424,1.2743871212005615,2.122209525316456,2.122209525316456,0.0,0.22959156059628053,0.0148498145400949,0.24444137513637543,0.0004849071692307692,0.0004849071692307692,0.0,0.4023214127544287,0.9260550882343176,0.5237336754798889,0.13104513735265394,0.22493033558816572,0.09388519823551178,30.158727909930075,24.84062359153477,54.999351501464844,0.1647944570489681,0.9818540691427433,1.1466485261917114,0.44595999816539234,135.77300162414195,135.32704162597656,120.36823891909634,243.76223611147915,123.39399719238281
AFI,0.46956692157974494,0.25859220803985344,0.7281591296195984,0.2323171210824902,0.48104813570385624,0.7133652567863464,0.016085570772058824,0.016085570772058824,0.0,0.1070017176753395,1.9674659413212425,2.074467658996582,0.00747422195201905,0.01390977456396611,0.00643555261194706,0.0022632427031425133,0.006924264457288136,0.004661021754145622,0.003607504817518044,0.01795247308644409,0.021559977903962135,0.035053896198032064,0.009296377709152537,0.0443502739071846,7.11283646588447,31.2487167262542,38.36155319213867,0.09797078630957923,0.3402846429583041,0.4382554292678833,2.907304646499597,172.0641192216949,169.1568145751953,2.504243756412663,98.87124452483734,101.37548828125
IWR,4.6874776583185,29.482977459954242,24.795499801635742,0.0,0.0,0.0,0.9677617975461157,9.798185152648655,8.830423355102539,5.108535441794636,31.064893397727253,25.956357955932617,0.0006614149653571429,0.0006614149653571429,0.0,0.002526971808517857,0.002526971808517857,0.0,0.28764845318693794,0.42796632535357154,0.1403178721666336,0.27056490272568706,0.020094763335714284,0.29065966606140137,6.528716244534353,14.007772602871755,7.479056358337402,0.005174490824718825,0.23687387703321422,0.24204836785793304,6.671569989631706,168.28378279357142,174.95535278320312,42.295553532857184,372.2955535328572,330.0
BEA,13.072692718464829,33.31181701656053,20.239124298095703,0.0,0.0,0.0,2.3128274792293073,7.83994234739337,5.5271148681640625,1.0303467224190683,19.715241580193236,20.745588302612305,0.06210188575652225,0.016230426648587155,0.0783323124051094,0.014411759398033304,0.0022790536069372475,0.01669081300497055,0.06386042631723945,0.12894237541100914,0.1928028017282486,0.06391783918695759,0.25174275900678944,0.18782491981983185,2.388003088112992,17.84022400486104,15.452220916748047,0.004676583866412454,0.26146474136895437,0.2661413252353668,4.1406971859031785,152.49882918128432,156.6395263671875,293.1409926415421,589.226655483339,296.0856628417969
MTW,9.584843973216643,52.90209068864859,62.486934661865234,0.0,0.0,0.0,2.157386554040404,2.157386554040404,0.0,29.090891764258316,19.097794606591293,48.18868637084961,0.04460778016193484,0.07145147096769239,0.11605925112962723,0.005720241649615384,0.005720241649615384,0.0,0.0575545029473338,0.18734764025926923,0.12979313731193542,0.026873680939953647,0.05728649050923077,0.08416017144918442,8.097844117140092,49.11672305390767,41.01887893676758,0.00037958646276425867,0.33175104284742307,0.3313714563846588,0.36288796974460524,155.79271279884617,155.42982482910156,144.75098104293215,583.7031905155884,438.95220947265625
MEL,11.69461634130326,42.207166695307166,30.512550354003906,0.0,0.0,0.0,1.2856794426086955,1.2856794426086955,0.0,6.214887409947174,13.998771458409088,7.783884048461914,0.0032811079422152833,0.12185835202539794,0.12513945996761322,0.03816770056349799,0.03936990715650484,0.0012022065930068493,0.007733966926142227,0.2303818205799613,0.23811578750610352,0.036131480845921715,0.07011206275533982,0.033980581909418106,3.493975886574063,45.813388118019375,42.31941223144531,0.014743297055255539,0.2451954173593632,0.23045212030410767,7.28786977536592,154.1756108642331,146.8877410888672,33.706666017302155,150.01022241043222,183.71688842773438
LEV,7.174731610183009,8.667018534775487,15.841750144958496,0.08871143097015038,0.18759901290802344,0.27631044387817383,0.10853881168849341,0.22479453157894738,0.3333333432674408,2.536894211999412,5.164302478066917,2.627408266067505,0.066730699825084,0.17677452476044914,0.24350522458553314,0.002657144368764045,0.002657144368764045,0.0,0.14952072291810325,0.11188796371977518,0.2614086866378784,0.021701710409754903,0.03788148436629215,0.016179773956537247,8.766521485333318,23.79431823063361,15.027796745300293,0.06852354083444814,0.17732274558160563,0.24584628641605377,16.732985852945518,144.72769224764042,161.46067810058594,5.439563022115266,223.38610531284567,228.82566833496094
