,Code,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
85,VET,51,12.989593000022824,12.989592000023482,4.983424000001807,90.00007418984569,90.0000697789439,90.00020290132582,840.8507061642543,5.59262,1.09354,1.09348,5.59262,5.76617,5.76455,5.76617,5.76617,5.76617,0.0606528598074787,1,1,0,0,0,0,0,5.76613,5.59263,5.76613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01715,82.146,976.94,484.317,0.0,0.0,0.0,1,82.146,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0531,0.08688,0.0430707,0.0,0.0,0.0,73.0531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.845,0.20556,0.101906,0.0,0.0,0.0,1,50000,0.08688,0.0,0.20556,0.0,0.131,0.66344,0.0332225892358804,0.1612964709920962,12.1438597742677,145.48582462561836,0.1925908405315614,0.1554004357143959,1.5583360837405338,0.4284504269950484,17.0
86,CAS,72,4.9951460000001,13.9496890118922,16.530549014905887,89.99520101596111,89.99999653345866,89.99997620776104,1151.860772657274,2.25123,2.25123,1.00644,1.06723,3.98216,3.88613,3.97815,3.91059,3.88613,0.0625075544797834,4,1,1,1,1,0,0,3.91073,2.2511,3.91073,3.97605,2.24612,3.97605,3.90597,2.25115,3.90597,3.97818,2.24611,3.97818,0.0,0.0,0.0,0.0,0.0,0.0,2.07883,119.931,1041.19,500.855,0.0,0.0,0.0,4,30.634,29.6764,30.9003,28.7202,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.735,0.03276,0.0157589,0.0,0.0,0.0,9.56044,8.63896,9.65259,9.88297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.355,0.19304,0.0928599,0.0,0.0,0.0,1,50000,0.03276,0.0,0.19304,0.0,0.12426,0.6827,0.0332225999003322,0.1604871166725398,12.14414154340407,145.48932431366148,0.1325496046511627,0.1146433023321793,2.1630422280727064,2.6789742965937515,24.0
87,ITH,168,12.534618,11.383216,22.053567000000022,89.99999740197224,90.0,90.0,3146.6969797516103,4.57524,3.43597,4.57524,4.46749,6.09847,6.09146,6.09146,6.03855,6.09146,0.0533893161880688,1,3,0,0,0,0,0,6.09806,4.57518,6.09144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77558,528.962,1681.01,946.735,1.20657,3.83439,2.15951,1,528.962,0.0,0.0,0.0,0.0,0.0,4,0.42267,0.221045,0.301907,0.260946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.476,0.12854,0.0723931,0.0,0.0,0.0,404.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.91,0.3184,0.179321,0.0,0.0,0.0,1,50000,0.12854,0.0,0.3184,0.0,0.10052,0.58108,0.033222584551495,0.0426666482314035,7.892974430288661,63.71222710325412,0.1886543887043189,0.1440983200324373,1.552951159030166,0.4672068098878492,56.0
88,ERI,108,12.912428,12.912428283590852,15.105324,90.0,90.0,119.99999927348216,2181.1047083791323,2.77605,2.77605,2.77594,2.77603,6.14649,5.94676,6.13329,6.14649,5.94676,0.0495161922236457,1,3,0,0,0,0,0,6.14649,2.77605,6.14649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64677,432.26,1981.84,1203.47,20.4133,93.5918,56.8334,1,432.26,0.0,0.0,0.0,0.0,0.0,4,2.00246,8.65495,2.30225,7.45368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.309,0.15786,0.0958602,2.48646,0.00114,0.000692263,344.309,0.0,0.0,0.0,0.0,0.0,0.0872442,0.785198,0.174488,1.43953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.448,0.37662,0.228702,54.6585,0.02506,0.0152176,1,50000,0.15786,0.00114,0.37662,0.02506,0.0588,0.53952,0.0332226060465116,0.1351723736526949,12.045690113649991,145.11104555060456,0.2050704784053156,0.1622086861412189,1.4560645696378471,0.122818375516851,36.0
89,TUN,576,28.08351530117875,19.828378,19.396511582795835,90.0,92.22216040357068,90.0,10792.835896212298,5.02365,4.59866,5.02365,4.59866,8.04585,8.04585,8.04585,7.79142,8.04585,0.0533687351071598,1,3,0,0,0,0,0,8.04522,5.02366,8.04521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7749,1741.02,1613.13,908.855,12.9304,11.9805,6.74997,1,1741.02,0.0,0.0,0.0,0.0,0.0,6,0.984462,2.23974,3.11968,1.34675,2.73797,2.50175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.34,0.14522,0.0818188,0.863427,8e-05,4.5073e-05,1567.34,0.0,0.0,0.0,0.0,0.0,0.0,0.215857,0.215857,0.215857,0.215857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3394.56,0.31452,0.177204,20.7222,0.00192,0.00108175,1,50000,0.14522,8e-05,0.31452,0.00192,0.09682,0.58674,0.03322256910299,0.0284036187164819,6.867888822348404,49.892772648499125,0.2177413588039868,0.1501174746343586,1.37483496955589,0.051075375447076,192.0
90,RTE,72,13.95003064047481,13.563264622974222,7.376306881404949,90.20333381016836,102.31099541124,90.11312065505616,1363.5484792014015,3.45338,1.52113,1.34756,3.45338,6.15631,6.15631,6.15472,6.13616,6.13616,0.052803403104647,2,1,1,0,0,0,0,6.15637,3.45341,6.15637,6.15636,3.45342,6.15636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7561,226.087,1658.08,944.183,7.68534,56.3628,32.0955,2,113.615,112.471,0.0,0.0,0.0,0.0,2,3.98338,3.70195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.871,0.12018,0.0684358,0.57269,0.00042,0.000239167,82.631,81.2402,0.0,0.0,0.0,0.0,0.190897,0.381794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.426,0.3252,0.185183,19.7987,0.01452,0.00826834,1,50000,0.12018,0.00042,0.3252,0.01452,0.08128,0.579,0.0332225906976744,0.1555287997278552,12.138992915963891,145.4056005536158,0.2055040365448504,0.1628078389303988,1.4542859769914604,0.1153300007280879,24.0
91,UEI,144,19.064593,9.170559,14.806092,90.0,90.0,90.0,2588.593111262005,3.18559,1.42581,3.18559,2.32828,4.94142,4.92525,4.66471,4.94142,4.66471,0.0556286731095395,2,2,2,0,0,0,0,4.92931,3.18558,4.92931,4.92931,3.18532,4.92931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85006,469.593,1814.09,980.556,0.0,0.0,0.0,2,233.916,235.677,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.259,0.07234,0.0391015,0.0,0.0,0.0,94.9496,92.3092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.878,0.30282,0.163681,0.0,0.0,0.0,1,50000,0.07234,0.0,0.30282,0.0,0.09338,0.6038,0.0332226212624584,0.0700377355848902,10.495290655844157,115.149508449745,0.1538893986710963,0.1217265943412144,1.8729699338314727,1.6006449234816973,48.0
92,AET,216,32.80259792089628,14.494602374351013,8.29512200000048,90.00002564986256,90.00002776441919,90.1929770630156,3943.981426547912,7.39772,1.14973,1.14973,7.39772,8.10565,8.10565,8.10322,8.00009,8.00009,0.0547669921937387,2,1,1,0,0,0,0,8.10553,7.39772,8.10553,8.10561,7.39767,8.10561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8214,424.019,1075.1,590.262,8.25528,20.9313,11.4919,2,213.203,210.816,0.0,0.0,0.0,0.0,8,1.24647,0.562853,1.22493,1.5678,0.663135,1.7048,0.602754,0.682555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.727,0.15054,0.0826507,0.631037,0.00016,8.78445e-05,297.376,296.351,0.0,0.0,0.0,0.0,0.0788796,0.0,0.0,0.157759,0.0,0.0788796,0.157759,0.157759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.78,0.26668,0.146415,26.2669,0.00666,0.00365653,1,50000,0.15054,0.00016,0.26668,0.00666,0.13344,0.59322,0.033222609667774,0.1142134761639213,11.385278093438512,131.86908878468208,0.271143488372093,0.1965849321144897,1.0258637768181431,-0.94363114654181,72.0
93,EZT,144,10.211584,12.47483,21.645266,90.0,90.0,90.0,2757.342262700933,5.50197,5.50197,1.65993,1.65993,5.82656,5.82656,5.81981,5.7374,5.82656,0.0522242022500848,2,1,1,0,0,0,0,5.82673,5.502,5.82673,5.82673,5.502,5.82673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73683,448.217,1625.54,935.92,2.04554,7.41853,4.2713,2,220.469,227.747,0.0,0.0,0.0,0.0,8,0.299786,0.301907,0.240465,0.120763,0.239404,0.420549,0.301907,0.120763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.704,0.14496,0.0834622,0.110294,4e-05,2.30304e-05,199.025,200.679,0.0,0.0,0.0,0.0,0.0,0.0551468,0.0,0.0551468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.919,0.32746,0.188538,8.87864,0.00322,0.00185395,1,50000,0.14496,4e-05,0.32746,0.00322,0.09906,0.57026,0.0332225810631229,0.0944873026495731,10.085515411009816,105.34040706439224,0.1939625415282392,0.1549201840859315,1.5434008282019491,0.39432280524119,48.0
94,MTW,84,25.028184408795735,5.05501700000089,12.301233918822534,90.00006194467811,108.04121690319288,89.9999751810408,1479.80787464595,5.26055,1.05119,5.26055,1.43371,5.58957,5.58947,5.54736,5.47172,5.54736,0.0567641255592705,2,1,1,0,0,0,0,5.58956,5.26046,5.58956,5.58954,5.26054,5.58954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88782,181.685,1227.76,650.36,3.98517,26.9303,14.2653,2,93.6546,88.0307,0.0,0.0,0.0,0.0,2,2.41526,1.56992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.663,0.10384,0.0550052,0.177577,0.00012,6.35654e-05,76.5357,77.1276,0.0,0.0,0.0,0.0,0.0887885,0.0887885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.835,0.24046,0.127374,14.3245,0.00968,0.00512761,1,50000,0.10384,0.00012,0.24046,0.00968,0.12666,0.6232,0.0332225839202657,0.1436035917465494,12.07906097770564,144.94455534629873,0.1855211694352159,0.1506230368270084,1.6146045443530364,0.6085000925097042,28.0
95,OFF,54,12.920705,12.92070495368519,7.544376,90.0,90.0,119.99999755836453,1090.7529283079089,5.83644,2.79946,2.79946,5.83644,6.32669,6.02105,6.32669,6.32669,6.32669,0.0495070868925105,1,3,0,0,0,0,0,6.32674,5.83644,6.32674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64647,213.997,1961.92,1191.59,10.0794,92.4075,56.1246,1,213.997,0.0,0.0,0.0,0.0,0.0,2,2.24611,7.83327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.379,0.15712,0.0954284,1.5925,0.00146,0.000886745,171.379,0.0,0.0,0.0,0.0,0.0,0.196336,1.39616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.785,0.37844,0.229849,29.9521,0.02746,0.0166781,1,50000,0.15712,0.00146,0.37844,0.02746,0.05118,0.54292,0.0332226148504983,0.0631167899530528,9.136307866765575,88.56002356641855,0.2040639335548172,0.1569099524963291,1.4537269398856771,0.1579212853222142,18.0
96,JSR,288,20.003905,20.003905,20.003905,90.0,90.0,90.0,8004.686915001047,4.57865,4.57471,4.56933,4.57865,7.47471,7.47444,7.47441,7.47464,7.47464,0.0359789212317946,1,3,0,0,0,0,0,7.4747,4.57863,7.4747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19656,2096.28,2618.82,2188.62,0.0,0.0,0.0,1,2096.28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2575.11,0.3217,0.268854,0.0,0.0,0.0,2575.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4591.81,0.57364,0.479407,0.0,0.0,0.0,1,50000,0.3217,0.0,0.57364,0.0,0.03444,0.39192,0.0332225817275747,0.0627832936293242,10.550048615048258,117.88545093167257,0.2416322358803986,0.1780544765275769,1.192437501713015,-0.5483794409515488,96.0
97,UTL,228,29.213333550553266,13.87348900000018,12.311594406006153,89.9999911612635,105.38709733710154,90.00001689249859,4810.919064541798,6.80649,0.9831,5.2877,6.80649,8.80711,7.93044,8.80711,8.80711,8.80711,0.0473921919993295,2,2,2,0,0,0,0,8.80704,6.80649,8.80704,8.80711,6.80649,8.80711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57614,812.854,1689.6,1071.99,0.0,0.0,0.0,2,408.372,404.482,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.6,0.23376,0.148312,0.0,0.0,0.0,564.128,560.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.83,0.41132,0.260967,0.0,0.0,0.0,1,50000,0.23376,0.0,0.41132,0.0,0.07356,0.51512,0.0332225889269102,0.067500325253925,11.41072188341046,132.91661711341632,0.2804614299003323,0.189059392291406,0.9247203400844992,-1.1108558269572455,76.0
98,ATV,72,8.2863440000003,14.975963270683792,9.203357699279866,93.46810305368868,90.00002648552002,89.99998119810921,1140.0081168948743,2.15332,2.15332,1.17548,1.17548,3.66428,3.66349,3.65609,3.08595,3.66349,0.0631574450505771,2,1,1,0,0,0,0,3.66359,2.15332,3.66359,3.66415,2.15309,3.66415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10044,95.7072,839.531,399.692,1.38135,12.117,5.76878,2,47.3727,48.3345,0.0,0.0,0.0,0.0,4,0.760235,0.0,0.581212,0.0399007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1521,0.0168,0.00799831,0.0912006,8e-05,3.80872e-05,10.1461,9.00606,0.0,0.0,0.0,0.0,0.0228002,0.0,0.0684005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.51,0.14606,0.0695377,10.2373,0.00898,0.00427529,1,50000,0.0168,8e-05,0.14606,0.00898,0.1548,0.69016,0.0332225780730897,0.0800177599165696,8.687940565888002,74.55775925854398,0.1151400066445182,0.0974571573562064,2.3977549625362826,3.850124547784435,24.0
99,MRT,72,13.434577000000038,7.522219000000066,13.466689000000184,90.00001612613211,89.9999914805703,90.00000000000058,1360.9143725585325,3.03896,3.03896,3.00742,0.78857,5.34029,5.02991,5.32385,5.32166,5.02991,0.0529056062980944,1,2,0,0,0,0,0,5.34028,3.03886,5.34028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7595,287.443,2112.13,1200.42,0.0,0.0,0.0,1,287.443,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.842,0.10496,0.0596534,0.0,0.0,0.0,142.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.94,0.36956,0.210037,0.0,0.0,0.0,1,50000,0.10496,0.0,0.36956,0.0,0.05498,0.57546,0.0332226012425249,0.075350049394293,11.129303338577344,127.88255004622587,0.1646974485049833,0.1267499307619,1.745376273641844,1.1465558900345725,24.0
100,SOD,36,8.584619415108044,8.584573907831476,8.584378831647925,92.38103407696627,92.37815413322004,92.37951703079746,630.9450105715293,1.85982,1.85982,1.85982,1.85982,4.76672,4.76672,4.76201,4.76201,4.76672,0.0570572702800044,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89757,0.0,0.0,0.0,89.2754,1414.95,745.663,0,0.0,0.0,0.0,0.0,0.0,0.0,2,44.5757,44.6997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1376,0.0652,0.0343597,0.0,0.0,0.0,0.0,0.0,0.0,21.0609,20.0767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.555,0.29092,0.153312,1,50000,0.0,0.0652,0.0,0.29092,0.0894,0.61968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
