,Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
62,EMT,-0.07091567,-0.0327242,-0.04015439,-1.5701085,-1.1551191,0.12105247,-0.9525618,0.55692405,-1.0252817,-0.24155533,0.3470839,0.32578272,-0.41402,-0.16110674,0.5281686,-0.57091266,-0.4849358,-0.8161813,1.5253906,-1.2938923,0.9479283,-1.0917896,-1.576213,-1.7601613,-0.088278465,1.5198325,0.82978034,0.06359445,-1.4622841,-0.3527575,-0.6572199,0.14161211,-0.37501448,-0.5292943,0.28951952,-1.0430412,0.638886,0.82685167,0.24443339,-0.41363275,0.15183227,0.18786621,0.44802314,1.444988,0.23990569,-0.04455825,-1.8704504,-0.6098393,0.065040566,0.69318527,-0.10487407,-1.2568126,0.8923378,1.6916986,-0.1881968,0.40953907,-1.0935793,1.2311505,-0.37664717,0.19143333,-0.39386165,-0.14750794,-0.33012027,-0.16963854
63,EON,-0.10512174,-0.054703534,-0.17088117,-1.1656754,-0.7131154,-0.009983169,-0.7191415,0.52493316,-0.51774263,-0.11602844,0.12217304,0.176668,-0.3083542,-0.11952334,0.25583372,-0.27661678,-0.24809892,-0.7019596,1.237861,-0.7900871,0.670893,-0.8684003,-0.93831414,-1.2799855,0.15264758,1.1276817,0.4032293,-0.10102855,-0.89799744,-0.27210036,-0.41823983,0.076717615,-0.38408285,-0.5286396,0.04318011,-0.7841151,0.38915572,0.5369929,0.23766115,-0.32277632,0.035844285,0.10964608,0.516738,1.0109228,0.028056221,-0.07868788,-1.1657768,-0.45907348,0.34025276,0.650432,-0.21262649,-0.65493524,0.5850259,1.0978851,0.020630231,0.2992195,-0.6438188,0.9491161,-0.250802,0.11038549,-0.32095543,-0.03324098,-0.25345555,-0.0033221724
64,EPI,-0.0055782865,-0.017081533,-0.02792096,-0.36788732,-0.15601063,-0.013324159,-0.12575917,0.26707065,-0.23403195,-0.01939565,0.047143664,0.112847276,-0.04503492,-0.018392118,0.14978871,-0.14797306,-0.119824804,-0.044424456,0.2378825,-0.20158775,0.18300673,-0.23856694,-0.3762865,-0.2540016,-0.09156104,0.23479785,0.20352203,0.065821126,-0.28201467,-0.039397426,-0.016814524,-0.008584333,0.01374207,-0.12000602,-0.009287703,-0.18251494,0.02547461,0.15430716,0.0420993,-0.2067857,0.012917894,0.0726741,0.1453166,0.1639079,0.08436306,0.022920491,-0.27525893,-0.052029252,0.06676892,0.11077353,-0.00022008052,-0.21947233,0.12182342,0.2402693,-0.02732027,0.16304548,-0.24914013,0.28655887,-0.12617166,0.1498908,-0.11375858,0.0075385184,-0.045900665,-0.032114737
65,ERI,-0.22441113,-0.1348365,-0.4344415,-1.5848448,-0.8941444,-0.0031611244,-0.9024237,0.8761978,-0.5551936,-0.039673723,-0.09375689,0.2513302,0.09641185,-0.24995565,0.26693472,-0.2958466,-0.26274624,-1.0123662,1.7505859,-1.00149,0.8858189,-1.2049505,-1.0594527,-1.6743208,0.26521435,1.7284951,0.19721217,-0.14028148,-0.9276285,-0.56388545,-0.34445935,0.02532691,-0.5597669,-1.0538892,-0.11833176,-1.0537683,0.40373906,0.6424503,0.4884497,-0.54176337,0.0131272795,0.20637155,0.7259025,1.254978,-0.02084692,-0.16672368,-1.3136855,-0.6424175,0.80249643,1.0247864,-0.2585232,-0.61522406,0.58667725,1.2071846,-0.11510114,0.48601308,-0.8249624,1.3809004,-0.1499824,0.19957517,-0.60353196,0.16828461,-0.23671405,0.1341379
66,ESV,0.07210599,0.020257117,0.059632596,-0.7775329,-0.51216626,0.08835049,-0.5883919,0.31191733,-0.61667603,-0.19403256,0.3445213,0.19614159,-0.59938973,0.050262734,0.24819359,-0.39751038,-0.3400177,-0.23423707,0.5764909,-0.5464978,0.5413428,-0.5204327,-0.93606657,-0.74864954,-0.04362734,0.5479429,0.8382977,0.16555442,-0.9056187,0.06875277,-0.4331058,0.0477432,0.023312356,-0.020551238,0.19335857,-0.42873803,0.3611101,0.41591087,-0.12518618,-0.25521654,0.10993178,0.16333665,0.23575048,0.75261426,0.1348607,-0.06840852,-0.9638905,-0.24688657,-0.24204111,0.1998534,-0.02843944,-0.89263386,0.5195422,1.0068582,0.08873556,0.17819561,-0.60962063,0.39731103,-0.45650107,0.17249042,-0.0075318096,-0.19209714,-0.31242192,-0.18445578
67,ETL,-0.1090213,0.0022666317,-0.17855026,-0.7811411,-0.5769163,0.06066015,-0.529568,0.34399024,-0.43842226,-0.14264347,0.0049469746,0.13768372,-0.14434963,0.013261664,0.18486339,-0.08500468,-0.1772838,-0.4828431,0.8572286,-0.5695976,0.37180927,-0.54239553,-0.61285245,-0.8976586,0.15733722,0.8101942,0.20183963,-0.035544645,-0.5371071,-0.29226202,-0.27997935,0.053839575,-0.25918475,-0.41536966,0.08506321,-0.5816848,0.30967227,0.34051666,0.22157787,-0.23832409,-0.055013776,-0.07249094,0.318003,0.7336807,-0.0071752034,-0.054678727,-0.7009954,-0.20945503,0.29219717,0.46377566,-0.18639469,-0.3691155,0.35059068,0.7652912,-0.10907972,0.16602828,-0.38235164,0.61753017,-0.049598694,0.087256335,-0.26907367,0.10121996,-0.22724807,0.021105643
68,ETR,-0.1041647,-0.40642133,0.021300811,-1.2161591,0.37753487,-0.3706746,-0.07238935,1.7264977,-0.2521557,0.4323681,0.2239964,0.49661097,-0.4420849,-0.33318925,0.37697035,-1.0184853,-0.37600774,-0.059200034,0.6436454,-0.11878905,0.9113181,-1.0619287,-1.4701923,-0.5009382,-0.40643764,0.55044156,1.0906729,0.18103686,-1.319698,0.49234805,0.54712164,-0.17748286,0.3168992,-0.39608428,-0.5073069,-0.590675,-0.40805447,0.47167322,0.06051389,-1.1005509,0.17178558,1.1919061,1.1056601,0.2564743,0.3035562,-0.061545208,-1.1666634,-0.6281289,0.3337726,0.343355,0.16595826,-1.0965086,0.5068979,0.38431355,0.746171,0.8399723,-1.1781737,1.2677846,-1.1888258,0.39977807,-0.22288403,-0.51336837,0.21534033,-0.1164738
69,ETV,0.002309729,-0.013275647,-0.008325722,-0.24524333,-0.11129832,0.0385963,-0.13615979,0.17971209,-0.15168913,-0.048856918,0.0020943386,0.0495741,-0.08693406,-0.007916339,0.05999339,-0.07397356,-0.091923095,-0.040702205,0.1942682,-0.14915244,0.16523907,-0.17258373,-0.22260922,-0.23989975,-0.013924147,0.15829219,0.20299181,0.038763016,-0.21000078,-0.041979995,-0.049960107,-0.003859867,0.005760193,-0.08237033,-0.030043084,-0.11435207,0.045729462,0.1341657,0.049889963,-0.1379609,-0.0004264944,0.047255,0.10573781,0.20499721,0.0425345,0.0289705,-0.20644313,-0.06632388,0.039931543,0.0790354,-0.026186123,-0.2027748,0.11198839,0.21199892,-0.018496547,0.099408776,-0.14817518,0.19334425,-0.10893655,0.08061303,-0.06670195,-0.0037840412,-0.099983566,0.003350743
70,EUO,-0.11965211,0.030295055,-0.2338768,-1.2718152,-0.8264892,0.14098074,-0.80024606,0.6681262,-0.7703187,-0.22415262,-0.021004958,0.24525571,-0.2278121,0.0021494657,0.33045503,-0.19524975,-0.35223082,-0.5442769,1.2663978,-0.87164736,0.65032834,-0.8572628,-1.0317174,-1.3636496,0.1128442,1.1370531,0.52210814,0.046533354,-0.8693577,-0.4628811,-0.3456701,0.055849854,-0.24015851,-0.63242984,0.0001899343,-0.80314875,0.37804726,0.60863996,0.35335475,-0.5233568,-0.088463955,-0.041626178,0.503185,1.1040175,0.09095444,0.037935328,-1.0191097,-0.25337863,0.43578875,0.63689685,-0.2953194,-0.6385771,0.5012707,1.1596,-0.20962553,0.3793325,-0.6405041,1.0283357,-0.16799428,0.32032982,-0.44309536,0.17904446,-0.41910204,0.0557897
71,EWF,-0.025016237,-0.06586347,-0.06968428,-1.3814876,-0.6480604,0.19978853,-0.6957089,1.0820415,-0.94604033,-0.22336511,0.0048262784,0.36055052,-0.32243425,-0.03725201,0.41461033,-0.47794926,-0.55403334,-0.16057563,1.0512508,-0.83757246,0.87001216,-0.9295614,-1.3551347,-1.2537757,-0.18672188,0.9257205,1.0769569,0.2903472,-1.1687797,-0.2791884,-0.15619126,-0.039450437,0.107829675,-0.5346604,-0.15290992,-0.6646278,0.2005977,0.7038691,0.30533352,-0.8646793,-0.04835367,0.27704856,0.5790466,1.0583124,0.32628816,0.16913925,-1.1058954,-0.3034897,0.27506173,0.43097177,-0.121968865,-1.0710937,0.5548011,1.1015786,-0.16280085,0.59808475,-0.90318424,1.12218,-0.56712484,0.5310264,-0.43414903,0.053300824,-0.49699163,-0.010211809
72,EWO,-0.053822663,0.0069273496,-0.063855566,-0.24857768,-0.20209199,0.037156265,-0.16330522,0.122630075,-0.16768107,-0.06630701,-0.015202346,0.054778233,-0.047746297,0.037256733,0.07558978,0.0011970776,-0.061834544,-0.1518579,0.27403545,-0.19263588,0.08658969,-0.16338105,-0.20839953,-0.30207178,0.053353135,0.25800446,0.051334184,-0.0034587712,-0.1725487,-0.11602751,-0.07976031,0.019686904,-0.085336894,-0.13507831,0.05034307,-0.21664467,0.104850374,0.106136054,0.09605372,-0.09105939,-0.044072405,-0.07091119,0.10762247,0.24715632,-0.004884179,-0.0058607706,-0.21609625,-0.035148047,0.11473107,0.14992847,-0.071438126,-0.10772809,0.11283746,0.24692501,-0.060987726,0.043478396,-0.1124796,0.20446613,0.007156799,0.023141813,-0.102066174,0.056403387,-0.08413657,0.009003414
73,EWS,-0.017743941,-0.37554148,-0.13205731,-1.7262193,0.20069137,-0.08306124,-0.5959334,2.246915,-0.6142069,0.3326529,-0.12666093,0.5439099,-0.3092792,-0.44528806,0.2703049,-1.1253039,-0.64063025,0.044145484,1.1264898,-0.3533101,1.5116686,-1.4208145,-1.6603332,-1.0038985,-0.32092583,0.9434824,1.7550689,0.4073024,-1.4760524,0.16177207,0.56760514,-0.2755046,0.6193176,-0.90840137,-0.99833375,-0.48912445,-0.38881594,0.8486582,0.27384615,-1.6042081,0.10259578,1.489712,1.2341808,0.84402573,0.41652998,0.0591786,-1.2068833,-0.7646222,0.5208969,0.5051707,0.023992065,-1.4878497,0.46358803,0.78001124,0.47629243,1.2252989,-1.3871711,1.6794097,-1.3615422,0.8722194,-0.45056713,-0.27002394,-0.25156468,0.112793684
74,EWT,0.06340684,-0.14472216,0.096816085,-2.3109415,-0.6898257,-0.048108578,-0.62139326,1.9229726,-1.6050457,0.0026017735,0.3928509,0.7732633,-0.40105838,-0.34725726,1.0318832,-1.310541,-0.89759266,0.06712814,1.2700158,-1.1810445,1.5133927,-1.5742054,-2.6616468,-1.4667118,-1.0061121,1.2512531,1.9924648,0.6288267,-2.071985,-0.0058601093,0.11343623,-0.089907914,0.5141713,-0.58743274,-0.30923274,-0.8639117,-0.076466225,1.2397354,0.17025067,-1.5399998,0.2569235,1.0363107,0.8702428,0.9368031,0.8218913,0.36958718,-1.9756787,-0.46224222,0.0089640245,0.3800876,0.23737721,-1.9656478,0.7792207,1.5124362,-0.15927741,1.3245062,-1.8621447,1.9788355,-1.1728779,1.1491835,-0.62632096,-0.27476805,-0.2070728,-0.29569146
75,EZT,-0.062494077,-0.048670292,-0.08394029,-0.5859877,-0.2050673,0.025696104,-0.24223608,0.5861502,-0.38221774,-0.045455664,-0.056370236,0.183788,-0.08484327,-0.00040815558,0.17963758,-0.18272501,-0.21233203,-0.062215228,0.44247615,-0.27698824,0.32852516,-0.40573227,-0.5705899,-0.46379325,-0.06239334,0.39324626,0.39943853,0.109200045,-0.4443381,-0.11139125,0.055945195,-0.0381233,0.080485865,-0.30145514,-0.11929653,-0.30092677,0.011769171,0.26110953,0.16598627,-0.45131302,-0.075534105,0.13875784,0.32643113,0.36670682,0.11589918,0.056462128,-0.38004068,-0.09467423,0.22166772,0.20772819,-0.067731224,-0.36486328,0.17158183,0.36201236,-0.040774256,0.29143554,-0.36357787,0.52592146,-0.22140656,0.24327067,-0.22443151,0.06915457,-0.16509937,0.020097699
76,FAR,-0.09006487,0.027907629,-0.48941892,-2.6660025,-2.0193534,0.21435334,-1.9531887,0.8209958,-1.4096233,-0.5057947,0.34708488,0.37380415,-0.6053705,-0.10840647,0.5290161,-0.5192745,-0.6431647,-1.5767658,2.763442,-1.9568294,1.5304787,-1.8542793,-2.0624053,-2.9362936,0.4369348,2.7162876,0.9282175,-0.04061488,-1.9123476,-0.7682122,-1.3439316,0.15522122,-0.8773328,-1.1394497,0.33457065,-1.6931492,1.173095,1.1699235,0.33266428,-0.55135494,0.12974273,-0.037712798,0.82311726,2.4633198,0.049658764,-0.28487122,-2.507613,-0.88710916,0.5605804,1.4619364,-0.43623096,-1.5431545,1.2926031,2.7850773,-0.24089997,0.51576793,-1.4186054,1.7549316,-0.41461205,0.36915404,-0.65011257,0.13137244,-0.8382865,-0.08022303
77,FAU,-0.05113337,-0.023169955,-0.052458063,-0.80101,-0.5849328,0.046504635,-0.5052456,0.2788021,-0.47746938,-0.113956355,0.15984072,0.14894071,-0.20568383,-0.08846685,0.23811398,-0.26226082,-0.22036538,-0.47306892,0.8186244,-0.64417046,0.4866584,-0.5753435,-0.7571603,-0.91452956,0.011566631,0.81282395,0.37430534,-0.0037635802,-0.7146165,-0.18519004,-0.3491283,0.07236015,-0.23001821,-0.3030983,0.13428035,-0.54521334,0.33521914,0.4119006,0.12964375,-0.1908508,0.07434323,0.093596,0.25105146,0.7511382,0.08168858,-0.049883656,-0.9430388,-0.33395225,0.07543438,0.39161533,-0.07092726,-0.6052885,0.45115054,0.8605549,-0.073222004,0.19490232,-0.5313206,0.6276633,-0.17223433,0.06859858,-0.20136774,-0.06659929,-0.16583158,-0.0677249
78,FER,-0.0632528,0.00850407,-0.103625715,-0.43125996,-0.32563946,0.044748418,-0.273308,0.20048821,-0.26563102,-0.08666361,-0.014219521,0.08478423,-0.04363743,0.01829882,0.119373545,-0.0341355,-0.10369053,-0.2372737,0.454376,-0.31902847,0.18585098,-0.28667313,-0.34132132,-0.48214614,0.06409477,0.4365136,0.098411,-0.0016421317,-0.27660045,-0.18324585,-0.13343373,0.025650237,-0.1282656,-0.23544838,0.047880225,-0.3170058,0.15744638,0.18606068,0.1366102,-0.14994098,-0.042187188,-0.063697204,0.16249885,0.3826615,0.008781717,-0.011246309,-0.35312894,-0.08184349,0.17376973,0.24512744,-0.098611414,-0.18387699,0.17286041,0.39996046,-0.0989014,0.10031151,-0.20659733,0.34433207,-0.0046849833,0.07163955,-0.1675642,0.08458363,-0.12615645,0.014771213
79,FRA,-0.41808313,-0.09501115,-0.80969775,-2.7141206,-1.8551222,0.152058,-1.8802166,1.263253,-1.1788325,-0.2973913,-0.15506676,0.4237913,-0.13353683,-0.15526986,0.4336537,-0.30030313,-0.48155442,-1.9264908,3.1663532,-1.86324,1.4065945,-1.9981611,-1.8420466,-3.118511,0.73389065,3.0915616,0.38948396,-0.23937657,-1.6440192,-1.0937724,-0.8704028,0.12723623,-1.050189,-1.7609161,0.07199523,-1.9995905,1.0126324,1.1185374,0.8414145,-0.7964007,-0.107176036,-0.0138425,1.1816931,2.531721,-0.1715903,-0.36406004,-2.3496873,-0.97228086,1.2863076,1.8288841,-0.62235993,-1.1001543,1.100748,2.485303,-0.30289072,0.6273932,-1.293433,2.2192373,-0.10229509,0.2351173,-0.9855989,0.3840963,-0.6370925,0.20590441
80,GIS,0.043820467,-0.008810192,0.009956114,-0.13629787,-0.08275147,0.00465957,-0.103657715,0.019248893,-0.050925087,-0.02863019,0.06321611,0.0054067983,-0.069898866,-0.028242031,0.013129988,-0.069462165,-0.04502364,-0.042132314,0.09974046,-0.09524984,0.11458955,-0.09630178,-0.10617711,-0.12212568,-0.0015563349,0.090884864,0.10587562,0.007806727,-0.12508187,0.012364647,-0.10855156,0.00097483234,-0.032324202,-0.0037140967,0.008971685,-0.03526279,0.060134806,0.05955728,-0.038929302,-0.008032439,0.049571656,0.038186595,0.023401247,0.110926606,0.018708762,-0.017465403,-0.14206547,-0.075455084,-0.03173791,0.04447716,0.005335848,-0.12537384,0.0886463,0.1461268,0.029265987,0.027259769,-0.088773206,0.045209464,-0.086323515,0.03083484,0.005829048,-0.035966873,-0.057356596,-0.021504201
81,GIU,0.03747549,0.07132576,-0.49492827,-3.2812686,-2.420088,0.27185935,-2.3119426,1.0074924,-1.8128446,-0.65731376,0.5126651,0.46853733,-0.7760244,-0.14580475,0.7130707,-0.72477764,-0.8648033,-1.614825,3.1522942,-2.3614686,1.9203,-2.2192116,-2.5967839,-3.4163523,0.30619836,3.0730891,1.3409404,0.08203272,-2.3582673,-0.8556441,-1.6467388,0.1526756,-0.9120524,-1.2138542,0.35365593,-1.8675048,1.3315334,1.4573634,0.2730581,-0.7330526,0.22370295,-0.018070959,0.9044041,2.8221884,0.21456891,-0.21110535,-2.9407387,-0.96735877,0.5207054,1.6076208,-0.4500126,-1.959462,1.539374,3.3346632,-0.32779917,0.7176707,-1.7705846,2.0598273,-0.6444944,0.66925997,-0.7474776,0.13875403,-1.0813055,-0.16112581
82,GME,-0.051784612,-0.008041711,-0.12565899,-0.5824335,-0.38772422,0.037867878,-0.3692799,0.27206483,-0.29591176,-0.07193554,-0.012057534,0.09349368,-0.030154137,-0.048226118,0.12391672,-0.10101957,-0.13488643,-0.30813608,0.6135179,-0.40919527,0.31603825,-0.40612212,-0.42525154,-0.62622386,0.07496971,0.58275443,0.1579811,-0.013347026,-0.36472037,-0.21985058,-0.17347051,0.024166659,-0.15995403,-0.33215514,-0.006564341,-0.3617008,0.18413411,0.25855216,0.16102085,-0.1949661,-0.012901049,0.015830738,0.21639152,0.4958457,0.02379389,-0.02467944,-0.47651717,-0.17622094,0.21953669,0.328387,-0.115333594,-0.25968722,0.22465344,0.51040065,-0.08970492,0.16594675,-0.29659855,0.46916547,-0.053134985,0.1137338,-0.20969692,0.07808346,-0.15357263,0.033103272
83,GON,-0.03577752,0.004376493,-0.031886417,-0.23241489,-0.19269554,0.054440245,-0.15999107,0.111358605,-0.17652206,-0.09095216,0.0023515325,0.053755146,-0.10421612,0.056762055,0.077650495,-0.002747847,-0.07501937,-0.12163219,0.23699223,-0.19487102,0.078577414,-0.14830306,-0.22030538,-0.29855227,0.041571014,0.20445812,0.09983615,0.009240051,-0.20540315,-0.0915734,-0.098131135,0.022122586,-0.076638594,-0.08105062,0.07155055,-0.20941736,0.114267804,0.10855621,0.082153626,-0.08550178,-0.037299417,-0.08542764,0.10028204,0.25889724,0.0012739291,0.0077276984,-0.23418346,-0.031652667,0.07349069,0.119611755,-0.063853875,-0.14815219,0.13770838,0.2592647,-0.048827615,0.030338854,-0.10868861,0.1765791,-0.026479824,0.014198426,-0.07918234,0.030233858,-0.10444425,-0.004165917
84,GOO,0.23733036,0.04910342,-0.0787721,-0.5447284,-0.18645215,0.28666347,-0.8668273,0.24384552,-0.21708807,-0.11524012,0.12514788,-0.014611118,-0.50746095,-0.13265654,-0.27318043,-0.3457046,-0.27397376,-0.15528086,0.5164504,-0.13190874,0.9444906,-0.5051724,-0.33566117,-0.5666109,0.24142706,0.5156257,1.1047341,0.24147382,-0.5274457,0.09857911,-0.4984427,-0.09534656,0.2200916,-0.14588405,-0.3210298,0.099641375,0.2759552,0.4306025,-0.31737158,-0.21103217,0.23852597,0.5708177,0.11829659,0.8402556,0.024595156,-0.14005685,-0.5258732,-0.42931443,-0.29816267,0.16595697,-0.025794778,-0.976405,0.27486968,0.91803443,0.19886348,0.22403197,-0.40118277,0.07629026,-0.61746866,0.31339747,0.2187369,-0.20069852,-0.5537049,-0.007886622
85,HEU,-0.028183606,-0.019599672,-0.027657393,-0.36598343,-0.16917035,0.029430315,-0.1460169,0.29863653,-0.2513116,-0.07357556,-0.0015608512,0.10657752,-0.11246197,0.034039933,0.13946792,-0.08205445,-0.12713361,-0.053482976,0.2651141,-0.21322832,0.16285293,-0.24074982,-0.36854866,-0.3228217,-0.045169808,0.21782072,0.22545058,0.056705832,-0.3041606,-0.06896653,-0.025152486,-0.0033447188,-0.008255413,-0.11665096,0.0020849304,-0.22746576,0.045799598,0.16793764,0.097526535,-0.22759357,-0.03520539,-0.00061556726,0.18157211,0.2406258,0.063410714,0.054356366,-0.28107637,-0.03626394,0.10633973,0.11949877,-0.03955583,-0.23739047,0.15089266,0.26738822,-0.041691355,0.14291605,-0.20916496,0.30602866,-0.1251006,0.117869824,-0.12805529,0.022172127,-0.10624007,-0.011955873
86,IFO,-0.12806135,-0.21644184,0.22009023,-1.6420813,0.048138596,-0.49904495,0.28878087,1.974046,-1.0897285,0.49872825,0.39892015,0.78184986,-0.045206934,-0.4986623,1.093594,-1.3638523,-0.64160025,0.44802436,0.59729356,-0.5207282,0.98053825,-1.1330701,-2.3169374,-0.47999465,-1.3399159,0.57993287,1.3717331,0.47190678,-1.5724521,0.28882653,0.8834826,-0.11706838,0.7408154,-0.45286062,-0.5175156,-0.5602915,-0.7020251,0.81809103,0.18157788,-1.5296555,0.12401004,1.2593458,0.92430633,-0.14480042,0.9435167,0.45554507,-1.3152468,-0.2190301,0.17147316,0.08328143,0.29615697,-1.1900636,0.3599446,0.3927893,0.16730228,1.3238281,-1.6501282,1.8848002,-1.0393087,1.0475447,-0.59245014,-0.34633029,0.41752598,-0.29567552
87,IFR,0.021129137,-0.027448263,-0.015265001,-0.50045,-0.22520359,0.037594475,-0.2943761,0.27967268,-0.2760232,-0.032771464,0.090207845,0.112821326,-0.14544673,-0.078609936,0.12693639,-0.23790905,-0.16316478,-0.16946343,0.41335547,-0.3129728,0.36643898,-0.3721365,-0.4825351,-0.46896717,-0.049411844,0.39891177,0.3907923,0.06891977,-0.45436737,-0.041923676,-0.13695112,0.0067289686,-0.019533228,-0.15749007,-0.023530047,-0.24069254,0.12267727,0.27973458,0.02962156,-0.20994534,0.09206098,0.18976042,0.17655118,0.3991679,0.07350395,-0.011403993,-0.5318086,-0.20655222,-0.00014551314,0.17956236,-0.00044168942,-0.4498285,0.2385661,0.48039955,0.0014256351,0.20079568,-0.35984263,0.3771228,-0.22259347,0.14075126,-0.09066081,-0.081157304,-0.10113069,-0.035950728
88,IFT,0.37750223,-0.03461986,0.121669956,-1.5227276,-0.47469643,0.24476117,-0.8417946,1.0959812,-0.92205584,-0.20037001,0.25549707,0.27703977,-0.51515496,-0.29322243,0.29497403,-0.86558336,-0.7327437,0.32049802,0.80379754,-0.7249616,1.4194363,-1.0215765,-1.4199047,-1.046348,-0.46975994,0.646149,1.8065894,0.5310832,-1.3121467,0.009456149,-0.35416862,-0.1605348,0.46931782,-0.27338964,-0.5171977,-0.09282377,0.062451117,0.8632202,-0.1335337,-0.93389434,0.25735047,0.7795338,0.41908118,0.94445974,0.59551287,0.2790852,-1.0365866,-0.4286067,-0.16938005,0.17354521,0.04915826,-1.5244644,0.5705279,1.1936147,0.021731395,0.83051854,-1.118038,0.92804116,-1.1227098,0.9728131,-0.18494835,-0.1671388,-0.736716,-0.08697213
89,IFU,0.4734746,0.1866206,0.30413944,-1.8189546,-0.96749735,-0.051167294,-0.4862096,0.7947924,-1.6773697,-0.20399639,0.79829526,0.5676615,-0.3294352,-0.25686422,1.0630311,-1.1666632,-0.84092975,0.58748674,0.5195974,-1.1028728,1.1716195,-0.94632906,-2.253003,-0.74427515,-1.3198141,0.6323117,1.7137262,0.75930125,-1.536605,0.076458044,-0.3696674,-0.030322192,0.570834,0.09269199,0.055280004,-0.20957209,0.030183287,0.9621872,-0.4058054,-0.86937916,0.4126698,0.5334648,0.014780377,0.2719639,1.040032,0.51092094,-1.3117465,0.055870414,-0.69121826,-0.11993802,0.39027107,-1.538093,0.5105951,1.3356303,-0.44771907,0.9951273,-1.5040317,1.0487522,-0.8822253,1.3638101,-0.3058687,-0.1843999,-0.26638535,-0.5668795
90,IFW,0.07877997,0.030142086,-0.009503997,-0.6875217,-0.39104733,0.0361139,-0.35866556,0.30473053,-0.4476652,-0.13250618,0.13251321,0.12768169,-0.20503657,-0.035980444,0.22865634,-0.22178805,-0.23549882,-0.070801936,0.4750316,-0.44146332,0.39911836,-0.42611122,-0.6216403,-0.5645553,-0.12722735,0.39529315,0.45362842,0.10225066,-0.51647997,-0.10641993,-0.23346713,0.0122927865,-0.023948614,-0.13600394,-0.007993864,-0.25668797,0.14038067,0.33876815,0.020637129,-0.26566446,0.05589002,0.043444388,0.17576255,0.41350618,0.159934,0.09202335,-0.5123509,-0.092208445,0.025655605,0.18436867,-0.05699615,-0.4357158,0.27263853,0.5838421,-0.07654375,0.25211802,-0.3919549,0.4444622,-0.23746718,0.30167097,-0.15368484,0.006707476,-0.22745818,-0.054666556
91,IFY,-0.1658842,-0.32106385,-0.2181778,-1.6407058,-0.23906384,-0.15345287,-0.7841142,1.78845,-0.7102562,0.028294394,0.095296875,0.4719464,-0.82233584,-0.07392401,0.28687802,-0.74293375,-0.49024388,-0.5057893,1.2668748,-0.47876072,1.210426,-1.38946,-1.6530191,-1.2124469,0.09872076,1.1535522,1.459759,0.16522123,-1.5518649,0.27786812,0.021880805,-0.13272853,0.18085049,-0.6631029,-0.34256187,-0.89728814,0.08224107,0.718329,0.112110056,-1.1575818,0.009424074,0.9020538,1.2071018,1.0976459,0.084111966,-0.17774747,-1.4866353,-0.7100605,0.38029942,0.6284425,-0.026230898,-1.4965333,0.7223775,1.1982639,0.5259313,0.7552134,-1.1711086,1.3351743,-1.1081564,0.35180873,-0.2987164,-0.30250472,-0.32444835,-0.071551025
92,IHW,-0.22351906,-0.01614924,-0.12074989,-1.2763209,-0.4194922,-0.050643582,-0.53129905,1.0705476,-0.7974079,0.043188546,0.0895816,0.39204094,-0.40831363,-0.09973764,0.49053192,-0.49907854,-0.37372983,-0.40040106,1.11685,-0.64053375,0.740396,-0.95689434,-1.3638371,-1.1346793,-0.14608234,0.9643868,0.9081733,0.110628955,-1.0952079,-0.1486199,0.06291551,0.047836155,0.10733128,-0.5685351,-0.17866647,-0.78912467,0.08214838,0.73409206,0.30005187,-0.8143406,-0.044152856,0.43991655,0.7337471,0.85181206,0.18861896,0.092136666,-1.2012761,-0.27201703,0.30504426,0.48388943,-0.20059636,-0.8783443,0.4698305,1.0394964,0.032951444,0.62080926,-0.88345885,1.289371,-0.42215258,0.40568957,-0.3999349,-0.07551697,-0.13576539,-0.007963807
93,IMF,-0.005381603,0.07653699,-0.3162809,-3.0200438,-1.9365915,0.13415268,-1.6844957,1.4497796,-1.9890425,-0.5867912,0.49620888,0.6764682,-0.88945866,0.10251172,1.0048455,-0.777958,-0.9384163,-0.8686824,2.4009793,-1.9547772,1.5087432,-1.9180753,-2.8278644,-2.6787586,-0.1652492,2.2554276,1.5447778,0.33235982,-2.3115556,-0.5590246,-0.9988684,0.081881024,-0.37372494,-0.86462146,0.31725532,-1.6983169,0.84220016,1.2971836,0.25235185,-1.138882,0.018645333,-0.05125937,0.99906063,2.0731542,0.4453703,0.07289092,-2.448776,-0.43449652,0.43675205,1.1372265,-0.33524197,-1.8115929,1.2855922,2.7165809,-0.29022166,0.8706609,-1.7391642,2.004158,-0.7971509,0.9223112,-0.76181185,0.14748213,-0.8883237,-0.27256036
