,osda smiles,asphericity_mean_0,axes_mean_0,axes_mean_1,formal_charge,free_sasa_mean_0,mol_weight,npr1_mean_0,npr2_mean_0,num_rot_bonds_mean_0,pmi1_mean_0,pmi2_mean_0,pmi3_mean_0,spherocity_index_mean_0,volume_mean_0
0,C1CC[N+]2(CC1)CCCCC2,0.29691458134502163,4.054292787110758,7.477249739445908,1,357.1177818801427,154.277,0.351800692344777,0.9638280801073624,0,240.53168601579068,658.9844709867249,683.7157835382006,0.5345691552634773,172.80000000000004
1,C1CC[N+]2(C1)CCCC2,0.3055467197221521,4.053167235412437,6.33025165439435,1,320.7672088827867,126.223,0.344651951704785,0.9610807154964007,0,151.6723698236034,423.17209964646474,440.47704890985494,0.5490376877864531,140.15200000000004
2,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,0.03321224461291543,8.42960312767165,9.218187557877117,0,574.9804759444629,376.4940000000002,0.7384010109226866,0.876700470127029,0,2632.6566229268287,3124.85187124425,3568.2624773947477,0.7031666667338012,371.4460000000001
3,C1CCC[N+]2(CC1)CCCCC2,0.30750186690333836,4.8542395485899785,7.931537767809483,1,374.27323914912665,168.30399999999997,0.3397172907549688,0.9284737733027417,0,290.55439435816123,795.7868773822677,857.4220664520427,0.4798312567904048,189.00800000000004
4,C1CCC[N+]2(CC1)CCCCCC2,0.35491815716108155,4.671415211135897,8.406107039541805,1,394.4921092580385,182.331,0.30595080469251523,0.9449514811447295,0,326.90606057706657,1012.3256500981347,1072.6070436076893,0.4505352577556194,205.47452631578952
