zeo,Si/Al_ae,Si/Al_pred_mean,Si/Al_true_mean,Al/P_ae,Al/P_pred_mean,Al/P_true_mean,Si/Ge_ae,Si/Ge_pred_mean,Si/Ge_true_mean,Si/B_ae,Si/B_pred_mean,Si/B_true_mean,Na/T_ae,Na/T_pred_mean,Na/T_true_mean,K/T_ae,K/T_pred_mean,K/T_true_mean,OH/T_ae,OH/T_pred_mean,OH/T_true_mean,F/T_ae,F/T_pred_mean,F/T_true_mean,H2O/T_ae,H2O/T_pred_mean,H2O/T_true_mean,sda1/T_ae,sda1/T_pred_mean,sda1/T_true_mean,cryst_temp_ae,cryst_temp_pred_mean,cryst_temp_true_mean,cryst_time_ae,cryst_time_pred_mean,cryst_time_true_mean
CHA,1.4498977661132812,10.994912147521973,12.444809913635254,0.26882046461105347,0.4028107523918152,0.6716312170028687,0.4922841191291809,0.4922841191291809,0.0,0.019402384757995605,0.30111077427864075,0.32051315903663635,0.04781985282897949,0.05807264894247055,0.10589250177145004,0.6237881705164909,0.7279428243637085,0.10415465384721756,0.10789991915225983,0.09584645926952362,0.20374637842178345,0.08854927867650986,0.022054217755794525,0.11060349643230438,16.073562622070312,14.720331192016602,30.793893814086914,0.22116374969482422,0.3186362385749817,0.5397999882698059,24.016738891601562,139.6664276123047,163.68316650390625,47.23357391357422,134.3050537109375,87.07147979736328
AEL,0.1168082132935524,0.2115919291973114,0.094783715903759,0.023800969123840332,0.9719882011413574,0.9481872320175171,0.024656260386109352,0.024656260386109352,0.0,0.06598739326000214,0.06598739326000214,0.0,0.0025990267749875784,0.003144277725368738,0.0005452509503811598,0.000345899083185941,0.000345899083185941,0.0,0.00011931462358916178,0.00011931462358916178,0.0,0.013861477375030518,0.04969010129570961,0.03582862392067909,9.762968063354492,18.61220932006836,28.37517738342285,0.038609325885772705,0.36884748935699463,0.40745681524276733,4.5128631591796875,180.5909423828125,185.1038055419922,28.825729370117188,47.69422149658203,76.51995086669922
MFI,6.782562255859375,43.879737854003906,50.66230010986328,0.015127396211028099,0.015127396211028099,0.0,1.6957838535308838,2.3957841396331787,0.7000002861022949,20.18048433959484,0.10566563904285431,20.286149978637695,0.04602585732936859,0.21159152686595917,0.25761738419532776,0.3912902530282736,0.4101693034172058,0.018879050388932228,0.08731672167778015,0.19593912363052368,0.28325584530830383,0.01954901497811079,0.014200986362993717,0.03375000134110451,7.4754180908203125,29.324756622314453,36.800174713134766,0.09656856954097748,0.2240898758172989,0.32065844535827637,17.797882080078125,150.72174072265625,168.51962280273438,51.508567810058594,162.5131072998047,111.0045394897461
LTA,8.96166706085205,10.54888916015625,1.5872220993041992,0.24279654026031494,0.28722912073135376,0.5300256609916687,0.8738982677459717,0.40048885345458984,1.2743871212005615,0.19540810585021973,0.19540810585021973,0.0,0.22947521321475506,0.014966161921620369,0.24444137513637543,0.0,0.0,0.0,0.37913304567337036,0.9028667211532593,0.5237336754798889,0.058136191219091415,0.035749007016420364,0.09388519823551178,29.112747192382812,25.88660430908203,54.999351501464844,0.5617450475692749,0.5849034786224365,1.1466485261917114,1.767364501953125,137.0944061279297,135.32704162597656,63.25214767456055,60.141849517822266,123.39399719238281
AFI,0.1317424774169922,0.5964166522026062,0.7281591296195984,0.13721203804016113,0.5761532187461853,0.7133652567863464,0.15618693828582764,0.15618693828582764,0.0,1.9481491148471832,0.1263185441493988,2.074467658996582,0.0061699395591858774,0.0002656130527611822,0.00643555261194706,0.0038540405803360045,0.0008069811738096178,0.004661021754145622,0.010493408888578415,0.01106656901538372,0.021559977903962135,0.016802940517663956,0.061153214424848557,0.0443502739071846,10.425758361816406,27.935794830322266,38.36155319213867,0.12684813141822815,0.31140729784965515,0.4382554292678833,7.8398590087890625,161.31695556640625,169.1568145751953,8.164535522460938,109.54002380371094,101.37548828125
IWR,20.731611251831055,45.5271110534668,24.795499801635742,0.04027026891708374,0.04027026891708374,0.0,0.6206512451171875,8.209772109985352,8.830423355102539,17.32433795928955,8.632019996643066,25.956357955932617,0.012223290279507637,0.012223290279507637,0.0,0.0033222371712327003,0.0033222371712327003,0.0,0.05775531381368637,0.08256255835294724,0.1403178721666336,0.04440644383430481,0.24625322222709656,0.29065966606140137,2.605412483215332,10.084468841552734,7.479056358337402,0.02503448724746704,0.217013880610466,0.24204836785793304,12.024215698242188,162.93113708496094,174.95535278320312,52.09454345703125,277.90545654296875,330.0
BEA,8.910942077636719,29.150066375732422,20.239124298095703,0.016572842374444008,0.016572842374444008,0.0,0.681584358215332,6.2086992263793945,5.5271148681640625,14.089946746826172,6.655641555786133,20.745588302612305,0.04486836865544319,0.033463943749666214,0.0783323124051094,0.03481985628604889,0.05151066929101944,0.01669081300497055,0.06452392041683197,0.12827888131141663,0.1928028017282486,0.017727836966514587,0.17009708285331726,0.18782491981983185,5.477927207946777,9.97429370880127,15.452220916748047,0.03236845135688782,0.233772873878479,0.2661413252353668,0.8917083740234375,155.74781799316406,156.6395263671875,49.779144287109375,246.3065185546875,296.0856628417969
MTW,18.751693725585938,43.7352409362793,62.486934661865234,0.005705695133656263,0.005705695133656263,0.0,2.333033561706543,2.333033561706543,0.0,46.24086248874664,1.9478238821029663,48.18868637084961,0.056421082466840744,0.059638168662786484,0.11605925112962723,0.04097720980644226,0.04097720980644226,0.0,0.0677877813577652,0.19758091866970062,0.12979313731193542,0.004957333207130432,0.07920283824205399,0.08416017144918442,4.766796112060547,36.25208282470703,41.01887893676758,0.0143069326877594,0.3456783890724182,0.3313714563846588,0.850677490234375,154.5791473388672,155.42982482910156,190.47250366210938,248.47970581054688,438.95220947265625
MEL,16.61819076538086,47.130741119384766,30.512550354003906,0.006827174220234156,0.006827174220234156,0.0,0.7044663429260254,0.7044663429260254,0.0,7.016948461532593,0.7669355869293213,7.783884048461914,0.09903093799948692,0.026108521968126297,0.12513945996761322,0.0642605465836823,0.06546275317668915,0.0012022065930068493,0.0298098623752594,0.20830592513084412,0.23811578750610352,0.11072489246726036,0.14470547437667847,0.033980581909418106,6.275081634521484,36.04433059692383,42.31941223144531,0.09963098168373108,0.33008310198783875,0.23045212030410767,0.2404632568359375,146.64727783203125,146.8877410888672,55.47233581542969,128.2445526123047,183.71688842773438
LEV,0.3612203598022461,15.48052978515625,15.841750144958496,0.12799172103405,0.14831872284412384,0.27631044387817383,0.049554407596588135,0.28377893567085266,0.3333333432674408,2.4965115636587143,0.1308967024087906,2.627408266067505,0.19747943058609962,0.04602579399943352,0.24350522458553314,0.0,0.0,0.0,0.216974638402462,0.04443404823541641,0.2614086866378784,0.0026862099766731262,0.018865983933210373,0.016179773956537247,3.3260717391967773,18.35386848449707,15.027796745300293,0.2809073179960251,0.5267536044120789,0.24584628641605377,12.7392578125,148.72142028808594,161.46067810058594,107.52332305908203,121.3023452758789,228.82566833496094
