zeo,MMD
CHA,2.0904808044433594
AEL,3.008787155151367
MFI,3.139911651611328
LTA,3.4959068298339844
AFI,3.0680785179138184
IWR,3.6679673194885254
BEA,2.248447895050049
MTW,1.3243560791015625
MEL,3.48777437210083
LEV,3.659770965576172
FAU,3.294947624206543
BEC,3.6739091873168945
FER,1.8575339317321777
ATO,5.148380279541016
MWW,3.4986519813537598
IMF,5.862096786499023
AEN,3.9211974143981934
STF,2.2197985649108887
MAZ,5.120255947113037
AEI,3.383915901184082
GIS,3.322394371032715
TON,1.5173377990722656
ITE,2.9112281799316406
NON,3.0490994453430176
MOR,2.4246511459350586
AST,4.052011013031006
PHI,4.849282264709473
SAV,3.753060817718506
UOV,6.495737075805664
ITT,4.9981818199157715
MTT,2.932744026184082
ITG,4.604546546936035
CON,3.489530563354492
NSI,3.5303072929382324
ERI,3.2582530975341797
MTN,2.6191534996032715
MRE,3.149219036102295
AFR,5.493743419647217
SWY,6.793789386749268
LAU,3.983642101287842
DDR,2.4140782356262207
AFX,4.570929050445557
UFI,6.391173362731934
ISV,4.656579971313477
ANA,2.0346450805664062
CLO,6.058160781860352
OFF,5.984320163726807
STI,6.099388122558594
CTH,5.476828098297119
SFS,5.73672342300415
AWO,3.9946064949035645
DOH,4.985841274261475
SOD,2.555948257446289
STW,5.323611736297607
UOZ,5.43119478225708
MEI,6.2530436515808105
ETL,5.27742862701416
AVE,4.645230293273926
SZR,4.779188632965088
JST,5.095515727996826
IFR,4.136105537414551
IFW,6.583210468292236
CGS,5.241336822509766
PWN,6.9527268409729
ATS,6.63572359085083
RTH,3.448894500732422
EUO,2.6512765884399414
EMT,3.8844470977783203
BPH,3.46640682220459
AWW,5.217432498931885
ASV,3.5062170028686523
IHW,5.813117980957031
RWY,7.307521820068359
LTJ,6.482095241546631
SFH,4.6817169189453125
NES,1.8967270851135254
IRR,6.770875930786133
TUN,6.112354278564453
IWV,5.58828067779541
EON,2.9819488525390625
STO,4.096695899963379
ITW,2.594768524169922
SFW,6.009829044342041
IFU,7.257440567016602
VFI,4.472837924957275
EEI,6.0116424560546875
SFG,7.51301383972168
LOS,7.080108165740967
SFV,6.743827819824219
IFO,6.48415470123291
RTE,7.435304641723633
MER,7.660968780517578
AFN,7.869620323181152
APC,4.906214714050293
SFN,7.102293491363525
SSY,6.818765640258789
PUN,7.612281799316406
LTL,6.236059188842773
UOS,6.919408798217773
CGF,7.289606094360352
AHT,7.249508380889893
VET,5.6211419105529785
ABW,7.30141544342041
PWW,7.418186664581299
