zeo,WSD
CHA,0.16651689408504666
AEL,0.2389322770148753
MFI,0.0247942015773682
LTA,0.16076259204662152
AFI,0.021595138975094783
IWR,0.2708604682929351
BEA,0.09751179657791684
MTW,0.03962174859296823
MEL,0.12651983114663853
LEV,0.07535870814803136
FAU,0.08819716808431917
BEC,0.09339286495106072
FER,0.10786682350363117
ATO,0.06523523407733656
MWW,0.4196880331107821
IMF,0.07251060290699551
AEN,0.067446271720027
STF,0.22147745633591806
MAZ,0.0962004456219748
AEI,0.3249425739072811
GIS,0.7528423236739392
TON,0.06873090546367105
ITE,0.23161754894056447
NON,0.4909146673292314
MOR,0.05195410074116345
AST,0.23052415099669799
PHI,0.13423282578323292
SAV,0.8882925828705508
UOV,1.3299559518799708
ITT,0.5170172370833195
MTT,0.24074231657162565
ITG,0.33883941506071436
CON,0.20333447103626173
NSI,1.0180868550240068
ERI,0.06760032481705716
MTN,0.43302034948773954
MRE,0.17393400762515443
AFR,0.027947222697979536
SWY,0.6543320015203304
LAU,0.4508136433281132
DDR,0.27190709621194364
AFX,0.23844763946914493
UFI,0.44282123509945726
ISV,0.5639614281341518
ANA,0.07679010134869035
CLO,0.10709996685338587
OFF,0.03628117570880289
STI,1.2087101865041854
CTH,0.010737650936243352
SFS,0.11164858835440876
AWO,0.10720339083273087
DOH,1.3777406894673123
SOD,0.24927684296900798
STW,0.1107506280849486
UOZ,0.7825820615891752
MEI,0.7367905897962108
ETL,0.43528835946468847
AVE,1.1005571856480394
SZR,0.18336510327184677
JST,0.7073102920503642
IFR,0.5282347599401004
IFW,0.6437962299808385
CGS,0.5073150265848729
PWN,0.030367959800285872
ATS,0.16191926361845313
RTH,0.31108053081394804
EUO,0.46662169955365207
EMT,1.0559553659443686
BPH,0.49244532524670337
AWW,0.6531062086251896
ASV,0.49431575663608185
IHW,1.0168208885954495
RWY,1.4244985847713385
LTJ,1.0467510959303445
SFH,1.4209145655943232
NES,0.38696688061304685
IRR,0.036197179582902916
TUN,0.17038073804087506
IWV,0.7264393541426679
EON,0.7880783621402394
STO,0.6328442818409515
ITW,0.8173787693018055
SFW,1.343337472506966
IFU,0.024478831552996703
VFI,0.709137017171207
EEI,0.5407278681142249
SFG,1.1681021184258955
LOS,0.48046825932517406
SFV,0.8246938926773517
IFO,1.0086320219492846
RTE,1.5182072403195488
MER,1.8238146029293731
AFN,1.051380174539906
APC,1.0029789407247536
SFN,0.36367662419129587
SSY,0.1789453537497282
PUN,1.113149059265058
LTL,1.2381180909137175
UOS,0.16694490200285084
CGF,1.2685410093408094
AHT,0.37819417141770895
VET,0.20641485019106864
ABW,1.034590078680578
PWW,0.9868687375618873
