zeo,MMD
CHA,0.3392324447631836
AEL,0.7240362167358398
MFI,0.04425334930419922
LTA,0.49415159225463867
AFI,0.07123947143554688
IWR,1.3277978897094727
BEA,0.10923194885253906
MTW,0.1378345489501953
MEL,0.30075836181640625
LEV,0.2713737487792969
FAU,0.19949626922607422
BEC,0.3770923614501953
FER,0.1601724624633789
ATO,1.0034818649291992
MWW,1.2348260879516602
IMF,1.2432928085327148
AEN,0.7696046829223633
STF,0.33634138107299805
MAZ,0.6122560501098633
AEI,0.796483039855957
GIS,1.356241226196289
TON,0.15210247039794922
ITE,0.4558143615722656
NON,0.685753345489502
MOR,0.09286880493164062
AST,0.586998462677002
PHI,1.0049467086791992
SAV,2.1704864501953125
UOV,3.672049045562744
ITT,1.3182005882263184
MTT,0.3321075439453125
ITG,0.7528810501098633
CON,0.894378662109375
NSI,1.4196949005126953
ERI,0.14990806579589844
MTN,0.752593994140625
MRE,0.2624492645263672
AFR,0.3635082244873047
SWY,2.289046287536621
LAU,0.9309921264648438
DDR,0.6492834091186523
AFX,0.5182905197143555
UFI,3.831812858581543
ISV,3.457192897796631
ANA,0.12904071807861328
CLO,1.287668228149414
OFF,1.8107280731201172
STI,3.9561362266540527
CTH,0.6064004898071289
SFS,1.0034904479980469
AWO,0.3758859634399414
DOH,2.983242988586426
SOD,0.5052943229675293
STW,-0.05434226989746094
UOZ,1.9240174293518066
MEI,3.6286468505859375
ETL,1.3131914138793945
AVE,2.431386947631836
SZR,0.1608295440673828
JST,1.026266098022461
IFR,1.7149782180786133
IFW,2.1857175827026367
CGS,1.6177754402160645
PWN,1.5896024703979492
ATS,1.1610088348388672
RTH,0.6284732818603516
EUO,0.27158641815185547
EMT,1.1665635108947754
BPH,0.8510761260986328
AWW,2.0205459594726562
ASV,0.5877909660339355
IHW,3.1759543418884277
RWY,4.351268291473389
LTJ,3.120260238647461
SFH,2.2933082580566406
NES,-0.46530723571777344
IRR,1.2649564743041992
TUN,1.846151351928711
IWV,1.0044670104980469
EON,1.163071632385254
STO,2.6440682411193848
ITW,-0.0814199447631836
SFW,4.2382330894470215
IFU,0.9660530090332031
VFI,1.329421043395996
EEI,5.05747652053833
SFG,3.340132713317871
LOS,4.575803756713867
SFV,3.7395219802856445
IFO,2.269864082336426
RTE,3.754362106323242
MER,5.254156112670898
AFN,3.362478256225586
APC,6.195256233215332
SFN,1.710465431213379
SSY,0.7560586929321289
PUN,4.681783676147461
LTL,3.9183349609375
UOS,2.724496841430664
CGF,4.1583638191223145
AHT,2.70534610748291
VET,1.0609712600708008
ABW,3.6169276237487793
PWW,4.697723865509033
