zeo,osda,Si/Al_prec,Al/P_prec,Si/Ge_prec,Si/B_prec,Na/T_prec,K/T_prec,OH/T_prec,F/T_prec,H2O/T_prec,sda1/T_prec,cryst_temp_prec,cryst_time_prec
LEV,C[N+]12CCC(CC1)CC2,0.775,1.0,0.92,0.945,0.965,0.94,0.61,0.845,0.635,0.435,0.67,0.735
AFI,CCCN(CCC)CCC,0.73,0.695,0.99,1.0,0.86,1.0,0.85,1.0,0.89,0.85,0.47,0.755
BEC,C[N+](C)(C)CCCCCC[N+](C)(C)C,0.61,0.98,0.91,0.935,0.705,0.935,0.585,0.99,0.415,0.665,0.32,0.345
MAZ,OSDA-free,0.49,0.995,0.98,0.985,0.605,0.845,0.595,1.0,0.54,1.0,0.64,0.825
MWW,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,0.69,0.995,0.955,0.99,0.985,0.98,0.945,0.715,0.59,0.625,0.37,0.5
AEN,CC[n+]1ccn(C)c1C,0.22,0.015,0.215,0.175,0.88,1.0,0.755,0.515,0.78,0.39,0.62,0.125
FAU,C1COCCOCCOCCOCCOCCO1,0.565,0.84,0.705,0.735,0.27,0.955,0.9,0.835,0.795,0.535,0.25,0.69
FAU,CC[N+](CC)(CC)CC,0.51,0.87,0.875,0.905,0.24,0.895,0.315,0.845,0.68,0.415,0.24,0.4
UOV,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.47,0.43,0.01,0.92,0.67,0.925,0.535,0.8,0.735,0.725,0.45,0.435
PHI,OSDA-free,0.445,0.995,0.99,0.995,0.39,0.8,0.38,0.995,0.72,1.0,0.445,0.715
GIS,CCCNCCC,0.555,0.265,1.0,0.995,0.875,0.935,0.805,0.845,0.26,0.715,0.32,0.425
LEV,C[N+]1(C)CCCCC1,0.485,0.99,0.915,0.94,0.95,0.975,0.8,0.885,0.775,0.925,0.695,0.33
ITT,C[N+](C)(C)CCCCCC[N+](C)(C)C,0.495,0.985,0.015,0.95,0.65,0.9,0.875,0.755,0.385,0.595,0.245,0.31
FER,C[N+]1(Cc2ccccc2)CCCC1,0.105,0.98,0.86,1.0,0.985,0.95,0.65,0.955,0.785,0.37,0.725,0.14
ITG,C[N+]1(C)CCC([N+]2(C)CCCC2)CC1,0.55,0.99,0.12,0.915,0.81,0.97,0.31,0.56,0.535,0.655,0.435,0.41
BEA,C(CCCC[N+]12CCC(CC1)CC2)CCC[N+]12CCC(CC1)CC2,0.485,0.49,0.9,0.94,0.74,0.975,0.39,0.165,0.52,0.415,0.655,0.41
SAV,C1CNCCCNCCNCCNC1,0.465,0.52,0.565,0.605,0.695,0.985,0.675,0.91,0.145,0.415,0.105,0.07
AEI,CC[P+](CC)(CC)CC,0.175,0.405,0.845,0.9,0.955,0.92,0.625,0.76,0.715,0.36,0.145,0.24
AFI,C[N+]12CCCC[C@@H]1[C@H]1C[C@@H](C2)[C@@H]2CCCCN2C1,0.695,0.64,0.9,0.995,0.94,0.935,0.97,0.97,0.76,0.685,0.66,0.635
NSI,c1cc(-c2ccncc2)ccn1,0.86,0.77,1.0,1.0,0.945,0.99,0.915,0.87,0.4,0.125,0.01,0.27
CON,CC1(C)[C@H]2CC[C@@H](C[N+](C)(C)C)[C@@H]1C2,0.735,0.985,0.895,0.03,0.97,0.94,0.65,0.585,0.23,0.205,0.51,0.405
FER,C1CNCCN1,0.295,0.605,0.82,0.83,0.97,0.98,0.915,0.84,0.75,0.465,0.525,0.505
MTW,C[N+]1(Cc2ccccc2)CCC(CCCCCC2CC[N+](C)(Cc3ccccc3)CC2)CC1,0.535,0.53,0.98,0.985,0.72,1.0,0.5,0.95,0.215,0.9,0.6,0.505
BEA,C(CC[N+]12CCN(CC1)CC2)C[N+]12CCN(CC1)CC2,0.64,0.98,0.89,0.955,0.975,0.925,0.76,0.97,0.915,0.945,0.95,0.27
MWW,CCCCCCC[N+](C)(C)C,0.525,0.465,0.89,0.0,0.79,0.88,0.69,0.795,0.44,0.29,0.14,0.155
MFI,CCN,0.69,0.955,0.835,0.86,0.88,0.96,0.845,0.875,0.505,0.45,0.4,0.38
TON,NCCCCCCCCN,0.71,0.87,0.985,0.995,0.805,0.84,0.68,0.87,0.465,0.4,0.48,0.45
AFR,CCC[N+](CCC)(CCC)CCC,0.095,0.535,0.985,1.0,0.68,0.975,0.325,0.835,0.54,0.24,0.37,0.39
AST,c1ccncc1,0.395,0.08,0.365,0.355,0.76,0.99,0.705,0.76,0.425,0.605,0.755,0.11
AEI,C[C@H]1C[C@@H](C)C[N+](C)(C)C1,0.23,0.62,0.945,0.965,0.13,0.945,0.49,0.83,0.265,0.535,0.235,0.215
MTT,C[N+](C)(C)CCCCCCC[N+](C)(C)C,0.735,0.925,0.945,1.0,0.925,0.905,0.865,0.775,0.455,0.91,0.375,0.585
LTA,Cc1ccc(C[n+]2ccn(C)c2C)cc1,0.63,0.98,0.73,0.96,0.975,0.98,0.775,0.965,0.685,0.58,0.385,0.355
SWY,C1CCCC(CCCCCCC2(N3CCCCCCN3)CCCCCCC2)(N2CCCCCCN2)CCC1,0.205,0.0,0.895,0.94,0.4,1.0,0.295,0.89,0.28,0.16,0.12,0.12
STF,CCC1CCCC[N+]12CCCCC2,0.705,0.995,0.055,0.885,0.86,0.98,0.3,0.675,0.255,0.185,0.4,0.63
BEA,CC[N+]1(CC)CC2C3C=CC(C2C1)C1C[N+](CC)(CC)CC31,0.565,0.98,0.885,0.945,0.85,0.935,0.865,0.935,0.54,0.62,0.64,0.51
CHA,CC(C)NC(C)C,0.795,0.025,0.495,0.51,0.935,1.0,0.96,0.93,0.545,0.06,0.225,0.4
MFI,CCCN(CCC)CCCCCN(CCC)CCC,0.64,0.975,0.95,0.95,0.54,0.91,0.425,0.995,0.56,0.76,0.56,0.325
ITE,NCCNCCNCCNCCNCCN,0.16,0.81,0.875,0.885,0.2,0.93,0.2,0.98,0.49,0.575,0.02,0.045
ISV,CC1(C)CC2CC(C)(C1)C[N+]21CCCCC1,0.755,0.74,0.8,0.98,0.975,1.0,0.78,0.97,0.96,0.705,0.7,0.145
UFI,CC[N+](CC)(CC)CC,0.0,0.44,0.875,0.925,0.73,0.94,0.0,0.765,0.26,0.01,0.38,0.565
MTW,C(CC[N+]12CCC(CC1)CC2)C[N+]12CCC(CC1)CC2,0.465,0.52,0.84,0.935,0.77,0.95,0.52,0.955,0.67,0.535,0.52,0.455
CLO,C1CN2CCC1CC2,0.165,0.57,0.17,0.165,0.835,0.955,0.775,0.025,0.44,0.04,0.475,0.16
MTW,CCC(CC)n1cc[n+](C(CC)CC)c1,0.575,0.97,0.82,0.9,0.86,0.95,0.895,0.69,0.78,0.52,0.41,0.345
AFI,[CH]1C=CC=C1,0.355,0.035,0.295,0.285,0.72,0.95,0.66,0.75,0.01,0.28,0.115,0.155
MFI,CC[N+](CC)(CC)CCC[N+](CC)(CC)CC,0.11,0.66,0.945,0.955,0.815,0.94,0.315,0.89,0.285,0.525,0.245,0.33
LAU,c1c[nH]cn1,0.645,0.38,1.0,1.0,0.735,0.98,0.72,0.835,0.35,0.235,0.39,0.12
LEV,CC[N+](C)(C)CC,0.095,0.72,1.0,1.0,0.625,0.925,0.61,0.89,0.97,0.65,0.555,0.445
OFF,C[N+](C)(C)Cc1ccccc1,0.19,0.455,0.74,0.915,0.945,0.97,0.155,0.485,0.785,0.12,0.0,0.24
FER,NCCCCN,0.03,0.42,0.66,0.685,0.0,0.95,0.7,0.84,0.26,0.27,0.175,0.115
DDR,C[N+]1(C)C2CCC1CC(O)C2,0.79,0.99,0.875,0.94,0.855,0.995,0.69,0.695,0.435,0.43,0.285,0.39
STI,CC[N+](CC)(CC)CC,0.37,0.4,0.165,0.845,0.72,0.905,0.4,0.125,0.405,0.305,0.195,0.4
AFX,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.075,0.025,0.95,1.0,0.695,0.88,0.405,0.775,0.28,0.16,0.02,0.19
STF,CC1(C)C2CCC[N+](C)(C)C1C2,0.81,0.99,0.88,0.93,0.885,0.965,0.615,0.735,0.36,0.2,0.52,0.195
MTN,C1CCNC1,0.24,0.92,0.885,0.89,0.625,0.935,0.395,0.92,0.625,0.27,0.265,0.19
AFI,CCN(C(C)C)C(C)C,0.755,0.435,0.495,0.49,0.87,0.99,0.865,0.925,0.575,0.54,0.295,0.465
AEN,CC[N+](CC)(CC)CC,0.065,0.99,0.08,0.065,0.715,0.93,0.28,0.825,0.785,0.22,0.3,0.14
BEA,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.665,1.0,0.88,0.98,0.86,0.96,0.26,0.56,0.835,0.535,0.06,0.25
AST,CC(C)[N+](C)(C)C,0.41,0.355,0.995,1.0,0.575,0.94,0.26,0.075,0.16,0.07,0.685,0.005
MTW,C1CN2CCN1CC2,0.345,0.425,0.72,0.735,0.095,0.965,0.01,0.73,0.25,0.175,0.14,0.11
BEC,CCC[N+]1(CCC)CCC([N+]2(CCC)CCCC2)CC1,0.465,1.0,0.035,0.935,0.78,1.0,0.5,0.39,0.935,0.845,0.355,0.495
MTW,C1CCC[N+]2(CC1)CCCCC2,0.67,0.995,0.89,0.945,0.9,0.98,0.155,0.6,0.27,0.225,0.295,0.245
BEC,OCC1CCCN1Cc1cccc(CN2CCCC2CO)c1,0.485,0.57,0.01,0.87,0.825,1.0,0.8,0.42,0.605,0.675,0.42,0.445
ITE,C1CC[N+]23CCCCC2(C1)CCCC3,0.1,0.275,0.815,0.92,0.04,1.0,0.08,0.645,0.065,0.13,0.39,0.02
MFI,C1CCNC1,0.5,0.71,0.955,0.96,0.24,0.96,0.305,0.88,0.44,0.16,0.435,0.235
MTW,CC(C)(C)c1cccc(C(C)(C)C)n1,0.08,0.415,0.31,0.335,0.015,1.0,0.97,0.965,0.0,0.05,0.055,0.0
NON,CC1CCCN1,0.315,0.41,0.25,0.25,0.675,0.955,0.575,0.845,0.075,0.11,0.5,0.35
SFS,CC[N+]1(CC)C(C)CC[C@H]2CCCCC21,0.77,0.745,0.88,0.005,0.065,1.0,0.12,0.53,0.12,0.135,0.21,0.21
MTN,N[C@@H]1C[C@H]2CC[C@@H]1C2,0.56,0.535,0.835,0.85,0.87,0.96,0.765,0.885,0.015,0.105,0.42,0.065
STF,CC12CCC(C[N+](C)(C)C1)C2(C)C,0.795,0.995,0.915,0.98,0.905,0.99,0.675,0.68,0.625,0.35,0.505,0.275
BEC,CC[N+](CC)(CC)Cc1ccccc1,0.555,0.99,0.04,0.945,0.83,0.93,0.575,0.0,0.415,0.39,0.26,0.015
CHA,CN(CCO)CCO,0.825,0.335,0.605,0.6,0.895,1.0,0.92,0.995,0.65,0.275,0.23,0.46
FAU,Cc1cccc(C)[n+]1C,0.14,0.495,0.85,0.88,0.905,0.97,0.05,0.63,0.39,0.485,0.08,0.015
NON,CC1CCCCN1,0.485,0.28,0.305,0.31,0.71,0.995,0.73,0.79,0.065,0.075,0.25,0.27
CHA,CN1CCNCC1,0.7,0.065,0.235,0.235,0.785,1.0,0.835,0.87,0.57,0.095,0.32,0.1
ERI,C[N+]1(C)CCCCC1,0.14,0.685,0.96,0.965,0.555,0.01,0.245,0.925,0.465,0.15,0.345,0.04
AFI,C1CCCNCC1,0.25,0.105,1.0,1.0,0.55,0.965,0.535,0.845,0.44,0.25,0.08,0.18
BEA,CCC[N+]1(CCC)CCC([N+]2(CCC)CCCC2)CC1,0.425,0.985,0.02,0.94,0.8,1.0,0.42,0.57,0.92,0.81,0.445,0.465
ITE,C[N+]1(C)CCCCC2CCCCC21,0.065,0.255,0.855,0.895,0.09,0.99,0.065,0.76,0.155,0.075,0.325,0.41
MFI,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,0.245,1.0,0.995,0.995,0.18,1.0,0.125,1.0,0.15,0.405,0.105,0.125
MFI,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.275,0.885,0.875,0.905,0.09,1.0,0.115,0.885,0.33,0.065,0.005,0.015
AVE,C1CC[N+]2(CC1)CCCC2,0.035,0.01,0.97,1.0,0.705,0.945,0.4,0.775,0.345,0.375,0.105,0.08
MWW,CCCCCC[N+](C)(C)C,0.54,0.49,0.85,0.0,0.81,0.88,0.615,0.785,0.385,0.27,0.225,0.215
STW,CCc1n(C)cc(C)[n+]1C,0.485,0.525,0.76,0.92,0.825,0.995,0.71,0.37,0.94,0.45,0.59,0.275
FER,CCCCN,0.79,0.87,1.0,1.0,0.75,0.925,0.64,0.88,0.325,0.02,0.25,0.025
TON,CC(N)CN,0.29,0.44,0.565,0.58,0.92,0.98,0.755,0.735,0.19,0.41,0.2,0.11
ETL,C[N+](C)(C)CCO,0.18,0.635,0.885,0.91,0.215,0.92,0.15,0.925,0.485,0.15,0.29,0.115
ERI,C[N+]1(CCC[N+]2(C)CCCC2)CCCC1,0.135,0.035,0.955,1.0,0.74,0.87,0.465,0.775,0.45,0.285,0.0,0.11
UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C,0.62,0.99,0.065,0.96,0.72,0.9,0.45,0.27,0.425,0.615,0.455,0.435
SZR,CC[N+](CC)(CC)CCCCC[N+](CC)(CC)CC,0.42,0.975,1.0,1.0,0.525,0.935,0.41,0.92,0.57,0.66,0.325,0.545
MEI,CN(CCO)CCO,0.6,0.02,0.485,0.51,0.86,0.98,0.82,0.84,0.16,0.37,0.14,0.005
AEL,CCNCC,0.405,0.17,0.99,1.0,0.78,0.965,0.73,0.84,0.23,0.105,0.16,0.275
CHA,NCCNCCN,0.775,0.77,0.99,0.995,0.87,1.0,0.87,0.905,0.245,0.28,0.13,0.63
MTW,C[N+]12CCCCC1C[C@H]1C[C@@H]2CC2CCCC[N+]21C,0.59,0.555,0.945,0.985,0.785,0.93,0.43,0.76,0.575,0.315,0.295,0.02
AEL,CCCCNCCCC,0.46,0.285,0.995,1.0,0.825,0.925,0.71,0.865,0.405,0.605,0.48,0.38
MFI,CCCNCCC,0.285,0.8,0.615,0.64,0.935,0.97,0.935,0.8,0.19,0.4,0.245,0.095
GIS,C[N+](C)(C)C,0.22,0.615,1.0,1.0,0.7,0.9,0.24,0.935,0.42,0.25,0.38,0.175
FER,NC1CCCCC1,0.075,0.495,0.72,0.73,0.185,0.985,0.18,0.8,0.225,0.525,0.145,0.21
SOD,C1CCC2(C1)CCC[NH2+]2,0.58,0.765,0.95,0.95,0.195,0.945,0.18,0.975,0.24,0.085,0.49,0.12
DOH,CC1CNCCN1,0.54,0.27,0.33,0.335,0.755,0.99,0.76,0.83,0.065,0.09,0.445,0.265
TON,CCC(C)N,0.255,0.44,0.66,0.675,0.96,0.94,0.795,0.855,0.275,0.09,0.165,0.215
STF,CC1(C)CC2CC(C)(C1)C[N+]2(C)C,0.08,0.995,0.91,0.96,0.845,0.99,0.67,0.665,0.4,0.155,0.695,0.06
MOR,CC[N+](CC)(CC)CCC[N+](CC)(CC)CC,0.22,0.655,0.95,0.955,0.065,0.87,0.075,0.905,0.39,0.25,0.355,0.475
AFI,Fc1cccc(CN2CCCC2)c1,0.935,0.515,1.0,1.0,0.945,1.0,0.99,0.995,0.72,0.39,0.765,0.205
AFI,CN1C2CCC1CC(O)C2,0.185,0.02,0.195,0.195,0.875,0.905,0.785,0.895,0.185,0.18,0.285,0.045
MFI,C(CCC[N+]12CCC(CC1)CC2)CC[N+]12CCC(CC1)CC2,0.675,0.99,0.91,0.98,0.755,0.97,0.44,0.975,0.51,0.595,0.76,0.195
IFW,CN(C)[P+](CCCC[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.27,0.29,0.97,0.0,0.855,0.995,0.32,0.875,0.67,0.505,0.13,0.395
AWO,CNC,0.28,0.005,0.305,0.27,0.69,0.97,0.735,0.81,0.215,0.185,0.035,0.26
JST,NCCN,0.42,0.565,0.16,0.15,0.76,0.995,0.69,0.96,0.04,0.0,0.185,0.265
MFI,CN(C)CC(C)(C)CN(C)C,0.155,0.315,0.35,0.39,0.01,0.99,0.005,0.83,0.105,0.0,0.26,0.095
STF,CC[N+]1(C)C2CCCC1CCC2,0.765,0.995,0.91,0.96,0.85,0.955,0.635,0.68,0.28,0.185,0.51,0.09
PWN,C[N+]12CC[N+](C)(CC1)CC2,0.165,0.74,0.94,0.965,0.485,0.965,0.05,0.935,0.435,0.28,0.055,0.235
MFI,CC[N+](CC)(CC)CCCCCCCCC[N+](CC)(CC)CC,0.235,0.86,0.975,0.985,0.57,0.925,0.53,0.98,0.4,0.69,0.505,0.55
AEN,C[N+](C)(C)C,0.125,0.0,0.055,0.045,0.605,0.915,0.25,0.895,0.03,0.095,0.0,0.585
BEA,C[N+](C)(Cc1ccccc1)Cc1ccccc1,0.605,0.605,0.845,0.945,0.94,0.955,0.61,0.235,0.75,0.135,0.005,0.12
BEA,CC1CC(C)C[N+]2(Cc3ccccc3C2)C1,0.08,0.41,0.115,0.87,0.98,1.0,0.965,0.845,0.885,0.9,0.865,0.435
MFI,CC[N+](CC)(CC)CCCCCCC[N+](CC)(CC)CC,0.085,0.795,0.965,0.97,0.57,0.955,0.53,0.985,0.35,0.685,0.355,0.555
MTW,CC[N+]1(CC)CCCC2CCCCC2C1,0.745,0.355,0.87,0.98,0.085,0.93,0.035,0.515,0.295,0.13,0.235,0.21
MTW,C[N+](C)(C)CCCC[N+](C)(C)C,0.635,0.525,0.875,0.935,0.115,0.925,0.115,0.78,0.315,0.45,0.445,0.37
MOR,CN(C)CCCN(C)C,0.035,0.35,0.545,0.59,0.02,0.94,0.005,0.765,0.255,0.06,0.415,0.055
CTH,Cc1cc(C)cc(Cn2cc[n+](C)c2)c1,0.62,0.62,0.01,0.955,0.96,1.0,0.8,0.395,0.18,0.48,0.37,0.475
CGS,C1CN2CCC1CC2,0.345,0.495,0.775,0.785,0.82,0.945,0.675,0.795,0.135,0.265,0.19,0.135
BEA,CC1CC[N+]2(CCCC3CCCCC32)CC1,0.705,0.975,0.715,0.95,0.975,1.0,0.15,0.34,0.08,0.575,0.635,0.145
MRE,CC[N+](C)(C)CCCCCC[N+](C)(C)CC,0.45,0.38,0.87,0.92,0.59,0.895,0.065,0.85,0.115,0.31,0.045,0.05
LAU,Cn1ccnc1,0.78,0.42,0.94,1.0,0.76,0.97,0.68,0.705,0.385,0.14,0.285,0.14
EMT,CC[N+](CC)(CC)CC,0.215,0.935,0.96,1.0,0.75,0.92,0.53,0.825,0.55,0.225,0.055,0.145
TON,CCn1cc[n+](CC)c1,0.49,0.53,0.77,0.84,0.86,0.94,0.84,0.635,0.745,0.265,0.455,0.105
CTH,Cc1cc(C)cc(Cn2cc[n+](C)c2C)c1,0.565,0.57,0.03,0.935,0.935,0.995,0.75,0.34,0.3,0.455,0.32,0.015
SAV,C1CNCCNCCCNCCNC1,0.43,0.2,0.97,0.99,0.6,0.98,0.58,0.895,0.31,0.61,0.39,0.23
DDR,C1CN2CCC1CC2,0.39,0.53,0.795,0.0,0.855,0.925,0.72,0.815,0.01,0.29,0.135,0.21
BEA,C[N+](C)(C)Cc1ccccc1,0.075,0.36,0.76,0.925,0.985,0.98,0.185,0.51,0.905,0.24,0.0,0.2
MEL,CCCN,0.365,0.375,0.73,0.74,0.665,0.945,0.59,0.845,0.01,0.06,0.195,0.02
MTW,N[C@H]1CC[C@H](N)CC1,0.275,0.39,0.55,0.6,0.1,1.0,0.07,0.69,0.25,0.135,0.165,0.16
ATS,CCCNCCC,0.57,0.0,0.455,0.455,0.855,0.945,0.8,0.825,0.305,0.09,0.315,0.07
MWW,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.06,0.34,0.8933333333333333,0.98,0.8866666666666667,0.9733333333333334,0.04666666666666667,0.6133333333333333,0.7066666666666667,0.13333333333333333,0.44666666666666666,0.03333333333333333
AFI,C1CN2CCN1CC2,0.66,0.38666666666666666,1.0,1.0,0.8466666666666667,0.9466666666666667,0.8066666666666666,0.7533333333333333,0.10666666666666667,0.13333333333333333,0.09333333333333334,0.22666666666666666
IHW,C[N+]1(C)CC2C(C1)C1C[N+](C)(C)CC21,0.30666666666666664,0.54,0.8333333333333334,0.9333333333333333,0.7666666666666667,0.9333333333333333,0.56,0.38666666666666666,0.42,0.5866666666666667,0.48,0.30666666666666664
MTW,C[N+](C)(C)C1CC2CC1C1CCCC21,0.7,1.0,0.8733333333333333,0.9466666666666667,0.15333333333333332,0.94,0.2733333333333333,0.6266666666666667,0.36,0.32666666666666666,0.41333333333333333,0.09333333333333334
IFR,OC1C[N+]2(Cc3ccccc3)CCC1CC2,0.05333333333333334,0.29333333333333333,0.84,0.96,0.84,0.013333333333333334,0.12666666666666668,0.5733333333333334,0.02,0.20666666666666667,0.6533333333333333,0.12
MTW,NCC1CCNCC1,0.37333333333333335,0.7533333333333333,0.54,0.5733333333333334,0.96,0.98,0.14,0.8066666666666666,0.17333333333333334,0.03333333333333333,0.16,0.12
FAU,C(CCN1CCOCCOCCOCCOCC1)CN1CCOCCOCCOCCOCC1,0.32,0.7466666666666667,0.8866666666666667,0.9266666666666666,0.2866666666666667,0.9266666666666666,0.38666666666666666,0.8933333333333333,0.66,0.5133333333333333,0.25333333333333335,0.09333333333333334
FER,Cn1cc[n+](C)c1,0.08,0.32,0.6666666666666666,0.7733333333333333,0.8533333333333334,0.9466666666666667,0.7533333333333333,0.43333333333333335,0.5466666666666666,0.21333333333333335,0.09333333333333334,0.14
AEL,CCN1C=CN(C)C1C(=O)[O-],0.9933333333333333,0.76,0.7666666666666667,0.78,0.9266666666666666,1.0,0.98,0.03333333333333333,0.6266666666666667,0.5066666666666667,0.09333333333333334,0.05333333333333334
AEN,OSDA-free,0.013333333333333334,0.0,0.0,0.0,0.30666666666666664,0.7933333333333333,0.07333333333333333,0.9933333333333333,0.38,1.0,0.006666666666666667,0.15333333333333332
MTW,C[N+]1(C2CCCCC2)CCCC1,0.68,0.6533333333333333,0.92,0.9866666666666667,0.82,0.96,0.6066666666666667,0.96,0.4533333333333333,0.3333333333333333,0.16,0.12666666666666668
MTW,CN(C)CCCCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCCCCN(C)C)cc1,0.02666666666666667,0.7866666666666666,0.9933333333333333,0.9933333333333333,0.24666666666666667,0.9733333333333334,0.02666666666666667,0.9933333333333333,0.04,0.4533333333333333,0.17333333333333334,0.17333333333333334
GIS,NCCN,0.25333333333333335,0.38,0.23333333333333334,0.24,0.62,0.9666666666666667,0.49333333333333335,0.9,0.14666666666666667,0.1,0.31333333333333335,0.41333333333333333
MTW,C[N+](C)(C)CCCCC[N+](C)(C)C,0.05333333333333334,0.54,0.88,0.9333333333333333,0.7466666666666667,0.9066666666666666,0.1,0.8066666666666666,0.36,0.4066666666666667,0.4,0.2866666666666667
EUO,C[N+](C)(C)CCCCC[N+](C)(C)C,0.46,0.6066666666666667,0.88,0.9,0.13333333333333333,0.92,0.2866666666666667,0.7933333333333333,0.28,0.7266666666666667,0.25333333333333335,0.2
MFI,CCn1ccc[n+]1CCCCCC[n+]1cccn1CC,0.15333333333333332,0.6066666666666667,0.9466666666666667,0.9733333333333334,0.14666666666666667,0.9333333333333333,0.05333333333333334,0.8266666666666667,0.37333333333333335,0.3933333333333333,0.36,0.25333333333333335
BEA,CCC[N+]1(C)CCCC1,0.09333333333333334,0.5533333333333333,0.8933333333333333,0.9466666666666667,0.13333333333333333,0.9466666666666667,0.006666666666666667,0.82,0.21333333333333335,0.12,0.006666666666666667,0.16
LTJ,OSDA-free,0.02666666666666667,0.8933333333333333,0.9866666666666667,0.9866666666666667,0.21333333333333335,0.16,0.06,1.0,0.32,1.0,0.4533333333333333,0.25333333333333335
MFI,CN(C)CCCCCCN(C)C,0.7066666666666667,0.9,0.7733333333333333,0.8266666666666667,0.88,0.9333333333333333,0.8733333333333333,0.76,0.46,0.12,0.6266666666666667,0.08666666666666667
MRE,C[N+](C)(C)CCCCCCCC[N+](C)(C)C,0.54,0.9533333333333334,0.8133333333333334,0.8733333333333333,0.7,0.9333333333333333,0.16666666666666666,0.7733333333333333,0.29333333333333333,0.7666666666666667,0.26,0.26
BEA,C1CC[N+]2(CC1)CCCC1CCCCC12,0.82,0.7666666666666667,0.82,0.94,0.9733333333333334,1.0,0.12,0.5066666666666667,0.11333333333333333,0.19333333333333333,0.5,0.22666666666666666
MEL,CC1CC(C)C[N+](C)(C(C)C)C1,0.7466666666666667,0.72,0.8066666666666666,0.8733333333333333,0.9133333333333333,0.9933333333333333,0.7066666666666667,0.32666666666666666,0.5733333333333334,0.35333333333333333,0.1,0.03333333333333333
MEL,CC1CC(C)C[N+]2(CCCC2C)C1,0.8,0.72,0.8533333333333334,0.8666666666666667,0.9133333333333333,0.9933333333333333,0.6733333333333333,0.22666666666666666,0.5066666666666667,0.3333333333333333,0.12666666666666668,0.013333333333333334
BEC,C[N+]12CCN(CC1)CC2,0.41333333333333333,0.4533333333333333,0.02,0.9533333333333334,0.7,0.9533333333333334,0.03333333333333333,0.84,0.22666666666666666,0.08,0.32666666666666666,0.12666666666666668
MFI,CCCC[N+]1(C)CCCC1,0.04,0.32,0.86,0.96,0.9133333333333333,0.94,0.18,0.7066666666666667,0.52,0.31333333333333335,0.2866666666666667,0.36
BEA,C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1,0.44666666666666666,0.4266666666666667,0.9533333333333334,0.9866666666666667,0.66,0.9,0.38666666666666666,0.7266666666666667,0.44666666666666666,0.12666666666666668,0.5666666666666667,0.09333333333333334
