zeo,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
CHA,0.9781931464174455,0.9283489096573209,1.0,0.9922118380062306,1.0,0.9127725856697819,0.9968847352024922,0.8878504672897196,0.9968847352024922,0.883177570093458,0.9813084112149533,0.9922118380062306
AEL,1.0,0.9508196721311475,1.0,1.0,1.0,1.0,1.0,0.9262295081967213,0.8934426229508197,1.0,0.930327868852459,0.9590163934426229
MFI,0.9612068965517241,1.0,0.9913793103448276,0.9698275862068966,1.0,0.9482758620689655,1.0,0.9655172413793104,0.9698275862068966,0.9525862068965517,0.8189655172413793,0.9396551724137931
LTA,1.0,1.0,0.9349112426035503,1.0,0.8520710059171598,1.0,0.7751479289940828,1.0,0.8994082840236687,0.5562130177514792,0.9585798816568047,0.9467455621301775
AFI,1.0,0.9576271186440678,1.0,0.9576271186440678,1.0,1.0,1.0,1.0,0.9745762711864406,0.9745762711864406,0.9830508474576272,0.9576271186440678
IWR,0.9553571428571429,1.0,0.6875,0.4107142857142857,1.0,1.0,1.0,0.9910714285714286,1.0,1.0,1.0,0.9910714285714286
BEA,0.9541284403669725,1.0,0.926605504587156,0.944954128440367,0.963302752293578,1.0,0.8990825688073395,0.981651376146789,0.963302752293578,0.944954128440367,0.981651376146789,0.8532110091743119
MTW,0.9711538461538461,1.0,1.0,0.9038461538461539,0.9903846153846154,1.0,0.9807692307692307,0.9807692307692307,1.0,0.9807692307692307,1.0,0.7884615384615384
MEL,0.970873786407767,1.0,1.0,0.9611650485436893,0.9902912621359223,1.0,1.0,1.0,1.0,1.0,0.8543689320388349,0.9611650485436893
LEV,0.9662921348314607,0.898876404494382,1.0,0.8764044943820225,0.8876404494382022,1.0,0.9887640449438202,1.0,0.9662921348314607,0.9887640449438202,1.0,0.9775280898876404
FAU,1.0,0.9864864864864865,1.0,1.0,0.972972972972973,1.0,1.0,1.0,0.972972972972973,0.9864864864864865,0.9864864864864865,0.9864864864864865
BEC,0.9864864864864865,1.0,0.8783783783783784,0.8378378378378378,1.0,1.0,1.0,0.9864864864864865,1.0,1.0,1.0,0.9864864864864865
FER,1.0,1.0,1.0,0.9710144927536232,0.9855072463768116,1.0,1.0,0.9130434782608695,0.9420289855072463,0.927536231884058,0.927536231884058,0.782608695652174
ATO,1.0,0.8412698412698413,1.0,1.0,1.0,1.0,1.0,0.873015873015873,1.0,1.0,1.0,1.0
MWW,1.0,1.0,1.0,0.6290322580645161,1.0,1.0,0.9516129032258065,1.0,0.9516129032258065,0.9838709677419355,1.0,0.9838709677419355
IMF,0.9814814814814815,1.0,1.0,1.0,0.09259259259259259,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0
AEN,1.0,0.26,1.0,1.0,0.98,1.0,1.0,1.0,0.96,0.64,0.88,0.96
STF,0.975609756097561,1.0,0.8292682926829268,0.8536585365853658,1.0,0.975609756097561,0.975609756097561,0.975609756097561,1.0,0.975609756097561,1.0,0.8048780487804879
MAZ,0.85,1.0,1.0,1.0,1.0,0.85,0.975,1.0,1.0,1.0,0.775,1.0
AEI,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0
GIS,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,0.9705882352941176,1.0,0.38235294117647056,1.0,0.9705882352941176,0.9705882352941176
TON,0.7878787878787878,1.0,0.9696969696969697,1.0,1.0,0.6363636363636364,1.0,1.0,1.0,1.0,1.0,0.9393939393939394
ITE,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666667
NON,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,0.9655172413793104,1.0,0.9655172413793104,0.896551724137931,0.9310344827586207
MOR,0.8928571428571429,1.0,1.0,1.0,0.6785714285714286,1.0,0.8214285714285714,1.0,1.0,0.9285714285714286,1.0,1.0
AST,1.0,1.0,0.8518518518518519,1.0,1.0,1.0,0.9629629629629629,1.0,0.9629629629629629,0.9629629629629629,0.9259259259259259,0.9629629629629629
PHI,1.0,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888
SAV,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616
UOV,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0
ITT,0.6818181818181818,1.0,0.8181818181818182,0.4090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MTT,0.9523809523809523,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523
ITG,1.0,1.0,0.9047619047619048,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CON,0.65,1.0,1.0,0.3,0.85,1.0,1.0,1.0,1.0,1.0,0.95,0.95
NSI,0.7,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.0,1.0
ERI,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.4444444444444444,0.8333333333333334
MTN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8823529411764706,0.7058823529411765,1.0,0.7647058823529411
MRE,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571
AFR,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286
SWY,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0
LAU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDR,0.6153846153846154,1.0,1.0,0.6923076923076923,1.0,1.0,0.9230769230769231,1.0,0.6923076923076923,1.0,0.7692307692307693,0.9230769230769231
AFX,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666
UFI,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ISV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.9090909090909091,0.8181818181818182
ANA,0.8,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.9,1.0,1.0
CLO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
OFF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
STI,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0
CTH,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888
SFS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375
AWO,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.75,0.75
DOH,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0
SOD,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
STW,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
UOZ,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
ETL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AVE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SZR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,1.0,1.0
IFR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IFW,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0
CGS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATS,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
RTH,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
EUO,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75
EMT,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.25,0.75
BPH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0
AWW,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ASV,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IHW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RWY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
