zeo,WSD
CHA,0.297373632209711
AEL,0.5714052127994004
MFI,0.286173793395589
LTA,0.7152666598851058
AFI,0.9305539393682838
IWR,1.1929466795800323
BEA,0.4988219181830832
MTW,0.546216357162173
MEL,0.49564082514021685
LEV,0.2972761247290987
FAU,0.15416336459258972
BEC,1.1189926385045688
FER,0.29099454858746354
ATO,0.7818508984069693
MWW,0.8065349666126286
IMF,0.19625960096059264
AEN,1.0982647518577857
STF,0.6865981630054547
MAZ,0.1983947232745994
AEI,0.11247099128112147
GIS,0.46695677221210885
TON,0.4812902139411301
ITE,0.18322813476717079
NON,1.2731612112386461
MOR,0.17633838139837676
AST,1.1251762305734148
PHI,0.18090873274422942
SAV,0.2682276433506848
UOV,1.104747066010311
ITT,1.1199931125152833
MTT,0.5244189737367022
ITG,1.0980007916016143
CON,0.9867506764122662
NSI,0.4501587634550007
ERI,0.48936024726855165
MTN,0.8321556129456591
MRE,0.587477913182986
AFR,0.6878785573811275
SWY,0.009473613995492396
LAU,0.9275178670648203
DDR,0.5191540278732677
AFX,0.8742656916749951
UFI,0.3620617611026369
ISV,0.7369069999934283
ANA,0.347767819388737
CLO,1.22979827831261
OFF,0.10546359200531337
STI,1.1930930926472092
CTH,1.1159529117660996
SFS,1.1667140438250527
AWO,1.0508591357138055
DOH,1.535550205397519
SOD,0.8725048291939819
STW,0.8866748235664992
UOZ,0.7765851659652971
MEI,0.021621319497774332
ETL,0.12520931336513497
AVE,0.44995728085599396
SZR,0.4027144434998221
JST,1.9785756513816417
IFR,0.10081687899667169
IFW,1.0654909906748866
CGS,0.7246082875922066
PWN,0.0944892849007454
ATS,1.009289433474107
RTH,0.9212970995729869
EUO,0.2363212182240249
EMT,0.9942850244583255
BPH,0.5608835585534092
AWW,1.0670132379756228
ASV,1.0775036807582838
IHW,0.16199967752022798
RWY,1.5958080111280664
LTJ,1.0843578166224561
SFH,1.4096932127631892
NES,0.4273168264256025
IRR,1.1056715199970513
TUN,0.09408117315717072
IWV,0.09566733795144233
EON,0.11313209034663384
STO,0.6306232628051154
ITW,1.1647968475143813
SFW,0.12322929531678044
IFU,1.1127852239569338
VFI,1.0046621687974502
EEI,0.25948993598888814
SFG,1.596114048993286
LOS,1.0704367886566515
SFV,0.1221081109595899
IFO,0.6906818549158107
RTE,1.5949661221087124
MER,1.6350551300926495
AFN,1.002551825101485
APC,0.003939037792309155
SFN,1.0642547919321932
SSY,1.0324949018510354
PUN,1.1135800702279746
LTL,0.1905670395290613
UOS,1.1204575031629063
CGF,0.6121258830914205
AHT,1.0036787928511615
VET,0.6197642254427167
ABW,1.1993474712883063
PWW,0.35411234814729226
